backend,best_speedup,best_stop_score,category,freeze_iter,model,op,token_cost,token_efficiency
cutile,54.722870067306495,0.0018577907607619825,Data Layout,,claude-opus-4-7,bitonic_sort,794522,68.87521058863882
triton,824.578637008079,0.012516958332183296,Data Layout,,gpt-5.5,bitonic_sort,647355,1273.7657653189965
cutile,512.5875711153009,0.01237744585710111,Data Layout,,gpt-5.5,bitonic_sort,647355,791.8183548675779
triton,546.8027707024004,0.2219710297712573,Matrix Mult./Attn,,claude-opus-4-7,block_sparse_attention,728093,751.0067679573906
cutile,0.0,0.0,Matrix Mult./Attn,,claude-opus-4-7,block_sparse_attention,728093,0.0
triton,509.4935552624892,0.20947592619452612,Matrix Mult./Attn,,gpt-5.5,block_sparse_attention,652271,781.1071705816895
cutile,167.11658359043156,0.06870362831927104,Matrix Mult./Attn,,gpt-5.5,block_sparse_attention,652271,256.2072874471371
triton,3.2409508854858036,0.31252220085300036,Reduction/Norm,,claude-opus-4-7,cross_entropy,626784,5.170761993742348
cutile,1.8243486832197797,0.22096337577710262,Reduction/Norm,,claude-opus-4-7,cross_entropy,626784,2.91064973454935
triton,3.4362506874881666,0.3903572546415231,Reduction/Norm,,gpt-5.5,cross_entropy,554484,6.197204405335712
cutile,1.9249869961973347,0.28892850564424166,Reduction/Norm,,gpt-5.5,cross_entropy,554484,3.4716727555661384
triton,13.718277749351019,0.8248982100414989,Point-wise,0,claude-opus-4-7,dequantize_rowwise,55615,246.66506786570204
cutile,12.497214090554255,0.7511640782252164,Point-wise,,claude-opus-4-7,dequantize_rowwise,317237,39.39393604955997
triton,14.07738596207463,0.8441429478548909,Point-wise,5,gpt-5.5,dequantize_rowwise,380803,36.96763408396107
cutile,12.951756011588241,0.7763746635756644,Point-wise,,gpt-5.5,dequantize_rowwise,531793,24.354882466651954
triton,4.247477848550733,0.8646235666460149,Data Layout,1,claude-opus-4-7,destindex,136903,31.025454873528943
cutile,3.322585774988671,0.6619825163135395,Data Layout,,claude-opus-4-7,destindex,456100,7.284774775243743
triton,4.4793085354880136,0.8795616232511684,Data Layout,3,gpt-5.5,destindex,276471,16.20173014706068
cutile,4.574479312966961,0.9078331552337111,Data Layout,5,gpt-5.5,destindex,384840,11.886704378357138
triton,4.695459771265158,0.8876487517166192,Point-wise,0,claude-opus-4-7,dropout,54748,85.76495527261558
cutile,4.814054622949476,0.9537689221271685,Point-wise,8,claude-opus-4-7,dropout,282955,17.01349904737317
triton,4.8902586521283515,0.9097183805495203,Point-wise,0,gpt-5.5,dropout,46349,105.50947489974652
cutile,4.103260206423573,0.9499642386866218,Point-wise,3,gpt-5.5,dropout,107506,38.16773209331175
triton,0.7077934494679503,0.5954127254086727,Matrix Mult./Attn,,claude-opus-4-7,flash_attention,742646,0.9530697660365104
cutile,0.5055377984028526,0.4155874430466631,Matrix Mult./Attn,,claude-opus-4-7,flash_attention,742646,0.6807251347248253
triton,0.5877741108166071,0.48839288896857674,Matrix Mult./Attn,,gpt-5.5,flash_attention,629628,0.933526003952504
cutile,0.568079345390964,0.4670052011142279,Matrix Mult./Attn,,gpt-5.5,flash_attention,629628,0.9022460014341231
triton,9.576870440023564,0.07266390197406118,Matrix Mult./Attn,,claude-opus-4-7,flash_decode,816444,11.729978345145
cutile,13.291224929721283,0.10106737459261085,Matrix Mult./Attn,,claude-opus-4-7,flash_decode,816444,16.27940793210714
triton,3.0930481504300804,0.02759596052796484,Matrix Mult./Attn,,gpt-5.5,flash_decode,658179,4.699402670747745
cutile,6.112295910407467,0.05438345186509595,Matrix Mult./Attn,,gpt-5.5,flash_decode,658179,9.286677196336358
triton,1.9559466745281013,0.9696622020062053,Point-wise,0,claude-opus-4-7,fused_activation,54996,35.56525337348355
cutile,1.833780236879556,0.9093647423331636,Point-wise,1,claude-opus-4-7,fused_activation,82267,22.290593274089925
triton,1.9824481196590964,0.9774339736811605,Point-wise,0,gpt-5.5,fused_activation,43476,45.59867788340915
cutile,1.98785068574836,0.9791041792834148,Point-wise,1,gpt-5.5,fused_activation,67736,29.347033863061885
triton,9.440378098032635,0.05567430848111207,Stencil/Conv,,claude-opus-4-7,gaussian_blur,759226,12.43421339368335
cutile,9.014021845019375,0.05903235484492063,Stencil/Conv,,claude-opus-4-7,gaussian_blur,759226,11.87264641229275
triton,23.135423205293264,0.18077165690442198,Stencil/Conv,,gpt-5.5,gaussian_blur,716802,32.27589097867091
cutile,10.86807692429251,0.06675136722141242,Stencil/Conv,,gpt-5.5,gaussian_blur,716802,15.161895369003586
triton,6.575901668336351,0.4308617102884128,Reduction/Norm,,claude-opus-4-7,histogramming,722873,9.09689761318565
cutile,4.578252649192524,0.30048543077762413,Reduction/Norm,,claude-opus-4-7,histogramming,722873,6.333412161185331
triton,7.020040473127728,0.45998906536533124,Reduction/Norm,,gpt-5.5,histogramming,620100,11.320819985692191
cutile,7.387639542249959,0.4856386531673319,Reduction/Norm,,gpt-5.5,histogramming,620100,11.913626096194095
triton,3.6707280594680056,0.9138684702368344,Data Layout,1,claude-opus-4-7,interleave,115173,31.87142871565389
cutile,3.257178495902723,0.8615560717059798,Data Layout,1,claude-opus-4-7,interleave,115173,28.280747188166696
triton,3.8454705272839464,0.9276270865359397,Data Layout,0,gpt-5.5,interleave,43794,87.80815927487662
cutile,3.225784871607896,0.8547939026300833,Data Layout,1,gpt-5.5,interleave,64719,49.842934402693125
triton,8.264379444044204,0.3909407816064164,Stencil/Conv,,claude-opus-4-7,jacobi_stencil_2d,728826,11.339303817432699
cutile,8.52986448125531,0.4064139060940706,Stencil/Conv,,claude-opus-4-7,jacobi_stencil_2d,728826,11.703567766867963
triton,11.577914732220563,0.6128055674522259,Stencil/Conv,,gpt-5.5,jacobi_stencil_2d,720528,16.068653448888266
cutile,9.535233732523073,0.7176826222630003,Stencil/Conv,,gpt-5.5,jacobi_stencil_2d,720528,13.233675488701444
triton,3.673630609389827,0.8031970304503842,Reduction/Norm,0,claude-opus-4-7,kl_divergence,56232,65.32989417751152
cutile,3.6701160158723107,0.8015271984565738,Reduction/Norm,6,claude-opus-4-7,kl_divergence,235335,15.595283386968836
triton,4.228541086799233,0.9231074376306376,Reduction/Norm,0,gpt-5.5,kl_divergence,69948,60.45263748497788
cutile,3.9108508947314773,0.8540612014799523,Reduction/Norm,1,gpt-5.5,kl_divergence,92732,42.173692950992944
triton,9.562077566188094,0.8037745932941353,Reduction/Norm,5,claude-opus-4-7,l2_norm,381708,25.05076541803707
cutile,6.291202462457882,0.5709048243601667,Reduction/Norm,,claude-opus-4-7,l2_norm,515434,12.20564119258311
triton,8.451752806567013,0.7402622179567205,Reduction/Norm,,gpt-5.5,l2_norm,601852,14.042908898810692
cutile,10.491667839595681,0.8195605030691281,Reduction/Norm,8,gpt-5.5,l2_norm,545578,19.230371898419072
triton,2.3954991593323283,0.9092180560456788,Reduction/Norm,0,claude-opus-4-7,layernorm,61279,39.09168164187288
cutile,1.5692431466208239,0.634413687648944,Reduction/Norm,,claude-opus-4-7,layernorm,358624,4.3757337674579055
triton,2.2429321593380362,0.8337549139274141,Reduction/Norm,0,gpt-5.5,layernorm,58070,38.624628195936566
cutile,1.5454786233861633,0.6307656983135571,Reduction/Norm,,gpt-5.5,layernorm,395514,3.907519388406386
triton,3.4460991907714282,0.9477109703748301,Point-wise,0,claude-opus-4-7,leaky_relu,54423,63.32064000094498
cutile,2.658958565971202,0.8103402928599189,Point-wise,1,claude-opus-4-7,leaky_relu,81436,32.650898447507274
triton,3.296284433984139,0.9280029213787816,Point-wise,1,gpt-5.5,leaky_relu,95492,34.51895901210718
cutile,3.1615888253528714,0.8979071269588547,Point-wise,1,gpt-5.5,leaky_relu,95492,33.10841563013521
triton,0.9008285564452359,0.03468862702909789,Matrix Mult./Attn,,claude-opus-4-7,linear_self_attention,927478,0.9712667647590949
cutile,0.04017860966285596,0.0015391602845395442,Matrix Mult./Attn,,claude-opus-4-7,linear_self_attention,927478,0.04332028324429901
triton,0.9711212745699899,0.037535287295097905,Matrix Mult./Attn,,gpt-5.5,linear_self_attention,693823,1.3996671695374612
cutile,0.04254512693133675,0.0016492004815842642,Matrix Mult./Attn,,gpt-5.5,linear_self_attention,693823,0.061319856694483685
triton,0.6012839067432406,0.43403234960952425,Matrix Mult./Attn,,claude-opus-4-7,matmul_fp32_fp16_fp8,718342,0.8370440636120965
cutile,2.590755132737647,0.6319436880347599,Matrix Mult./Attn,,claude-opus-4-7,matmul_fp32_fp16_fp8,718342,3.6065761611288867
triton,0.6015484775059979,0.38576079669716284,Matrix Mult./Attn,,gpt-5.5,matmul_fp32_fp16_fp8,608931,0.9878762577467692
cutile,1.9543866133089534,0.6262316184819161,Matrix Mult./Attn,,gpt-5.5,matmul_fp32_fp16_fp8,608931,3.209537062998851
triton,8.782718071889484,0.09741981780569121,Matrix Mult./Attn,,claude-opus-4-7,matmul_int8,774737,11.33638650521336
cutile,4.414685506233348,0.04896902963630093,Matrix Mult./Attn,,claude-opus-4-7,matmul_int8,774737,5.698302141543967
triton,9.643059506373259,0.10707873210087143,Matrix Mult./Attn,,gpt-5.5,matmul_int8,662380,14.558198475759019
cutile,4.372578558453554,0.04855727461487472,Matrix Mult./Attn,,gpt-5.5,matmul_int8,662380,6.601314288555745
triton,1.0263949620156254,0.8590353210657968,Data Layout,0,claude-opus-4-7,matrix_copy,54341,18.88803963886615
cutile,1.0242372803966493,0.8647562207297519,Data Layout,1,claude-opus-4-7,matrix_copy,81568,12.556851711414394
triton,1.0318118836751395,0.8577713547926997,Data Layout,1,gpt-5.5,matrix_copy,79661,12.95253491263152
cutile,1.0411420276617955,0.8630978202239987,Data Layout,1,gpt-5.5,matrix_copy,79661,13.06965802163914
triton,6.450882773661644,0.8652849406312841,Data Layout,0,claude-opus-4-7,matrix_transpose,56509,114.15673208978471
cutile,6.561186523949632,0.8938465592902192,Data Layout,1,claude-opus-4-7,matrix_transpose,84156,77.96457203229279
triton,6.438261202362374,0.8755272057680552,Data Layout,2,gpt-5.5,matrix_transpose,158784,40.54729193345912
cutile,6.315246354429102,0.8271543975799442,Data Layout,3,gpt-5.5,matrix_transpose,193508,32.63558278949243
triton,7.887410509763603,0.6763743498931647,Reduction/Norm,,claude-opus-4-7,mean_reduction,624969,12.620482791568227
cutile,8.065019955699896,0.6862014874042087,Reduction/Norm,,claude-opus-4-7,mean_reduction,624969,12.904672000851075
triton,7.952037887704544,0.6740332506381632,Reduction/Norm,,gpt-5.5,mean_reduction,635651,12.510069027980046
cutile,7.765817351824744,0.674269472063695,Reduction/Norm,,gpt-5.5,mean_reduction,635651,12.217108683577536
triton,11.256351080738874,0.16762721721222243,Reduction/Norm,,claude-opus-4-7,moe_topk_gating,717234,15.694112494302937
cutile,9.157403377437326,0.14488241509201352,Reduction/Norm,,claude-opus-4-7,moe_topk_gating,717234,12.767664914710299
triton,14.600130162110991,0.2316527655204483,Reduction/Norm,,gpt-5.5,moe_topk_gating,615720,23.712288316297975
cutile,13.418198460130295,0.21431632704656964,Reduction/Norm,,gpt-5.5,moe_topk_gating,615720,21.79269547867585
triton,1.0271144019188652,0.8311004788294246,Point-wise,0,claude-opus-4-7,mul2,54209,18.947303988615637
cutile,0.9352017078435506,0.7765493837760642,Point-wise,,claude-opus-4-7,mul2,304185,3.074450442472675
triton,1.0242305622155894,0.8221329217838653,Point-wise,1,gpt-5.5,mul2,91690,11.170580894487834
cutile,1.0164339333279522,0.8046329333325857,Point-wise,3,gpt-5.5,mul2,153924,6.603479206153375
triton,0.9818790565865252,0.879499583981136,Point-wise,0,claude-opus-4-7,quantize_global,54239,18.10282373543991
cutile,0.8822083405633641,0.7949601273451864,Point-wise,,claude-opus-4-7,quantize_global,296618,2.9742238858173278
triton,0.9769370309115157,0.8803224468588337,Point-wise,0,gpt-5.5,quantize_global,45010,21.704888489480464
cutile,0.8937797469776967,0.8008845540826037,Point-wise,1,gpt-5.5,quantize_global,63492,14.077045091943813
triton,0.466604327218741,0.6814284619902554,Data Layout,,claude-opus-4-7,radix_sort,810830,0.5754650508969094
cutile,0.20849108021332557,0.3043479556063952,Data Layout,,claude-opus-4-7,radix_sort,810830,0.2571329134508165
triton,0.49654213725691665,0.725162412622294,Data Layout,,gpt-5.5,radix_sort,644195,0.7707947706159108
cutile,0.3320623151181927,0.48451724209496405,Data Layout,,gpt-5.5,radix_sort,644195,0.5154686315761419
triton,1.17894964828799,0.8172155955744328,Point-wise,0,claude-opus-4-7,relu,54158,21.76870726924905
cutile,1.1849053790832513,0.7780104909068308,Point-wise,,claude-opus-4-7,relu,302656,3.9150235881107642
triton,1.1817784794156279,0.8044067059585945,Point-wise,0,gpt-5.5,relu,39781,29.707108403902062
cutile,1.186294648507092,0.8332282366218273,Point-wise,4,gpt-5.5,relu,181722,6.528073917891571
triton,2.8388471147326695,0.7230908046988085,Data Layout,,claude-opus-4-7,reverse_array,616597,4.604055995622213
cutile,2.6508029579365036,0.7004603357029291,Data Layout,,claude-opus-4-7,reverse_array,616597,4.299085071669995
triton,3.0926463858657804,0.8191175840798675,Data Layout,5,gpt-5.5,reverse_array,383148,8.071675660229939
cutile,3.107347375842185,0.8034625026958571,Data Layout,5,gpt-5.5,reverse_array,383148,8.110044619421698
triton,12.284159554506388,0.9614369126075303,Reduction/Norm,0,claude-opus-4-7,rmsnorm,56149,218.77788659649127
cutile,10.718160982668117,0.797672315278826,Reduction/Norm,,claude-opus-4-7,rmsnorm,355252,30.170585901467454
triton,11.939751516222104,0.9423619783447169,Reduction/Norm,0,gpt-5.5,rmsnorm,50538,236.25294859753265
cutile,9.537269597492482,0.8022580137362721,Reduction/Norm,5,gpt-5.5,rmsnorm,194936,48.92513233826734
triton,10.81598679695291,1.0,Point-wise,5,claude-opus-4-7,rope,442418,24.447438388476307
cutile,6.141942201095272,1.0,Point-wise,,claude-opus-4-7,rope,579865,10.59202090330555
triton,10.837436636343051,0.9935112175619832,Point-wise,6,gpt-5.5,rope,379807,28.534062395751135
cutile,6.931238152165149,0.81105922232477,Point-wise,1,gpt-5.5,rope,122370,56.64164543732246
triton,7.24462638414755,0.9447132066027758,Point-wise,0,claude-opus-4-7,sigmoid,54345,133.30805748730427
cutile,4.072367027182945,0.6772589408459698,Point-wise,,claude-opus-4-7,sigmoid,309659,13.15113407710722
triton,7.464398662690883,0.9672614358170574,Point-wise,0,gpt-5.5,sigmoid,43784,170.48233744497725
cutile,6.3972005810114885,0.8751298981677585,Point-wise,5,gpt-5.5,sigmoid,203612,31.418583290825143
triton,1.7333515516917453,0.6237008648495612,Reduction/Norm,,claude-opus-4-7,softmax,644401,2.689864776267798
cutile,0.4325281533968365,0.18524723458208653,Reduction/Norm,,claude-opus-4-7,softmax,644401,0.6712096247473801
triton,2.642723151477255,0.9007286482634725,Reduction/Norm,8,gpt-5.5,softmax,609107,4.338684584937056
cutile,2.4480994250113355,0.8491643163163145,Reduction/Norm,,gpt-5.5,softmax,651131,3.759764816928292
triton,0.757228412248733,0.47841906601657036,Matrix Mult./Attn,,claude-opus-4-7,streamk_matmul,886050,0.8546113788710943
cutile,0.0,0.5153175797275487,Matrix Mult./Attn,,claude-opus-4-7,streamk_matmul,886050,0.0
triton,0.6917753866310987,0.4882378724440827,Matrix Mult./Attn,,gpt-5.5,streamk_matmul,616601,1.121917393307988
cutile,0.0,0.33903107231930696,Matrix Mult./Attn,,gpt-5.5,streamk_matmul,616601,0.0
triton,1.9841799260751622,1.0,Point-wise,0,claude-opus-4-7,swiglu,54707,36.26921465397778
cutile,1.2372525925831395,0.7499796142353791,Point-wise,,claude-opus-4-7,swiglu,308633,4.008814976308883
triton,1.9908434506652692,0.9982927566293843,Point-wise,0,gpt-5.5,swiglu,41202,48.31909739006041
cutile,1.7048645775847315,0.9135703596331881,Point-wise,3,gpt-5.5,swiglu,138422,12.316427862512692
triton,1.069243501326887,0.0037968077872988864,Data Layout,,claude-opus-4-7,top_k_selection,980080,1.090975738028413
cutile,0.0,0.0,Data Layout,,claude-opus-4-7,top_k_selection,980080,0.0
triton,10.847350348589666,0.04318382511007848,Data Layout,,gpt-5.5,top_k_selection,709560,15.287432139057538
cutile,0.9489877503183429,0.0038508018830236816,Data Layout,,gpt-5.5,top_k_selection,709560,1.3374312958993502
triton,1.0347738007272334,0.862613419233788,Point-wise,0,claude-opus-4-7,vector_add,54114,19.122108894689607
cutile,1.0270591234803146,0.8438452314088143,Point-wise,1,claude-opus-4-7,vector_add,81160,12.654745237559323
triton,1.0390203572687107,0.8606449903148385,Point-wise,0,gpt-5.5,vector_add,42111,24.673371738232543
cutile,1.0397038680537474,0.848750758572554,Point-wise,1,gpt-5.5,vector_add,61977,16.77564044812991
triton,28.18571350138287,0.8266504751957267,Point-wise,3,claude-opus-4-7,weight_dequant,256895,109.71686292603154
cutile,28.224215209678064,0.8944373515607161,Point-wise,5,claude-opus-4-7,weight_dequant,320882,87.95823763775489
triton,28.651268549712075,0.9296698783995367,Point-wise,0,gpt-5.5,weight_dequant,56204,509.77276616810326
cutile,27.431857345221232,0.8724104069786621,Point-wise,1,gpt-5.5,weight_dequant,82088,334.17621753753576
