params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
K=11264,fp8_e5m2,6.1859,0.3113,0.1236,19.87,50.04
K=12288,fp32,6.4407,3.5951,0.5370,1.79,11.99
K=12288,fp16,0.2742,0.4044,0.2798,0.68,0.98
K=12288,fp8_e4m3fn,6.7474,0.3362,0.1252,20.07,53.90
K=12288,fp8_e5m2,6.7427,0.3399,0.1352,19.84,49.87
K=13312,fp32,6.9764,3.8936,0.5804,1.79,12.02
K=13312,fp16,0.3015,0.4327,0.3023,0.70,1.00
K=13312,fp8_e4m3fn,7.3044,0.3643,0.1349,20.05,54.14
K=13312,fp8_e5m2,7.2992,0.3672,0.1465,19.88,49.81
K=14336,fp32,7.5073,4.1866,0.6306,1.79,11.90
K=14336,fp16,0.3217,0.4650,0.3265,0.69,0.99
K=14336,fp8_e4m3fn,7.8642,0.3915,0.1442,20.09,54.56
K=14336,fp8_e5m2,7.8553,0.3934,0.1581,19.97,49.69
K=15360,fp32,8.0443,4.4883,0.6759,1.79,11.90
K=15360,fp16,0.3595,0.4972,0.3498,0.72,1.03
K=15360,fp8_e4m3fn,8.4196,0.4173,0.1536,20.18,54.82
K=15360,fp8_e5m2,8.4319,0.4195,0.1693,20.10,49.81
K=16384,fp32,8.5768,4.7815,0.7219,1.79,11.88
K=16384,fp16,0.3634,0.5265,0.3763,0.69,0.97
K=16384,fp8_e4m3fn,8.9774,0.4422,0.1632,20.30,55.02
K=16384,fp8_e5m2,8.9700,0.4469,0.1809,20.07,49.60
K=17408,fp32,9.1105,5.0738,0.7602,1.80,11.98
K=17408,fp16,0.3908,0.5632,0.3970,0.69,0.98
K=17408,fp8_e4m3fn,9.5366,0.4698,0.1726,20.30,55.24
K=17408,fp8_e5m2,9.5290,0.4718,0.1920,20.20,49.62
K=18432,fp32,9.6458,5.3750,0.8273,1.79,11.66
K=18432,fp16,0.4189,0.6007,0.4170,0.70,1.00
K=18432,fp8_e4m3fn,10.0938,0.4916,0.1823,20.53,55.36
K=18432,fp8_e5m2,10.0855,0.4985,0.2035,20.23,49.55
K=19456,fp32,10.1816,5.6697,0.8637,1.80,11.79
K=19456,fp16,0.4380,0.6342,0.4454,0.69,0.98
K=19456,fp8_e4m3fn,10.6520,0.5180,0.1922,20.56,55.43
K=19456,fp8_e5m2,10.6441,0.5230,0.2152,20.35,49.45
K=20480,fp32,10.7141,5.9701,0.9002,1.79,11.90
K=20480,fp16,0.4591,0.6684,0.4699,0.69,0.98
K=20480,fp8_e4m3fn,11.2112,0.5480,0.2016,20.46,55.61
K=20480,fp8_e5m2,11.2005,0.5531,0.2266,20.25,49.43
