params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
K=17408,fp8_e4m3fn,9.5384,0.4934,0.1908,19.33,50.00
K=17408,fp8_e5m2,9.5305,0.4942,0.2123,19.28,44.89
K=18432,fp32,9.6466,6.3504,1.0142,1.52,9.51
K=18432,fp16,0.4137,0.6368,0.5053,0.65,0.82
K=18432,fp8_e4m3fn,10.0971,0.5209,0.2013,19.39,50.16
K=18432,fp8_e5m2,10.0897,0.5227,0.2247,19.30,44.90
K=19456,fp32,10.1818,6.7010,1.0530,1.52,9.67
K=19456,fp16,0.4346,0.6733,0.5521,0.65,0.79
K=19456,fp8_e4m3fn,10.6574,0.5487,0.2124,19.42,50.18
K=19456,fp8_e5m2,10.6479,0.5496,0.2379,19.37,44.76
K=20480,fp32,10.7154,7.0505,1.1175,1.52,9.59
K=20480,fp16,0.4589,0.7067,0.5603,0.65,0.82
K=20480,fp8_e4m3fn,11.2146,0.5780,0.2239,19.40,50.08
K=20480,fp8_e5m2,11.2050,0.5786,0.2503,19.36,44.76
