operator,category,torch_cases_recorded,torch_cases_ok,torch_latency_ms_geomean,torch_speedup_vs_torch_geomean,torch_roofline_utilization_mean,torch_bandwidth_GBs_geomean,torch_tflops_geomean,triton_cases_recorded,triton_cases_ok,triton_latency_ms_geomean,triton_speedup_vs_torch_geomean,triton_roofline_utilization_mean,triton_bandwidth_GBs_geomean,triton_tflops_geomean,cutile_cases_recorded,cutile_cases_ok,cutile_latency_ms_geomean,cutile_speedup_vs_torch_geomean,cutile_roofline_utilization_mean,cutile_bandwidth_GBs_geomean,cutile_tflops_geomean,tilelang_cases_recorded,tilelang_cases_ok,tilelang_latency_ms_geomean,tilelang_speedup_vs_torch_geomean,tilelang_roofline_utilization_mean,tilelang_bandwidth_GBs_geomean,tilelang_tflops_geomean,tilelang_vs_triton_speedup,tilelang_vs_cutile_speedup
dequantize_rowwise,Point-wise,20,20,0.02311863968751036,1.0,0.06438516673663122,385.24920063854364,0.25657398885455346,20,20,0.0038835542596480084,5.952959104427644,0.42027582038340094,2293.3727364146916,1.527374462911031,20,20,0.004484574655162951,5.155146578036025,0.35926752440259646,1986.0160983629014,1.3226765206566045,20,20,0.0035465316662967135,6.5186615721525,0.470941492034063,2511.309159904943,1.6725190015600617,1.0950287844752882,1.2644958729060896
destindex,Data Layout,80,80,0.0857455174685666,1.0,0.2143037255210473,1269.4182317991658,0.31735455794979156,80,80,0.02454364532842676,3.493593405591428,0.7088803060562349,4434.831163551103,1.1087077908877745,80,80,0.051432282732452386,1.667153641898602,0.35750772366888106,2116.3152282364626,0.5290788070591159,80,80,0.11817011050131189,0.7256108765982299,0.1584500064469708,921.103675945568,0.23027591898639202,0.20769757449075318,0.43523935548728626
dropout,Point-wise,60,60,0.05106919975421789,1.0,0.20463599856889558,1288.966629226965,0.17050891526556566,60,60,0.013177012267275107,3.8756281559399794,0.777168602451134,4995.555360299072,0.6608291528420104,60,60,0.013454767098159319,3.795621238304782,0.7605979712974998,4892.429113359992,0.6471872601022914,60,60,0.012738435634811177,4.009063688688558,0.8001539443277157,5167.54930916512,0.6835811007888535,1.0344293950244097,1.0562338644935785
flash_attention,Matrix Mult./Attn,20,20,2.565659340614205,1.0,0.8234860423317929,434.4273129379724,1847.1123575842973,20,20,3.783420473608614,0.6781322241371409,0.561361466153494,294.5991599485492,1252.5864112798365,20,20,3.561496192712783,0.7203880621475405,0.5996260341139183,312.95625011134916,1330.6376918489264,20,20,42.05141482758707,0.06101243801507127,0.050184402266999883,26.505469502682033,112.69682822398411,0.0899713003503171,0.0846938493583414
flash_decode,Matrix Mult./Attn,20,20,0.03413842416525763,1.0,0.005784632827346561,31.883991669546603,0.03188399166954661,20,20,0.011629978674422805,2.9353814930320086,0.014617462796211353,93.59167907077385,0.09359167907077387,20,20,0.03854676251162102,0.8856366122826953,0.004345362386738325,28.237630368266945,0.028237630368266927,20,20,0.011329362370176248,3.013269683660631,0.01493909878745309,96.07506549193289,0.09607506549193291,1.0265342650737264,3.4023770493115015
fused_activation,Point-wise,20,20,0.04423727653530749,1.0,0.48726250305485397,3149.471951465074,0.9842099848328354,20,20,0.024638982199736564,1.7954181782630807,0.8724032353415847,5654.619193590098,1.7670684979969036,20,20,0.024897466000999364,1.77677826866123,0.8649450780802199,5595.913321121213,1.7487229128503807,20,20,0.02460749714627388,1.7977153983742704,0.8723571009490417,5661.854223896625,1.7693294449676953,1.001279490281987,1.0117837605751543
gaussian_blur,Stencil/Conv,40,40,2.85055360512909,1.0,0.005974294033360255,35.87578392469206,0.6215116116421976,40,40,0.20553092725257396,13.869219796912052,0.07892877985507385,497.5691326380785,8.619881148198683,40,40,0.24969785477322448,11.416011594164322,0.06864142728026999,409.55836523401877,7.095183764415082,40,40,0.3301198745034601,8.634904546164224,0.052366072563710585,309.78396970852873,5.366693440863065,0.6225948303225219,0.756385404389239
histogramming,Reduction/Norm,20,20,0.09725996302171148,1.0,0.03553416669490295,172.73607692418966,0.04312467195842649,20,20,0.08027449783440893,1.21159229450853,0.03470042082794273,209.2856997849809,0.052249520248037605,20,20,0.1304220473354558,0.7457325276573158,0.020389989512435234,128.8149112622845,0.03215947062394995,20,20,0.01965082671648637,4.9494082068371075,0.20717971380857952,854.9413567454302,0.21344160530819414,4.085044308444355,6.636975085940591
interleave,Data Layout,80,80,0.04612115788028817,1.0,0.23350885324249498,1440.4427963919036,0.18005534954898794,80,80,0.01271222372985687,3.628095198793943,0.812006592659049,5226.063593726788,0.6532579492158482,80,80,0.013588067283663015,3.3942397338391026,0.7651490710884123,4889.208173835709,0.6111510217294633,80,80,0.012921760929102775,3.5692625899317423,0.8006907039625079,5141.318586098285,0.6426648232622858,0.9837841606577027,1.051564671271666
jacobi_stencil_2d,Stencil/Conv,60,60,0.2157808270161055,1.0,0.06893146352576293,422.22393953131393,0.3351193628890826,60,60,0.0371344098682553,5.810805336119472,0.3969010623128932,2453.4611208659458,1.947313382112839,60,60,0.03286948273646951,6.5647770835374715,0.45332543235113376,2771.8060423560814,2.199983913743927,60,60,0.027020995105963116,7.985672850682176,0.5574640679790002,3371.742250823285,2.6761535979612545,1.374279878392055,1.2164423481656204
kl_divergence,Reduction/Norm,20,20,0.04281302061962675,1.0,0.17985234377179565,1108.590564899606,0.554190432318759,20,20,0.0150560449743591,2.8435768286119374,0.5015427544501898,3152.3624427663344,1.575883071980055,20,20,0.014406543066149765,2.971776117493589,0.5287998321382779,3294.4829648473733,1.646929891308335,20,20,0.01347450123511008,3.177336205073789,0.5599145850832578,3522.3649384587247,1.760849325111888,1.1173730820646661,1.0691707852318195
l2_norm,Reduction/Norm,60,60,0.06240790684100064,1.0,0.12800851065634514,703.1854092059394,0.41858897186332394,60,60,0.01069086239697508,5.837499775383748,0.6465154429230283,4104.844668292796,2.4435130292302674,60,60,0.011669043112395595,5.34815976253503,0.5917401121638164,3760.747911116934,2.2386806963603365,60,60,0.009129832661432824,6.8356024864103535,0.7536061445536912,4806.695931575604,2.8613078168528907,1.1709811990461247,1.2781223429964017
layernorm,Reduction/Norm,60,60,0.025116323879041443,1.0,0.41654637366609537,2620.8650032356954,2.080181931601492,60,60,0.012625860718540759,1.989276172052077,0.8176609119466369,5213.624301101959,4.138056350068111,60,60,0.01568915831731718,1.6008713387332494,0.6704278975453117,4195.667666369052,3.3301036336515977,60,60,0.01114301712892631,2.2539967038049,0.9268983236368811,5907.421078410876,4.688723217144273,1.1330737961234139,1.4079811720462567
leaky_relu,Point-wise,60,60,0.05708806900473485,1.0,0.28235750046272684,1832.7541409140576,0.3636644814107561,60,60,0.018835880495343644,3.030814992633205,0.8585271033129704,5554.738728092913,1.1021997625478988,60,60,0.01927361333264177,2.9619806114949174,0.8459876703372865,5428.5822310244685,1.077167143028013,60,60,0.018874089696710575,3.024679331405546,0.8557290618090063,5543.493569570673,1.0999684404894303,0.9979755738167553,1.0211678360308325
linear_self_attention,Matrix Mult./Attn,20,20,0.07039269558960723,1.0,0.015793009239725604,77.22592912129471,1.7463469048161915,20,20,0.3110993057135374,0.2262708218784176,0.0030877407990709824,17.473974452599773,0.39514734943759033,20,20,1.111901768747752,0.06330837630457682,0.000888171002290658,4.889048181281501,0.11055838700843643,20,20,0.3160078906812589,0.2227561325695147,0.00299283116445324,17.20254930514707,0.38900948264159724,0.9844668911363592,3.5185886224254785
matmul_fp32_fp16_fp8,Matrix Mult./Attn,60,60,0.21234670558796495,1.0,0.6119802751578581,861.3133887135309,1343.7254770861166,60,60,0.2447750011475912,0.8675179433864121,0.5266418854468197,747.2048195879439,1165.7059623576736,60,60,0.19280629624501153,1.1013473611780924,0.6662631952904995,948.6052278070083,1479.9085083365685,60,60,0.4089126988998242,0.5192959430198225,0.33938898644470783,447.27654842759176,697.791188783196,0.5985996566165739,0.47150968107313634
matmul_int8,Matrix Mult./Attn,20,20,1.479088311114184,1.0,0.010972443440157057,28.051917378845943,48.22830322736319,20,20,0.14302560802890835,10.341422990596417,0.11352175167650207,290.09674331190877,498.74928379290884,20,20,0.1455628472145022,10.161166392510799,0.11153885169789483,285.040200115419,490.0558139217025,20,20,0.13451793817943142,10.995472656897629,0.12062646393227713,308.4440905126521,530.2929894250394,1.0632456158979233,1.082107332185973
matrix_copy,Data Layout,80,80,0.00627190794703339,1.0,0.5591515758714058,2882.3897721394474,0.720597443034862,80,80,0.005807814020756578,1.0799085378109867,0.5999393815704297,3112.717324232454,0.7781793310581137,80,80,0.006027931164295481,1.0404743810252886,0.5789916796926865,2999.052714040413,0.7497631785101038,80,80,0.005736445910417607,1.0933438656927559,0.6093430029030216,3151.443175904204,0.7878607939760515,1.0124411720172177,1.0508128653925815
matrix_transpose,Data Layout,80,80,0.14788056582886303,1.0,0.15845566820502838,942.139089583886,,80,80,0.025992977518150082,5.689250711104666,0.8321876173524754,5360.065485374621,,80,80,0.027113093569946938,5.45421220368519,0.8031267821932329,5138.626519977283,,80,80,0.0322321845704705,4.587978376257613,0.7006886602728585,4322.513770437905,,0.8064292837899525,0.8411807617528532
mean_reduction,Reduction/Norm,60,60,0.01940701769887798,1.0,0.36627333088392994,2261.260858859956,0.8973819665322021,60,60,0.010774238121435567,1.8012426939281494,0.6369486730484745,4073.079601087191,1.6164027108790042,60,60,0.012194158552620843,1.5915011778083616,0.5617504732610923,3598.799320207564,1.4281844566799835,60,60,0.010416756427122184,1.8630576451176084,0.6542809146547997,4212.859330704248,1.6718743333384931,1.034317946936208,1.1706291337359895
moe_topk_gating,Reduction/Norm,60,60,0.04215173573387004,1.0,0.013299703108188616,67.77849088558904,0.2077915819198414,60,60,0.0063235403836058674,6.665844317710183,0.0755547712336659,451.80086833267484,1.3851063356083848,60,60,0.01281424453244778,3.289443683327168,0.03653635578926943,222.95352870904892,0.6835187065947821,60,60,0.0064718240254848,6.5131152466267,0.07422731907123843,441.449122380279,1.3533705203228,0.9770878130655253,1.9800050931526791
mul2,Point-wise,80,80,0.008598346094334975,1.0,0.651616923805699,4050.897118137311,1.0127242795343272,80,80,0.007890654556579568,1.0896873044791078,0.7035293203557039,4414.21116138523,1.1035527903463074,80,80,0.008589855697663271,1.0009884213391398,0.6530174984100137,4054.901111291538,1.0137252778228838,80,80,0.007607718780344119,1.1302134506536072,0.72528860815051,4578.378410132726,1.1445946025331801,1.0371906197382668,1.1290974266631248
quantize_global,Point-wise,20,20,0.01054433138422657,1.0,0.7676344923945705,4954.939409395799,0.8258232348992987,20,20,0.010397844165667242,1.0140882298508587,0.7772989220725768,5024.745734692436,0.8374576224487397,20,20,0.010453613627347438,1.0086781241504668,0.7802686659524466,4997.938988748567,0.8329898314580948,20,20,0.010613224647786914,0.9935087340703085,0.7638424514633363,4922.775580023901,0.8204625966706492,0.979706405049611,0.9849611191945553
radix_sort,Data Layout,20,20,0.3820391501555,1.0,0.6465846144279491,4173.492037318622,0.02173693769436785,20,20,0.5560581281020188,0.6870489447919877,0.45440584578401155,2867.3933003375273,0.014934340105924614,20,20,1.0424190954355705,0.36649285477245264,0.2377976788878852,1529.5550111270022,0.007966432349619806,20,20,2.0341204080675244,0.1878154059318685,0.12391336765892891,783.8461011424182,0.004082531776783429,0.2733653946426361,0.5124667602277783
relu,Point-wise,60,60,0.009956214114108469,1.0,0.6916833267002018,4407.732598627905,0.8746049204820581,60,60,0.009366222837235046,1.0629913773274686,0.7350742933375938,4685.381745906662,0.9296974890406042,60,60,0.009446037505883647,1.0540095895138097,0.7316720986318294,4645.792426966438,0.9218419732240524,60,60,0.008739152862533829,1.139265357949325,0.7938295485003477,5021.577056720727,0.9964070877972327,1.0717540915652783,1.0808870899123812
reverse_array,Data Layout,80,80,0.02063589672306393,1.0,0.2680232429600494,1609.6923366471174,0.40242308416177924,80,80,0.008854631182990423,2.330520187300979,0.6037792510701931,3751.4204858997905,0.9378551214749473,80,80,0.009125065187977968,2.2614519784747595,0.5873565241686522,3640.241919446282,0.9100604798615703,80,80,0.009852428450177825,2.094498511449884,0.5489197957118488,3371.4982029996677,0.842874550749918,0.8987257535304006,0.9261742152325166
rmsnorm,Reduction/Norm,60,60,0.014056003050964003,1.0,0.7434339186148043,4683.158791716266,2.4780170641681756,60,60,0.011001659414209204,1.277625721880644,0.9405730051703565,5983.324131948179,3.1659783404404194,60,60,0.011804481154868391,1.1907345072228812,0.8801233793298984,5576.398776100773,2.950660427792183,60,60,0.009959742648627394,1.4112817516325213,1.0379547185444493,6609.256542746578,3.4971802628945414,1.1046128200637195,1.1852194952542505
rope,Point-wise,40,40,0.2806374827428245,1.0,0.10990304428321758,702.0943019967693,0.37234173148076366,40,40,0.02738589984641755,10.247517310611057,1.1121388834916366,7194.723513393287,3.8155783388120206,40,40,0.032825705929185614,8.549320564445424,0.9269260046299269,6002.4292542409385,3.1832688219497087,40,40,0.039958735099831465,7.023182341525321,0.7765723100644277,4930.936303869263,2.6150238735486626,0.6853545233100498,0.8214901159202125
sigmoid,Point-wise,60,60,0.02338450594053863,1.0,0.7046374824482846,4474.261510217962,0.887805928512602,60,60,0.01892414208246304,1.2356970180544675,0.8571757168083689,5528.8316061722135,1.0970591384741,60,60,0.024732702930611614,0.9454892983651894,0.6717565515261099,4230.366375998352,0.8394110044338355,60,60,0.024059936429291537,0.9719271706831855,0.687712622121832,4348.656330522824,0.8628827042150117,0.786541649354652,1.0279621063545714
softmax,Reduction/Norm,40,40,0.03341362281857534,1.0,0.2463774510101922,1474.2039394402213,0.26060490060752584,40,40,0.013924936898142368,2.3995529073480286,0.5605996281739205,3537.430348907701,0.6253352469219327,40,40,0.021049006393717953,1.5874204318046852,0.37884578167628924,2340.181454114365,0.41368954385281576,40,40,0.01734331651317063,1.926599378682897,0.45767545235103146,2840.2003937774107,0.5020812395921775,0.8028993121106727,1.2136667388693045
streamk_matmul,Matrix Mult./Attn,60,60,0.1970975232223966,1.0,0.6739095726477912,1147.915862984234,1191.2381375745836,60,60,0.42554907666200886,0.46316050023753386,0.31844910056762815,531.6692853303776,551.7344517010722,60,60,0.8724152593232274,0.22592168249704186,0.18085370013840718,259.33908313044185,269.1265242954927,60,60,0.7904784300700636,0.24933953378705984,0.17003191186633176,286.2208061032591,297.0227618522121,0.5383436922172444,1.1036547312820433
swiglu,Point-wise,60,60,0.07719670067924782,1.0,0.5259475944900448,3410.8449550465525,0.45119823914511004,60,60,0.04274271532423585,1.8060785351059812,0.9471929103428648,6160.253859884096,0.8148994547975984,60,60,0.05731190258685551,1.3469575636972992,0.7279081908889682,4594.26341079873,0.6077448809434087,60,60,0.045416885880226174,1.699735664017821,0.8935178094860607,5797.534814527889,0.7669177386169851,0.9411194646184533,1.2619073605794766
top_k_selection,Data Layout,20,20,0.06861023783693382,1.0,0.0014239305976028154,3.900153470561319,0.0009551927243826155,20,20,0.20829158027293443,0.3293951572455811,0.00042171159114054706,1.2846916657174443,0.0003146358576478464,20,20,0.263868111137004,0.26001716365533245,0.00034129484059780525,1.014106843235855,0.000248366502938177,20,20,0.4457614198081316,0.15391694926507013,0.00018173629857460059,0.6002997238543736,0.00014702035009716316,0.4672714394228847,0.5919491894354166
vector_add,Point-wise,80,80,0.01134726096188729,1.0,0.7215598884361215,4604.3290356075,0.7673881726012494,80,80,0.011055154852252608,1.026422615832935,0.7435105831762102,4725.987452883783,0.7876645754806302,80,80,0.011375847829494037,0.9974870560827453,0.7241840795675422,4592.758614964425,0.7654597691607379,80,80,0.010854220803626368,1.0454238187319909,0.7542101556458307,4813.475243103367,0.8022458738505621,1.018512065698821,1.048057528523226
weight_dequant,Point-wise,60,60,0.27728921693358954,1.0,0.055458905351124695,328.5761064060128,0.06519576750313674,60,60,0.02167636154950196,12.792239892306117,0.7120353483251102,4203.224376025617,0.8339998978631412,60,60,0.038978996663343125,7.11381104363724,0.38684357884846876,2337.4283344264204,0.46379037086222036,60,60,0.022074345679535236,12.561605266092206,0.7077852838979809,4127.443348541841,0.8189634963943259,0.9819707394361301,1.7658053030980625
