operator,category,case_index,dtype,backend,ok,latency_ms,speedup_vs_torch,bandwidth_GBs,tflops,roofline_utilization
1d_conv,Stencil/Conv,4,fp16,tilelang,True,0.08312080000000001,9.764102366675969,144.36822071009902,9.166995457214078,0.022076676867923514
1d_conv,Stencil/Conv,5,fp32,torch,True,0.7958,1.0,30.158336265393316,0.9574868007036944,0.004611789501390543
1d_conv,Stencil/Conv,5,fp32,triton,True,0.096,8.289583333333333,250.00004166666665,7.937166625,0.03822981338756869
1d_conv,Stencil/Conv,5,fp32,cutile,True,0.0717,11.09902370990237,334.728089260809,10.627168702928872,0.05118636102101247
1d_conv,Stencil/Conv,5,fp32,tilelang,True,0.07385422,10.775281358329964,324.9645585587391,10.317189674469516,0.04969332944287535
1d_conv,Stencil/Conv,6,fp16,torch,True,1.0781,1.0,14.840925702624988,0.9423689787589278,0.0022694629021966827
1d_conv,Stencil/Conv,6,fp16,triton,True,0.1046,10.306883365200765,152.96369024856597,9.712887151051625,0.02339108943459124
1d_conv,Stencil/Conv,6,fp16,cutile,True,0.1273,8.468970934799687,125.68736842105262,7.980895490966222,0.01922001535630985
1d_conv,Stencil/Conv,6,fp16,tilelang,True,0.11161771000000001,9.65886148354056,143.3464456491716,9.10221143221806,0.021920427814351714
1d_conv,Stencil/Conv,7,fp32,torch,True,1.059,1.0,30.217189801699714,0.9593654353163362,0.004620789338731338
1d_conv,Stencil/Conv,7,fp32,triton,True,0.1261,8.398096748612213,253.7668834258525,8.056843743061062,0.03880583592162163
1d_conv,Stencil/Conv,7,fp32,cutile,True,0.0977,10.839303991811668,327.5333060388946,10.398853592630502,0.0500861403246314
1d_conv,Stencil/Conv,7,fp32,tilelang,True,0.09962304,10.630071116079172,321.2108765201303,10.198122803720906,0.04911931928313458
1d_conv,Stencil/Conv,8,fp16,torch,True,1.3441,1.0,14.87984673759393,0.9448463626218288,0.002275414676819575
1d_conv,Stencil/Conv,8,fp16,triton,True,0.1296,10.371141975308642,154.32100308641975,9.799135771604938,0.02359864866599684
1d_conv,Stencil/Conv,8,fp16,cutile,True,0.1527,8.802226588081206,130.97578258022264,8.316751774721677,0.020028715567211468
1d_conv,Stencil/Conv,8,fp16,tilelang,True,0.13949922,9.635179322149614,143.36999160282045,9.103764135742122,0.02192402844340772
1d_conv,Stencil/Conv,9,fp32,torch,True,1.322,1.0,30.25718910741301,0.9606414493192132,0.004626906001684101
1d_conv,Stencil/Conv,9,fp32,triton,True,0.1562,8.463508322663252,256.0819718309859,8.13039690140845,0.03915985745343394
1d_conv,Stencil/Conv,9,fp32,cutile,True,0.1168,11.318493150684931,342.4657876712329,10.87301366438356,0.0523696038889245
1d_conv,Stencil/Conv,9,fp32,tilelang,True,0.12033576,10.985928040010718,332.4033022270354,10.553537834472479,0.050830856382395234
1d_conv,Stencil/Conv,10,fp16,torch,True,1.6097,1.0,14.909611728893584,0.9467403839224701,0.002279966316312442
1d_conv,Stencil/Conv,10,fp16,triton,True,0.1555,10.35176848874598,154.34084887459807,9.800437273311896,0.023601683468605385
1d_conv,Stencil/Conv,10,fp16,cutile,True,0.1782,9.0331088664422,134.68014590347926,8.552008956228956,0.02059518394707148
1d_conv,Stencil/Conv,10,fp16,tilelang,True,0.16588084,9.703953753790973,144.6821827041628,9.18712490242996,0.0221246876936971
1d_conv,Stencil/Conv,11,fp32,torch,True,1.5855,1.0,30.274363923052665,0.9611907890255441,0.004629532361233855
1d_conv,Stencil/Conv,11,fp32,triton,True,0.1861,8.519613111230521,257.9258678130038,8.188973648576034,0.039441824603633935
1d_conv,Stencil/Conv,11,fp32,cutile,True,0.1359,11.666666666666666,353.20091243561444,11.213892538631347,0.05401121088106164
1d_conv,Stencil/Conv,11,fp32,tilelang,True,0.14366554,11.036049424239103,334.10937654221044,10.607749053809286,0.05109174794969118
1d_conv,Stencil/Conv,12,fp16,torch,True,1.8761,1.0,14.924578647193645,0.9476936176110015,0.0022822550459053806
1d_conv,Stencil/Conv,12,fp16,triton,True,0.1803,10.405435385468664,155.29673876871882,9.861164703272324,0.023747857413328258
1d_conv,Stencil/Conv,12,fp16,cutile,True,0.211,8.891469194312798,132.70143127962086,8.426388606635072,0.02029260043423263
1d_conv,Stencil/Conv,12,fp16,tilelang,True,0.19313829999999998,9.7137646960753,144.97384516690892,9.205672805445634,0.022169288492355402
1d_conv,Stencil/Conv,13,fp32,torch,True,1.849,1.0,30.28664359113034,0.9615835565170363,0.004631410158597172
1d_conv,Stencil/Conv,13,fp32,triton,True,0.216,8.560185185185185,259.2592777777778,8.231333314814815,0.03964572862613968
1d_conv,Stencil/Conv,13,fp32,cutile,True,0.1603,11.534622582657517,349.3450031191516,11.091503406113537,0.05342156820490437
1d_conv,Stencil/Conv,13,fp32,tilelang,True,0.16707501,11.066885466593718,335.1788157905841,10.641735086533886,0.05125528577401354
1d_conv,Stencil/Conv,14,fp16,torch,True,2.1433,1.0,14.930248681939066,0.9480557999346801,0.002283122103241745
1d_conv,Stencil/Conv,14,fp16,triton,True,0.2058,10.414480077745383,155.49077745383866,9.87350824101069,0.02377752965927129
1d_conv,Stencil/Conv,14,fp16,cutile,True,0.2367,9.054921841994085,135.19223489649346,8.58457117025771,0.02067349220058315
1d_conv,Stencil/Conv,14,fp16,tilelang,True,0.21955781,9.76189368986692,145.74750039636487,9.25481993102409,0.02228759525283128
1d_conv,Stencil/Conv,15,fp32,torch,True,2.1119,1.0,30.30446706756949,0.9621516151332924,0.004634135710855658
1d_conv,Stencil/Conv,15,fp32,triton,True,0.2461,8.581470946769604,260.0569036976838,8.2566761316538,0.03976770096609534
1d_conv,Stencil/Conv,15,fp32,cutile,True,0.1799,11.73929961089494,355.75321845469705,11.294986081156198,0.05440150754728217
1d_conv,Stencil/Conv,15,fp32,tilelang,True,0.18930429000000001,11.156112732574627,338.08005090640046,10.733871884255766,0.05169894040835558
1d_conv,Stencil/Conv,16,fp16,torch,True,2.4095,1.0,14.940859929445942,0.9487312703880473,0.0022847447670192897
1d_conv,Stencil/Conv,16,fp16,triton,True,0.2306,10.448829141370338,156.11449262792715,9.913130945359931,0.02387290770222454
1d_conv,Stencil/Conv,16,fp16,cutile,True,0.2623,9.186046511627907,137.2474342356081,8.715089576820436,0.020987771697037663
1d_conv,Stencil/Conv,16,fp16,tilelang,True,0.24901917,9.675961894821189,144.56719135317974,9.179887620700043,0.02210710330507076
1d_conv,Stencil/Conv,17,fp32,torch,True,2.3748,1.0,30.31834428162372,0.9625939009600809,0.004636257803716506
1d_conv,Stencil/Conv,17,fp32,triton,True,0.2759,8.607466473359914,260.96413193185936,8.285494729974628,0.03990643360734309
1d_conv,Stencil/Conv,17,fp32,cutile,True,0.199,11.933668341708541,361.8090653266331,11.487276361809045,0.05532756297621084
1d_conv,Stencil/Conv,17,fp32,tilelang,True,0.2128869,11.155219038841752,338.2077713565278,10.737945810662845,0.05171847132099701
1d_conv,Stencil/Conv,18,fp16,torch,True,2.6762,1.0,14.946566773783722,0.9490949839324415,0.002285617453250103
1d_conv,Stencil/Conv,18,fp16,triton,True,0.2555,10.474363992172211,156.55578082191778,9.941166324853228,0.023940389152203232
1d_conv,Stencil/Conv,18,fp16,cutile,True,0.2879,9.295588746092394,138.93713789510247,8.822396651615145,0.021246159876304016
1d_conv,Stencil/Conv,18,fp16,tilelang,True,0.27663234999999997,9.674212000151105,144.59625564399826,9.181746082842446,0.02211154779398695
1d_conv,Stencil/Conv,19,fp32,torch,True,2.6381,1.0,30.324856525529736,0.9628020150866153,0.004637253651027577
1d_conv,Stencil/Conv,19,fp32,triton,True,0.3058,8.626880313930673,261.6089077828646,8.305977750163505,0.04000503223275295
1d_conv,Stencil/Conv,19,fp32,cutile,True,0.2193,12.029639762881898,364.7970998632011,11.582161404468765,0.055784490910970604
1d_conv,Stencil/Conv,19,fp32,tilelang,True,0.23315101000000002,11.314984224172994,343.1252731866784,10.89408961170702,0.05247045190486564
1d_conv,Stencil/Conv,20,fp16,torch,True,2.9417,1.0,14.957338273787268,0.9497800577897135,0.0022872646227157334
1d_conv,Stencil/Conv,20,fp16,triton,True,0.2815,10.450088809946715,156.30551332149204,9.92528595381883,0.02390211843922868
1d_conv,Stencil/Conv,20,fp16,cutile,True,0.3206,9.1756082345602,137.24267623206487,8.714809719276358,0.02098704410680871
1d_conv,Stencil/Conv,20,fp16,tilelang,True,0.30231963,9.730430008795658,145.54133319096746,9.241768376072702,0.022256068322929853
1d_conv,Stencil/Conv,21,fp32,torch,True,2.9011,1.0,30.333323222226053,0.963071936851539,0.004638548371750627
1d_conv,Stencil/Conv,21,fp32,triton,True,0.3357,8.641942210306821,262.13882633303547,8.322812022639262,0.040086066968381726
1d_conv,Stencil/Conv,21,fp32,cutile,True,0.2426,11.958367683429513,362.73703215169,11.516768326463312,0.055469466946767285
1d_conv,Stencil/Conv,21,fp32,tilelang,True,0.25997855,11.158997540374004,338.4894792281902,10.746917374529552,0.051761549871271094
1d_conv,Stencil/Conv,22,fp16,torch,True,3.2092,1.0,14.956999252150068,0.9497594403589679,0.0022872127797886757
1d_conv,Stencil/Conv,22,fp16,triton,True,0.3065,10.47047308319739,156.6068580750408,9.94443065579119,0.02394819984632241
1d_conv,Stencil/Conv,22,fp16,cutile,True,0.3466,9.259088286208886,138.48817657241776,8.793906508944028,0.021177505057408594
1d_conv,Stencil/Conv,22,fp16,tilelang,True,0.33246731,9.652678333999212,144.3751026228714,9.167722372464226,0.02207772924471226
1d_conv,Stencil/Conv,23,fp32,torch,True,3.1652,1.0,30.329838240869456,0.9629622128143561,0.004638015451091759
1d_conv,Stencil/Conv,23,fp32,triton,True,0.3657,8.655181843040744,262.5102652447361,8.334613059885152,0.04014286712003182
1d_conv,Stencil/Conv,23,fp32,cutile,True,0.262,12.08091603053435,366.4122290076335,11.633465633587786,0.056031475212960445
1d_conv,Stencil/Conv,23,fp32,tilelang,True,0.28146303,11.245526632751734,341.0750037047494,10.829017210537383,0.05215692627836642
1d_conv,Stencil/Conv,24,fp16,torch,True,3.4762,1.0,14.958863701743283,0.9498786019216385,0.002287497889981234
1d_conv,Stencil/Conv,24,fp16,triton,True,0.3314,10.489438744719374,156.91008449004227,9.963693409776704,0.02399456899563297
1d_conv,Stencil/Conv,24,fp16,cutile,True,0.3721,9.342112335393711,139.74738511152918,8.873872604138672,0.021370062255180775
1d_conv,Stencil/Conv,24,fp16,tilelang,True,0.35857546999999995,9.694472407719358,145.0182914073849,9.208571897012366,0.022176085177139326
1d_conv,Stencil/Conv,25,fp32,torch,True,3.4283,1.0,30.335736079106262,0.9631502482279848,0.0046389173439621775
1d_conv,Stencil/Conv,25,fp32,triton,True,0.3956,8.666076845298281,262.89182002022244,8.34673406471183,0.04020121418176323
1d_conv,Stencil/Conv,25,fp32,cutile,True,0.2811,12.1960156527926,369.9751120597652,11.74659550337958,0.05657630853897379
1d_conv,Stencil/Conv,25,fp32,tilelang,True,0.30382448,11.283817551502104,342.3029112071549,10.868011675688543,0.052344696945767946
1d_conv,Stencil/Conv,26,fp16,torch,True,3.7426,1.0,14.962860578207662,0.9501330615080424,0.0022881090892448333
1d_conv,Stencil/Conv,26,fp16,triton,True,0.3562,10.507018528916339,157.21505334081974,9.98306568220101,0.02404120459687735
1d_conv,Stencil/Conv,26,fp16,cutile,True,0.4046,9.2501235788433,138.40830944142363,8.788848235294116,0.021165291837389306
1d_conv,Stencil/Conv,26,fp16,tilelang,True,0.38454779,9.732470442750431,145.6255983164017,9.247141937807003,0.02226895408086395
1d_conv,Stencil/Conv,27,fp32,torch,True,3.6909,1.0,30.344903411092144,0.9634419778373838,0.004640319205292862
1d_conv,Stencil/Conv,27,fp32,triton,True,0.4255,8.674265569917743,263.2197508813161,8.357151576968272,0.04025136111589994
1d_conv,Stencil/Conv,27,fp32,cutile,True,0.3054,12.085461689587426,366.7321676489849,11.643641113294041,0.056080399983023665
1d_conv,Stencil/Conv,27,fp32,tilelang,True,0.32538412,11.343208758927757,344.20857416151716,10.928523481723694,0.05263610945369868
1d_conv,Stencil/Conv,28,fp16,torch,True,4.0098,1.0,14.96334031622525,0.950164096962442,0.002288182450412155
1d_conv,Stencil/Conv,28,fp16,triton,True,0.3812,10.518887722980065,157.39769674711437,9.99466945435467,0.024069134285578858
1d_conv,Stencil/Conv,28,fp16,cutile,True,0.4308,9.307799442896936,139.27577065923862,8.843936852367687,0.0212979433371928
1d_conv,Stencil/Conv,28,fp16,tilelang,True,0.41397626,9.686062674221947,144.9358521186698,9.203348993973712,0.02216347862474689
1d_conv,Stencil/Conv,29,fp32,torch,True,3.9539,1.0,30.349782240319687,0.9635974597233111,0.004641065272092192
1d_conv,Stencil/Conv,29,fp32,triton,True,0.4555,8.680351262349067,263.44677058177825,8.364364425905597,0.04028607679324987
1d_conv,Stencil/Conv,29,fp32,cutile,True,0.3249,12.169590643274853,369.3444259772237,11.726586629732225,0.056479864510081
1d_conv,Stencil/Conv,29,fp32,tilelang,True,0.34811901,11.357897404109014,344.70971292260083,10.944441086397438,0.052712743206196414
1d_conv,Stencil/Conv,30,fp16,torch,True,4.2762,1.0,14.966559562228147,0.9503690182872644,0.002288674735025866
1d_conv,Stencil/Conv,30,fp16,triton,True,0.4069,10.509216023593021,157.2868075694274,9.98763331531089,0.02405217719812634
1d_conv,Stencil/Conv,30,fp16,cutile,True,0.4565,9.36736035049288,140.197156626506,8.902449060240963,0.02143884096805609
1d_conv,Stencil/Conv,30,fp16,tilelang,True,0.4386812,9.747853338597597,145.89182759598543,9.26405780781123,0.022309665656785854
1d_conv,Stencil/Conv,31,fp32,torch,True,4.2179,1.0,30.34685601839778,0.9635050608122525,0.004640617796494752
1d_conv,Stencil/Conv,31,fp32,triton,True,0.4855,8.687744593202885,263.64573429454174,8.370685882595263,0.04031650217061836
1d_conv,Stencil/Conv,31,fp32,cutile,True,0.344,12.261337209302328,372.093034883721,11.813860453488372,0.05690017966231167
1d_conv,Stencil/Conv,31,fp32,tilelang,True,0.37047069,11.385246158069888,345.50642589296336,10.969742291893592,0.05283457593861262
1d_conv,Stencil/Conv,32,fp16,torch,True,4.5438,1.0,14.96544786302214,0.9502988679079186,0.0022885047348414444
1d_conv,Stencil/Conv,32,fp16,triton,True,0.4319,10.520490854364436,157.44385737439225,9.997610548738134,0.024076193133069124
1d_conv,Stencil/Conv,32,fp16,cutile,True,0.49,9.273061224489796,138.7755142857143,8.812179583673469,0.021221444518719497
1d_conv,Stencil/Conv,32,fp16,tilelang,True,0.46753004,9.718733795158917,145.44520390604208,9.235701723037947,0.02224136830688474
1d_conv,Stencil/Conv,33,fp32,torch,True,4.4803,1.0,30.355111041671318,0.9637676039550924,0.00464188014828139
1d_conv,Stencil/Conv,33,fp32,triton,True,0.5153,8.694546865903357,263.9239355715118,8.379522600426936,0.04035904449513896
1d_conv,Stencil/Conv,33,fp32,cutile,True,0.368,12.174728260869564,369.56522826086956,11.73360868478261,0.05651362942485084
1d_conv,Stencil/Conv,33,fp32,tilelang,True,0.39467099,11.351987132370686,344.59082994673616,10.940677438693935,0.05269456371329726
1d_conv,Stencil/Conv,34,fp16,torch,True,4.8112,1.0,14.965081892251412,0.9502760217825074,0.00228844877087369
1d_conv,Stencil/Conv,34,fp16,triton,True,0.457,10.527789934354486,157.549238512035,10.004306336980306,0.024092307935289936
1d_conv,Stencil/Conv,34,fp16,cutile,True,0.5166,9.313201703445607,139.37282617111887,8.850112264808363,0.021312784991148862
1d_conv,Stencil/Conv,34,fp16,tilelang,True,0.49483372,9.722862055560807,145.50342688853138,9.239402674498415,0.022250271720422567
1d_conv,Stencil/Conv,35,fp32,torch,True,4.7435,1.0,30.35733192790134,0.9638385150205543,0.004642219764489301
1d_conv,Stencil/Conv,35,fp32,triton,True,0.5453,8.698881349715753,264.07482853475153,8.384316882450028,0.04038211893059784
1d_conv,Stencil/Conv,35,fp32,cutile,True,0.3876,12.238132094943241,371.5170381836945,11.79558306501548,0.05681209869157638
1d_conv,Stencil/Conv,35,fp32,tilelang,True,0.41640949,11.391431064647445,345.81345396330903,10.979500001308807,0.05288152643412378
1d_conv,Stencil/Conv,36,fp16,torch,True,5.0773,1.0,14.968586059519824,0.9504988864160085,0.0022889846254273826
1d_conv,Stencil/Conv,36,fp16,triton,True,0.4818,10.538190120381902,157.74180572851807,10.01653797426318,0.02412175516538491
1d_conv,Stencil/Conv,36,fp16,cutile,True,0.543,9.350460405156538,139.9631712707182,8.887602202578268,0.021403060108070804
1d_conv,Stencil/Conv,36,fp16,tilelang,True,0.52138789,9.738047425689155,145.7648009431136,9.25600323398382,0.022290240839085176
1d_conv,Stencil/Conv,37,fp32,torch,True,5.0077,1.0,30.353256784551792,0.9637094865906505,0.004641596596714041
1d_conv,Stencil/Conv,37,fp32,triton,True,0.5753,8.704501998957065,264.2099843559882,8.388611152442204,0.04040278685444967
1d_conv,Stencil/Conv,37,fp32,cutile,True,0.4069,12.306955025804866,373.5561661341853,11.860329309412633,0.05712392056368862
1d_conv,Stencil/Conv,37,fp32,tilelang,True,0.43876964,11.413050365107303,346.4232484271245,10.998864907790793,0.05297477573280798
1d_conv,Stencil/Conv,38,fp16,torch,True,5.3444,1.0,14.968939824863408,0.9505216667914078,0.0022890387229506388
1d_conv,Stencil/Conv,38,fp16,triton,True,0.5067,10.54746398263272,157.88435366094336,10.025593045194395,0.024143553485173462
1d_conv,Stencil/Conv,38,fp16,cutile,True,0.5693,9.387669067275601,140.52345336378008,8.923182849112946,0.021488738013239757
1d_conv,Stencil/Conv,38,fp16,tilelang,True,0.55000507,9.717001336005866,145.45320827678918,9.236220306114634,0.02224259232908052
1d_conv,Stencil/Conv,39,fp32,torch,True,5.2713,1.0,30.35304460000379,0.9637030705897975,0.004641564149616752
1d_conv,Stencil/Conv,39,fp32,triton,True,0.6051,8.71145265245414,264.41911089076183,8.39525367046769,0.04043476632271491
1d_conv,Stencil/Conv,39,fp32,cutile,True,0.4267,12.353644246543238,374.9707147879072,11.905244893367705,0.05734023225187435
1d_conv,Stencil/Conv,39,fp32,tilelang,True,0.46203843,11.40879125574035,346.29154981762014,10.994687164875009,0.0529546364831055
2d_conv,Stencil/Conv,0,fp16,torch,True,0.012,1.0,35.498666666666665,6.291456,0.005428428703958569
2d_conv,Stencil/Conv,0,fp16,triton,True,0.0243,0.4938271604938272,17.530205761316875,3.1068918518518522,0.002680705532819047
2d_conv,Stencil/Conv,0,fp16,cutile,True,0.0517,0.23210831721470018,8.23953578336557,1.4602992649903286,0.0012599834515957993
2d_conv,Stencil/Conv,0,fp16,tilelang,True,0.05707162,0.21026212327598198,7.464025026799659,1.3228548970574165,0.0011413929453466158
2d_conv,Stencil/Conv,1,fp32,torch,True,0.0145,1.0,58.75641379310345,5.2067222068965515,0.008984985441034873
2d_conv,Stencil/Conv,1,fp32,triton,True,0.0268,0.541044776119403,31.789850746268655,2.8170698507462686,0.004861279436380808
2d_conv,Stencil/Conv,1,fp32,cutile,True,0.0684,0.21198830409356725,12.45567251461988,1.1037642105263157,0.001904711825950375
2d_conv,Stencil/Conv,1,fp32,tilelang,True,0.06397494000000001,0.22665124812934562,13.317214521811195,1.1801100868558843,0.0020364581646345526
2d_conv,Stencil/Conv,2,fp16,torch,True,0.0132,1.0,62.060606060606055,22.878021818181818,0.010168009696969696
2d_conv,Stencil/Conv,2,fp16,triton,True,0.0257,0.5136186770428015,31.875486381322958,11.750579299610894,0.0052224796887159535
2d_conv,Stencil/Conv,2,fp16,cutile,True,0.0527,0.2504743833017078,15.544592030360533,5.730358406072107,0.00254682595825427
2d_conv,Stencil/Conv,2,fp16,tilelang,True,0.05904115,0.22357288094828776,13.875068490366465,5.114905248288693,0.0022732912214616413
2d_conv,Stencil/Conv,3,fp32,torch,True,0.0153,1.0,107.08496732026144,19.73790117647059,0.01794354652406417
2d_conv,Stencil/Conv,3,fp32,triton,True,0.0271,0.5645756457564576,60.45756457564576,11.143538302583027,0.01013048936598457
2d_conv,Stencil/Conv,3,fp32,cutile,True,0.0704,0.21732954545454544,23.272727272727273,4.289629090909091,0.0038996628099173553
2d_conv,Stencil/Conv,3,fp32,tilelang,True,0.0645848,0.23689784593278915,25.368198089953058,4.675866271940148,0.004250787519945589
2d_conv,Stencil/Conv,4,fp16,torch,True,0.014,1.0,105.3257142857143,48.53408914285714,0.021570706285714284
2d_conv,Stencil/Conv,4,fp16,triton,True,0.0264,0.5303030303030303,55.85454545454545,25.737774545454542,0.011439010909090908
2d_conv,Stencil/Conv,4,fp16,cutile,True,0.054,0.25925925925925924,27.30666666666667,12.582912,0.005592405333333333
2d_conv,Stencil/Conv,4,fp16,tilelang,True,0.06013134,0.2328236822927944,24.522320640118778,11.299885350966735,0.005022171267096327
2d_conv,Stencil/Conv,5,fp32,torch,True,0.016,1.0,184.32,42.467328,0.03860666181818182
2d_conv,Stencil/Conv,5,fp32,triton,True,0.0275,0.5818181818181818,107.24072727272727,24.708263563636365,0.022462057785123966
2d_conv,Stencil/Conv,5,fp32,cutile,True,0.0749,0.2136181575433912,39.37409879839787,9.07179236315087,0.00824708396650079
2d_conv,Stencil/Conv,5,fp32,tilelang,True,0.06657577,0.24032767476816264,44.29719701326774,10.206074191856887,0.009278249265324442
2d_conv,Stencil/Conv,6,fp16,torch,True,0.0153,1.0,156.3440522875817,78.95160470588236,0.03508960209150327
2d_conv,Stencil/Conv,6,fp16,triton,True,0.034,0.44999999999999996,70.35482352941176,35.52822211764706,0.015790320941176474
2d_conv,Stencil/Conv,6,fp16,cutile,True,0.0614,0.24918566775244297,38.95869706840391,19.673608338762214,0.008743825928338762
2d_conv,Stencil/Conv,6,fp16,tilelang,True,0.07168277,0.21344041252870108,33.37013901667025,16.851463078226466,0.00748953914587843
2d_conv,Stencil/Conv,7,fp32,torch,True,0.0169,1.0,283.08449704142015,71.47689656804734,0.06497899688004304
2d_conv,Stencil/Conv,7,fp32,triton,True,0.043,0.3930232558139535,111.25879069767444,28.092082604651168,0.025538256913319242
2d_conv,Stencil/Conv,7,fp32,cutile,True,0.086,0.19651162790697674,55.62939534883722,14.046041302325584,0.012769128456659621
2d_conv,Stencil/Conv,7,fp32,tilelang,True,0.08007858,0.21104270330467897,59.7429175192667,15.08467747554964,0.013713343159590583
2d_conv,Stencil/Conv,8,fp16,torch,True,0.0162,1.0,220.47604938271604,116.50844444444444,0.051781530864197525
2d_conv,Stencil/Conv,8,fp16,triton,True,0.0439,0.36902050113895213,81.36018223234623,42.99400455580866,0.01910844646924829
2d_conv,Stencil/Conv,8,fp16,cutile,True,0.0842,0.19239904988123516,42.41938242280285,22.416114014251782,0.009962717339667458
2d_conv,Stencil/Conv,8,fp16,tilelang,True,0.08075239999999999,0.20061323254788713,44.23041296605427,23.37313565912592,0.010388060292944853
2d_conv,Stencil/Conv,9,fp32,torch,True,0.0186,1.0,384.0550537634409,101.47509677419356,0.09225008797653961
2d_conv,Stencil/Conv,9,fp32,triton,True,0.0655,0.28396946564885495,109.05990839694655,28.815829007633585,0.026196208188757807
2d_conv,Stencil/Conv,9,fp32,cutile,True,0.1035,0.17971014492753623,69.01858937198068,18.236104347826085,0.016578276679841897
2d_conv,Stencil/Conv,9,fp32,tilelang,True,0.10084264999999999,0.18444576773815444,70.83732924511604,18.716652130819654,0.01701513830074514
2d_conv,Stencil/Conv,10,fp16,torch,True,0.018,1.0,278.5280000000001,150.99494400000003,0.06710886400000002
2d_conv,Stencil/Conv,10,fp16,triton,True,0.0609,0.29556650246305416,82.32354679802955,44.62904748768473,0.019835132216748767
2d_conv,Stencil/Conv,10,fp16,cutile,True,0.089,0.20224719101123595,56.331505617977534,30.53830328089888,0.013572579235955057
2d_conv,Stencil/Conv,10,fp16,tilelang,True,0.08805355000000001,0.2044210596847032,56.936988911861015,30.86654645951242,0.013718465093116632
2d_conv,Stencil/Conv,11,fp32,torch,True,0.0208,1.0,482.06769230769237,130.66870153846156,0.1187897286713287
2d_conv,Stencil/Conv,11,fp32,triton,True,0.0719,0.2892906815020862,139.45769123783032,37.80123771905424,0.03436476156277658
2d_conv,Stencil/Conv,11,fp32,cutile,True,0.1871,0.11117049706039552,53.591704970603956,14.526504500267237,0.013205913182061125
2d_conv,Stencil/Conv,11,fp32,tilelang,True,0.10724741,0.19394407753063686,93.49417389193827,25.342420782003035,0.023038564347275487
2d_conv,Stencil/Conv,12,fp16,torch,True,0.0209,1.0,321.4086124401914,177.00364248803828,0.07866828555023923
2d_conv,Stencil/Conv,12,fp16,triton,True,0.0845,0.24733727810650885,79.49633136094673,43.77959914792899,0.019457599621301773
2d_conv,Stencil/Conv,12,fp16,cutile,True,0.1196,0.17474916387959866,56.16588628762542,30.931238528428093,0.01374721712374582
2d_conv,Stencil/Conv,12,fp16,tilelang,True,0.13734558,0.15217089621668203,48.90903660678414,26.934802911021965,0.011971023516009762
2d_conv,Stencil/Conv,13,fp32,torch,True,0.0252,1.0,533.1301587301588,146.80064,0.13345512727272726
2d_conv,Stencil/Conv,13,fp32,triton,True,0.1052,0.23954372623574144,127.70798479087453,35.16517231939164,0.031968338472174215
2d_conv,Stencil/Conv,13,fp32,cutile,True,0.139,0.18129496402877696,96.65381294964027,26.614216748201432,0.02419474249836494
