op,model,backend,token_cost,best_speedup_old,torch_factor,best_speedup,token_efficiency
batched_matmul,claude-opus-4-7,cutile,769677.0,0.0,0.07667805429096165,0.0,0.0
batched_matmul,gpt-5.5,triton,618975.0,9.998448396989966,0.07667805429096165,0.7666615690097751,1.2385986009285916
batched_matmul,gpt-5.5,cutile,618975.0,0.0,0.07667805429096165,0.0,0.0
bitonic_sort,claude-opus-4-7,triton,794522.0,132.50233365181592,1.0,132.50233365181592,166.76987377544728
bitonic_sort,claude-opus-4-7,cutile,794522.0,54.722870067306495,1.0,54.722870067306495,68.87521058863882
bitonic_sort,gpt-5.5,triton,647355.0,824.578637008079,1.0,824.578637008079,1273.7657653189965
bitonic_sort,gpt-5.5,cutile,647355.0,512.5875711153009,1.0,512.5875711153009,791.8183548675779
block_sparse_attention,claude-opus-4-7,triton,728093.0,546.8027707024004,0.00369874612759787,2.0224846306952893,2.7777833747821905
block_sparse_attention,claude-opus-4-7,cutile,728093.0,0.0,0.00369874612759787,0.0,0.0
block_sparse_attention,gpt-5.5,triton,652271.0,509.4935552624892,0.00369874612759787,1.8844873145632033,2.889117122427953
block_sparse_attention,gpt-5.5,cutile,652271.0,167.11658359043156,0.00369874612759787,0.6181218164124944,0.9476457123074525
cross_entropy,claude-opus-4-7,triton,626784.0,3.2409508854858036,1.0,3.2409508854858036,5.170761993742348
cross_entropy,claude-opus-4-7,cutile,626784.0,1.8243486832197797,1.0,1.8243486832197797,2.91064973454935
cross_entropy,gpt-5.5,triton,554484.0,3.4362506874881666,1.0,3.4362506874881666,6.197204405335712
cross_entropy,gpt-5.5,cutile,554484.0,1.9249869961973347,1.0,1.9249869961973347,3.4716727555661384
dequantize_rowwise,claude-opus-4-7,triton,55615.0,13.718277749351019,1.0,13.718277749351019,246.66506786570204
dequantize_rowwise,claude-opus-4-7,cutile,317237.0,12.497214090554255,1.0,12.497214090554255,39.39393604955997
dequantize_rowwise,gpt-5.5,triton,380803.0,14.07738596207463,1.0,14.07738596207463,36.96763408396107
dequantize_rowwise,gpt-5.5,cutile,531793.0,12.951756011588241,1.0,12.951756011588241,24.354882466651954
destindex,claude-opus-4-7,triton,136903.0,4.247477848550733,1.0,4.247477848550733,31.025454873528943
destindex,claude-opus-4-7,cutile,456100.0,3.322585774988671,1.0,3.322585774988671,7.284774775243743
destindex,gpt-5.5,triton,276471.0,4.4793085354880136,1.0,4.4793085354880136,16.20173014706068
destindex,gpt-5.5,cutile,384840.0,4.574479312966961,1.0,4.574479312966961,11.886704378357138
dropout,claude-opus-4-7,triton,54748.0,4.695459771265158,0.38310518638700714,1.7988549908432323,32.856999175188726
dropout,claude-opus-4-7,cutile,282955.0,4.814054622949476,0.38310518638700714,1.844289293602292,6.517959723639066
dropout,gpt-5.5,triton,46349.0,4.8902586521283515,0.38310518638700714,1.8734834524043065,40.421227047062644
dropout,gpt-5.5,cutile,107506.0,4.103260206423573,0.38310518638700714,1.5719802661762923,14.622256117577551
flash_attention,claude-opus-4-7,triton,742646.0,0.7077934494679503,1.0,0.7077934494679503,0.9530697660365104
flash_attention,claude-opus-4-7,cutile,742646.0,0.5055377984028526,1.0,0.5055377984028526,0.6807251347248253
flash_attention,gpt-5.5,triton,629628.0,0.5877741108166071,1.0,0.5877741108166071,0.933526003952504
flash_attention,gpt-5.5,cutile,629628.0,0.568079345390964,1.0,0.568079345390964,0.9022460014341231
flash_decode,claude-opus-4-7,triton,816444.0,9.576870440023564,1.1418092909535453,10.934959646677273,13.393398257170453
flash_decode,claude-opus-4-7,cutile,816444.0,13.291224929721283,1.1418092909535453,15.176044112909143,18.58797922810278
flash_decode,gpt-5.5,triton,658179.0,3.0930481504300804,1.1418092909535453,3.531671115527745,5.365821631391681
flash_decode,gpt-5.5,cutile,658179.0,6.112295910407467,1.1418092909535453,6.979076259560605,10.603614304863274
fused_activation,claude-opus-4-7,triton,54996.0,1.9559466745281013,1.0,1.9559466745281013,35.56525337348355
fused_activation,claude-opus-4-7,cutile,82267.0,1.833780236879556,1.0,1.833780236879556,22.290593274089925
fused_activation,gpt-5.5,triton,43476.0,1.9824481196590964,1.0,1.9824481196590964,45.59867788340915
fused_activation,gpt-5.5,cutile,67736.0,1.98785068574836,1.0,1.98785068574836,29.347033863061885
gaussian_blur,claude-opus-4-7,triton,759226.0,9.440378098032635,1.0,9.440378098032635,12.43421339368335
gaussian_blur,claude-opus-4-7,cutile,759226.0,9.014021845019375,1.0,9.014021845019375,11.87264641229275
gaussian_blur,gpt-5.5,triton,716802.0,23.135423205293264,1.0,23.135423205293264,32.27589097867091
gaussian_blur,gpt-5.5,cutile,716802.0,10.86807692429251,1.0,10.86807692429251,15.161895369003586
histogramming,claude-opus-4-7,triton,722873.0,6.575901668336351,0.7832402234636872,5.150510692182997,7.1250561193778115
histogramming,claude-opus-4-7,cutile,722873.0,4.578252649192524,0.7832402234636872,3.58587162802677,4.960583156414433
histogramming,gpt-5.5,triton,620100.0,7.020040473127728,0.7832402234636872,5.49837806889669,8.866921575385728
histogramming,gpt-5.5,cutile,620100.0,7.387639542249959,0.7832402234636872,5.786296445941029,9.331231165845878
interleave,claude-opus-4-7,triton,115173.0,3.6707280594680056,1.0,3.6707280594680056,31.87142871565389
interleave,claude-opus-4-7,cutile,115173.0,3.257178495902723,1.0,3.257178495902723,28.280747188166696
interleave,gpt-5.5,triton,43794.0,3.8454705272839464,1.0,3.8454705272839464,87.80815927487662
interleave,gpt-5.5,cutile,64719.0,3.225784871607896,1.0,3.225784871607896,49.842934402693125
jacobi_stencil_2d,claude-opus-4-7,triton,728826.0,8.264379444044204,0.731635065791538,6.046509798269516,8.296232294497612
jacobi_stencil_2d,claude-opus-4-7,cutile,728826.0,8.52986448125531,0.731635065791538,6.240747960936131,8.562740573108165
jacobi_stencil_2d,gpt-5.5,triton,720528.0,11.577914732220563,0.731635065791538,8.470808406837008,11.75639032325879
jacobi_stencil_2d,gpt-5.5,cutile,720528.0,9.535233732523073,0.731635065791538,6.976311359232211,9.682221036839945
kl_divergence,claude-opus-4-7,triton,56232.0,3.673630609389827,1.0,3.673630609389827,65.32989417751152
kl_divergence,claude-opus-4-7,cutile,235335.0,3.6701160158723107,1.0,3.6701160158723107,15.595283386968836
kl_divergence,gpt-5.5,triton,69948.0,4.228541086799233,1.0,4.228541086799233,60.45263748497788
kl_divergence,gpt-5.5,cutile,92732.0,3.9108508947314773,1.0,3.9108508947314773,42.173692950992944
l2_norm,claude-opus-4-7,triton,381708.0,9.562077566188094,0.8057952079151932,7.70507628054774,20.185786728461913
l2_norm,claude-opus-4-7,cutile,515434.0,6.291202462457882,0.8057952079151932,5.069420796272825,9.835247182515754
l2_norm,gpt-5.5,triton,601852.0,8.451752806567013,0.8057952079151932,6.810381910015484,11.315708695851278
l2_norm,gpt-5.5,cutile,545578.0,10.491667839595681,0.8057952079151932,8.454135668184149,15.495741522173088
layernorm,claude-opus-4-7,triton,61279.0,2.3954991593323283,1.0,2.3954991593323283,39.09168164187288
layernorm,claude-opus-4-7,cutile,358624.0,1.5692431466208239,1.0,1.5692431466208239,4.3757337674579055
layernorm,gpt-5.5,triton,58070.0,2.2429321593380362,1.0,2.2429321593380362,38.624628195936566
layernorm,gpt-5.5,cutile,395514.0,1.5454786233861633,1.0,1.5454786233861633,3.907519388406386
leaky_relu,claude-opus-4-7,triton,54423.0,3.4460991907714282,0.30870340986240113,1.0638225709152012,19.54729748296127
leaky_relu,claude-opus-4-7,cutile,81436.0,2.658958565971202,0.30870340986240113,0.8208295759981503,10.079443685816473
leaky_relu,gpt-5.5,triton,95492.0,3.296284433984139,0.30870340986240113,1.0175742446472587,10.65612035193795
leaky_relu,gpt-5.5,cutile,95492.0,3.1615888253528714,0.30870340986240113,0.9759932509692948,10.220680800164358
linear_self_attention,claude-opus-4-7,triton,927478.0,0.9008285564452359,1.0,0.9008285564452359,0.9712667647590949
linear_self_attention,claude-opus-4-7,cutile,927478.0,0.04017860966285596,1.0,0.04017860966285596,0.04332028324429901
linear_self_attention,gpt-5.5,triton,693823.0,0.9711212745699899,1.0,0.9711212745699899,1.3996671695374612
linear_self_attention,gpt-5.5,cutile,693823.0,0.04254512693133675,1.0,0.04254512693133675,0.061319856694483685
matmul_fp32_fp16_fp8,claude-opus-4-7,triton,718342.0,0.6012839067432406,0.13778535801158728,0.08284811835722326,0.11533241597626653
matmul_fp32_fp16_fp8,claude-opus-4-7,cutile,718342.0,2.590755132737647,0.13778535801158728,0.356968123484614,0.49693338755719973
matmul_fp32_fp16_fp8,gpt-5.5,triton,608931.0,0.6015484775059979,0.13778535801158728,0.08288457233448919,0.13611488384478568
matmul_fp32_fp16_fp8,gpt-5.5,cutile,608931.0,1.9543866133089534,0.13778535801158728,0.2692858592078277,0.442227213276755
matmul_int8,claude-opus-4-7,triton,774737.0,8.782718071889484,1.0,8.782718071889484,11.33638650521336
matmul_int8,claude-opus-4-7,cutile,774737.0,4.414685506233348,1.0,4.414685506233348,5.698302141543967
matmul_int8,gpt-5.5,triton,662380.0,9.643059506373259,1.0,9.643059506373259,14.558198475759019
matmul_int8,gpt-5.5,cutile,662380.0,4.372578558453554,1.0,4.372578558453554,6.601314288555745
matrix_copy,claude-opus-4-7,triton,54341.0,1.0263949620156254,1.0,1.0263949620156254,18.88803963886615
matrix_copy,claude-opus-4-7,cutile,81568.0,1.0242372803966493,1.0,1.0242372803966493,12.556851711414394
matrix_copy,gpt-5.5,triton,79661.0,1.0318118836751395,1.0,1.0318118836751395,12.95253491263152
matrix_copy,gpt-5.5,cutile,79661.0,1.0411420276617955,1.0,1.0411420276617955,13.06965802163914
matrix_transpose,claude-opus-4-7,triton,56509.0,6.450882773661644,1.0,6.450882773661644,114.15673208978471
matrix_transpose,claude-opus-4-7,cutile,84156.0,6.561186523949632,1.0,6.561186523949632,77.96457203229279
matrix_transpose,gpt-5.5,triton,158784.0,6.438261202362374,1.0,6.438261202362374,40.54729193345912
matrix_transpose,gpt-5.5,cutile,193508.0,6.315246354429102,1.0,6.315246354429102,32.63558278949243
mean_reduction,claude-opus-4-7,triton,624969.0,7.887410509763603,0.31423821038129335,2.4785257631307194,3.965837926570309
mean_reduction,claude-opus-4-7,cutile,624969.0,8.065019955699896,0.31423821038129335,2.534337437568553,4.055141035105025
mean_reduction,gpt-5.5,triton,635651.0,7.952037887704544,0.31423821038129335,2.498834154716516,3.9311417030988958
mean_reduction,gpt-5.5,cutile,635651.0,7.765817351824744,0.31423821038129335,2.440316546785402,3.8390823687611633
moe_topk_gating,claude-opus-4-7,triton,717234.0,11.256351080738874,2.427646180994968,27.326437713094307,38.09975226089994
moe_topk_gating,claude-opus-4-7,cutile,717234.0,9.157403377437326,2.427646180994968,22.230935337066146,30.995372970419897
moe_topk_gating,gpt-5.5,triton,615720.0,14.600130162110991,2.427646180994968,35.443950230078194,57.56504617371239
moe_topk_gating,gpt-5.5,cutile,615720.0,13.418198460130295,2.427646180994968,32.574638247567876,52.90495395239374
mul2,claude-opus-4-7,triton,54209.0,1.0271144019188652,1.0,1.0271144019188652,18.947303988615637
mul2,claude-opus-4-7,cutile,304185.0,0.9352017078435506,1.0,0.9352017078435506,3.074450442472675
mul2,gpt-5.5,triton,91690.0,1.0242305622155894,1.0,1.0242305622155894,11.170580894487834
mul2,gpt-5.5,cutile,153924.0,1.0164339333279522,1.0,1.0164339333279522,6.603479206153375
quantize_global,claude-opus-4-7,triton,54239.0,0.9818790565865252,1.0,0.9818790565865252,18.10282373543991
quantize_global,claude-opus-4-7,cutile,296618.0,0.8822083405633641,1.0,0.8822083405633641,2.9742238858173278
quantize_global,gpt-5.5,triton,45010.0,0.9769370309115157,1.0,0.9769370309115157,21.704888489480464
quantize_global,gpt-5.5,cutile,63492.0,0.8937797469776967,1.0,0.8937797469776967,14.077045091943813
radix_sort,claude-opus-4-7,triton,810830.0,0.466604327218741,1.0,0.466604327218741,0.5754650508969094
radix_sort,claude-opus-4-7,cutile,810830.0,0.20849108021332557,1.0,0.20849108021332557,0.2571329134508165
radix_sort,gpt-5.5,triton,644195.0,0.49654213725691665,1.0,0.49654213725691665,0.7707947706159108
radix_sort,gpt-5.5,cutile,644195.0,0.3320623151181927,1.0,0.3320623151181927,0.5154686315761419
relu,claude-opus-4-7,triton,54158.0,1.17894964828799,1.0,1.17894964828799,21.76870726924905
relu,claude-opus-4-7,cutile,302656.0,1.1849053790832513,1.0,1.1849053790832513,3.9150235881107642
relu,gpt-5.5,triton,39781.0,1.1817784794156279,1.0,1.1817784794156279,29.707108403902062
relu,gpt-5.5,cutile,181722.0,1.186294648507092,1.0,1.186294648507092,6.528073917891571
reverse_array,claude-opus-4-7,triton,616597.0,2.8388471147326695,1.0,2.8388471147326695,4.604055995622213
reverse_array,claude-opus-4-7,cutile,616597.0,2.6508029579365036,1.0,2.6508029579365036,4.299085071669995
reverse_array,gpt-5.5,triton,383148.0,3.0926463858657804,1.0,3.0926463858657804,8.071675660229939
reverse_array,gpt-5.5,cutile,383148.0,3.107347375842185,1.0,3.107347375842185,8.110044619421698
rmsnorm,claude-opus-4-7,triton,56149.0,12.284159554506388,0.13068500378606476,1.605355437889291,28.59098893816971
rmsnorm,claude-opus-4-7,cutile,355252.0,10.718160982668117,0.13068500378606476,1.4007029085996345,3.942843132761067
rmsnorm,gpt-5.5,triton,50538.0,11.939751516222104,0.13068500378606476,1.5603464721021583,30.87471748193752
rmsnorm,gpt-5.5,cutile,194936.0,9.537269597492482,0.13068500378606476,1.2463781134570253,6.393781104860187
rope,claude-opus-4-7,triton,442418.0,10.81598679695291,1.0,10.81598679695291,24.447438388476307
rope,claude-opus-4-7,cutile,579865.0,6.141942201095272,1.0,6.141942201095272,10.59202090330555
rope,gpt-5.5,triton,379807.0,10.837436636343051,1.0,10.837436636343051,28.534062395751135
rope,gpt-5.5,cutile,122370.0,6.931238152165149,1.0,6.931238152165149,56.64164543732246
sigmoid,claude-opus-4-7,triton,54345.0,7.24462638414755,0.33260448157086897,2.409595202674035,44.33885734978443
sigmoid,claude-opus-4-7,cutile,309659.0,4.072367027182945,0.33260448157086897,1.354487523842484,4.374126131785235
sigmoid,gpt-5.5,triton,43784.0,7.464398662690883,0.33260448157086897,2.482692447442589,56.7031894628766
sigmoid,gpt-5.5,cutile,203612.0,6.3972005810114885,0.33260448157086897,2.127737582752188,10.449961607136064
softmax,claude-opus-4-7,triton,644401.0,1.7333515516917453,1.0,1.7333515516917453,2.689864776267798
softmax,claude-opus-4-7,cutile,644401.0,0.4325281533968365,1.0,0.4325281533968365,0.6712096247473801
softmax,gpt-5.5,triton,609107.0,2.642723151477255,1.0,2.642723151477255,4.338684584937056
softmax,gpt-5.5,cutile,651131.0,2.4480994250113355,1.0,2.4480994250113355,3.759764816928292
streamk_matmul,claude-opus-4-7,triton,886050.0,0.757228412248733,0.43997067840660403,0.3331582982458307,0.37600394813591864
streamk_matmul,claude-opus-4-7,cutile,886050.0,0.0,0.43997067840660403,0.0,0.0
streamk_matmul,gpt-5.5,triton,616601.0,0.6917753866310987,0.43997067840660403,0.3043608861610753,0.49361075664988435
streamk_matmul,gpt-5.5,cutile,616601.0,0.0,0.43997067840660403,0.0,0.0
swiglu,claude-opus-4-7,triton,54707.0,1.9841799260751622,1.0,1.9841799260751622,36.26921465397778
swiglu,claude-opus-4-7,cutile,308633.0,1.2372525925831395,1.0,1.2372525925831395,4.008814976308883
swiglu,gpt-5.5,triton,41202.0,1.9908434506652692,1.0,1.9908434506652692,48.31909739006041
swiglu,gpt-5.5,cutile,138422.0,1.7048645775847315,1.0,1.7048645775847315,12.316427862512692
top_k_selection,claude-opus-4-7,triton,980080.0,1.069243501326887,1.0676691729323307,1.1415983247249468,1.1648011639100349
top_k_selection,claude-opus-4-7,cutile,980080.0,0.0,1.0676691729323307,0.0,0.0
top_k_selection,gpt-5.5,triton,709560.0,10.847350348589666,1.0676691729323307,11.581381575185958,16.321920028166694
top_k_selection,gpt-5.5,cutile,709560.0,0.9489877503183429,1.0676691729323307,1.0132049665052982,1.4279341655466744
vector_add,claude-opus-4-7,triton,54114.0,1.0347738007272334,1.0,1.0347738007272334,19.122108894689607
vector_add,claude-opus-4-7,cutile,81160.0,1.0270591234803146,1.0,1.0270591234803146,12.654745237559323
vector_add,gpt-5.5,triton,42111.0,1.0390203572687107,1.0,1.0390203572687107,24.673371738232543
vector_add,gpt-5.5,cutile,61977.0,1.0397038680537474,1.0,1.0397038680537474,16.77564044812991
weight_dequant,claude-opus-4-7,triton,256895.0,28.18571350138287,0.745922623990726,21.024361374002343,81.84029028981624
weight_dequant,claude-opus-4-7,cutile,320882.0,28.224215209678064,0.745922623990726,21.053080669282018,65.61003942035396
weight_dequant,gpt-5.5,triton,56204.0,28.651268549712075,0.745922623990726,21.37162941726419,380.25103937912235
weight_dequant,gpt-5.5,cutile,82088.0,27.431857345221232,0.745922623990726,20.462043011886692,249.26960106089433
