params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=8192,fp16,0.0147,0.0079,0.0165,1.85,0.89,2.0833,0.0078,1.88
N=8192,bf16,0.0147,0.0077,0.0164,1.90,0.90,2.1143,0.0077,1.90
N=8192,fp32,0.0232,0.0157,0.0160,1.48,1.45,1.0208,0.0152,1.53
N=9216,fp16,0.0168,0.0089,0.0198,1.88,0.85,2.2197,0.0090,1.87
N=9216,bf16,0.0168,0.0089,0.0197,1.88,0.85,2.2066,0.0089,1.89
N=9216,fp32,0.0258,0.0173,0.0179,1.49,1.45,1.0329,0.0168,1.54
N=10240,fp16,0.0179,0.0103,0.0222,1.73,0.81,2.1446,0.0103,1.74
N=10240,bf16,0.0180,0.0104,0.0219,1.73,0.82,2.1088,0.0100,1.80
N=10240,fp32,0.0272,0.0190,0.0196,1.43,1.38,1.0322,0.0184,1.48
N=11264,fp16,0.0187,0.0115,0.0298,1.62,0.63,2.5864,0.0110,1.69
N=11264,bf16,0.0188,0.0115,0.0240,1.64,0.78,2.0856,0.0112,1.68
N=11264,fp32,0.0298,0.0207,0.0216,1.44,1.38,1.0405,0.0200,1.49
N=12288,fp16,0.0193,0.0124,0.0323,1.56,0.60,2.6072,0.0120,1.60
N=12288,bf16,0.0194,0.0124,0.0258,1.57,0.75,2.0879,0.0121,1.60
N=12288,fp32,0.0312,0.0222,0.0231,1.41,1.35,1.0402,0.0215,1.45
N=13312,fp16,0.0213,0.0133,0.0349,1.60,0.61,2.6261,0.0131,1.63
N=13312,bf16,0.0213,0.0133,0.0279,1.60,0.76,2.0985,0.0131,1.63
N=13312,fp32,0.0336,0.0239,0.0247,1.41,1.36,1.0345,0.0230,1.46
N=14336,fp16,0.0221,0.0141,0.0373,1.57,0.59,2.6442,0.0137,1.61
N=14336,bf16,0.0222,0.0142,0.0296,1.56,0.75,2.0863,0.0146,1.52
N=14336,fp32,0.0350,0.0255,0.0262,1.37,1.34,1.0271,0.0246,1.42
N=15360,fp16,0.0229,0.0148,0.0479,1.55,0.48,3.2472,0.0145,1.58
N=15360,bf16,0.0229,0.0148,0.0156,1.55,1.47,1.0541,0.0152,1.51
N=15360,fp32,0.0375,0.0303,0.0304,1.24,1.23,1.0050,0.0263,1.43
N=16384,fp16,0.0235,0.0156,0.0505,1.51,0.46,3.2433,0.0153,1.53
N=16384,bf16,0.0235,0.0156,0.0192,1.51,1.22,1.2322,0.0152,1.55
N=16384,fp32,0.0386,0.0340,0.0342,1.14,1.13,1.0068,0.0276,1.40
N=17408,fp16,0.0253,0.0167,0.0536,1.52,0.47,3.2159,0.0166,1.53
N=17408,bf16,0.0254,0.0166,0.0174,1.53,1.46,1.0510,0.0167,1.52
N=17408,fp32,0.0406,0.0320,0.0323,1.27,1.26,1.0088,0.0293,1.38
N=18432,fp16,0.0262,0.0174,0.0563,1.51,0.47,3.2438,0.0173,1.52
N=18432,bf16,0.0262,0.0202,0.0215,1.30,1.22,1.0656,0.0173,1.52
N=18432,fp32,0.0416,0.0325,0.0327,1.28,1.27,1.0067,0.0308,1.35
N=19456,fp16,0.0269,0.0183,0.0592,1.47,0.45,3.2421,0.0181,1.49
N=19456,bf16,0.0269,0.0213,0.0196,1.26,1.38,0.9194,0.0181,1.49
N=19456,fp32,0.0434,0.0340,0.0342,1.28,1.27,1.0071,0.0322,1.35
N=20480,fp16,0.0275,0.0192,0.0618,1.43,0.44,3.2259,0.0186,1.48
N=20480,bf16,0.0276,0.0220,0.0236,1.25,1.17,1.0739,0.0186,1.48
N=20480,fp32,0.0445,0.0358,0.0362,1.24,1.23,1.0107,0.0337,1.32
