params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
M=7168,fp16,0.6585,0.0375,0.0954,17.55,6.90,2.5431,0.0354,18.61
M=7168,bf16,0.6582,0.0375,0.0954,17.54,6.90,2.5429,0.0353,18.64
M=7168,fp32,0.7053,0.0621,0.1076,11.35,6.55,1.7325,0.0626,11.27
M=7680,fp16,0.7533,0.0571,0.1112,13.20,6.77,1.9479,0.0401,18.80
M=7680,bf16,0.7545,0.0570,0.1112,13.23,6.78,1.9494,0.0572,13.20
M=7680,fp32,0.8091,0.0718,0.1220,11.27,6.63,1.6995,0.0772,10.47
M=8192,fp16,0.8525,0.0490,0.0918,17.40,9.28,1.8742,0.0450,18.93
M=8192,bf16,0.8515,0.0490,0.0918,17.38,9.27,1.8743,0.0456,18.65
M=8192,fp32,0.9158,0.0799,0.1110,11.46,8.25,1.3891,0.0804,11.39
M=8704,fp16,0.9572,0.0715,0.1374,13.39,6.97,1.9219,0.0730,13.12
M=8704,bf16,0.9589,0.0716,0.1374,13.40,6.98,1.9205,0.0502,19.12
M=8704,fp32,1.0309,0.0905,0.1555,11.39,6.63,1.7183,0.0978,10.54
M=9216,fp16,1.0719,0.0593,0.1553,18.08,6.90,2.6192,0.0558,19.22
M=9216,bf16,1.0724,0.0593,0.1553,18.09,6.91,2.6197,0.0557,19.27
M=9216,fp32,1.1555,0.1002,0.1725,11.54,6.70,1.7223,0.1011,11.43
M=9728,fp16,1.1920,0.0886,0.1710,13.45,6.97,1.9293,0.0901,13.23
M=9728,bf16,1.1927,0.0885,0.1709,13.47,6.98,1.9306,0.0890,13.41
M=9728,fp32,1.2885,0.1115,0.1934,11.56,6.66,1.7353,0.1122,11.49
M=10240,fp16,1.3192,0.0721,0.1910,18.30,6.91,2.6506,0.0681,19.37
M=10240,bf16,1.3175,0.0720,0.1910,18.31,6.90,2.6544,0.0679,19.39
M=10240,fp32,1.4237,0.1229,0.2123,11.58,6.71,1.7272,0.1243,11.45
