params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
seq_len=20480,bf16,0.1009,0.1723,0.1409,0.59,0.72,0.8173
seq_len=20480,fp32,0.1086,0.1781,0.1412,0.61,0.77,0.7930
seq_len=20480,int8,0.0950,0.1435,0.1401,0.66,0.68,0.9766
seq_len=22528,fp16,0.1107,0.1890,0.1548,0.59,0.71,0.8193
seq_len=22528,bf16,0.1103,0.1889,0.1548,0.58,0.71,0.8193
seq_len=22528,fp32,0.1190,0.1960,0.1552,0.61,0.77,0.7917
seq_len=22528,int8,0.1032,0.1574,0.1541,0.66,0.67,0.9793
seq_len=24576,fp16,0.1193,0.2062,0.1683,0.58,0.71,0.8159
seq_len=24576,bf16,0.1198,0.2059,0.1685,0.58,0.71,0.8186
seq_len=24576,fp32,0.1290,0.2134,0.1689,0.60,0.76,0.7913
seq_len=24576,int8,0.1115,0.1717,0.1676,0.65,0.67,0.9766
seq_len=26624,fp16,0.1291,0.2228,0.1819,0.58,0.71,0.8164
seq_len=26624,bf16,0.1287,0.2228,0.1822,0.58,0.71,0.8179
seq_len=26624,fp32,0.1387,0.2309,0.1826,0.60,0.76,0.7907
seq_len=26624,int8,0.1201,0.1857,0.1813,0.65,0.66,0.9765
seq_len=28672,fp16,0.1380,0.2398,0.1959,0.58,0.70,0.8170
seq_len=28672,bf16,0.1380,0.2397,0.1958,0.58,0.70,0.8169
seq_len=28672,fp32,0.1482,0.2486,0.1963,0.60,0.76,0.7895
seq_len=28672,int8,0.1284,0.1999,0.1950,0.64,0.66,0.9755
seq_len=30720,fp16,0.1469,0.2567,0.2095,0.57,0.70,0.8162
seq_len=30720,bf16,0.1463,0.2568,0.2096,0.57,0.70,0.8161
seq_len=30720,fp32,0.1581,0.2660,0.2100,0.59,0.75,0.7892
seq_len=30720,int8,0.1374,0.2138,0.2092,0.64,0.66,0.9782
seq_len=32768,fp16,0.1556,0.2741,0.2230,0.57,0.70,0.8136
seq_len=32768,bf16,0.1559,0.2736,0.2233,0.57,0.70,0.8162
seq_len=32768,fp32,0.1675,0.2833,0.2234,0.59,0.75,0.7885
seq_len=32768,int8,0.1461,0.2286,0.2228,0.64,0.66,0.9746
seq_len=34816,fp16,0.1647,0.2911,0.2367,0.57,0.70,0.8129
seq_len=34816,bf16,0.1654,0.2908,0.2369,0.57,0.70,0.8148
seq_len=34816,fp32,0.1776,0.3013,0.2371,0.59,0.75,0.7870
seq_len=34816,int8,0.1554,0.2430,0.2365,0.64,0.66,0.9733
seq_len=36864,fp16,0.1737,0.3080,0.2503,0.56,0.69,0.8129
seq_len=36864,bf16,0.1740,0.3078,0.2503,0.57,0.70,0.8131
seq_len=36864,fp32,0.1874,0.3187,0.2509,0.59,0.75,0.7872
seq_len=36864,int8,0.1640,0.2568,0.2502,0.64,0.66,0.9742
seq_len=38912,fp16,0.1843,0.3246,0.2644,0.57,0.70,0.8144
seq_len=38912,bf16,0.1843,0.3247,0.2640,0.57,0.70,0.8131
seq_len=38912,fp32,0.1981,0.3361,0.2646,0.59,0.75,0.7872
seq_len=38912,int8,0.1731,0.2711,0.2637,0.64,0.66,0.9727
seq_len=40960,fp16,0.1936,0.3422,0.2780,0.57,0.70,0.8126
seq_len=40960,bf16,0.1939,0.3417,0.2780,0.57,0.70,0.8135
seq_len=40960,fp32,0.2085,0.3538,0.2785,0.59,0.75,0.7874
seq_len=40960,int8,0.1822,0.2856,0.2776,0.64,0.66,0.9720
