params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=12288,fp16,0.2108,0.0340,0.0339,6.20,6.21,0.9977,0.0495,4.26,0.6073,0.3916,1.55
n=12288,bf16,0.2108,0.0343,0.0344,6.14,6.13,1.0012,0.0493,4.27,0.6073,0.3909,1.55
n=12288,fp32,0.2313,0.0741,0.0638,3.12,3.62,0.8614,0.0889,2.60,1.1186,1.1251,0.99
n=12288,int8,0.2003,0.0249,0.0281,8.04,7.13,1.1273,0.0380,5.26,2.0343,1.3248,1.54
n=13312,fp16,0.2218,0.0368,0.0367,6.03,6.05,0.9967,0.0525,4.23,0.6644,0.4150,1.60
n=13312,bf16,0.2223,0.0366,0.0365,6.07,6.09,0.9959,0.0524,4.24,0.6648,0.4142,1.60
n=13312,fp32,0.2443,0.0794,0.0688,3.07,3.55,0.8665,0.0955,2.56,1.1600,1.2515,0.93
n=13312,int8,0.2120,0.0273,0.0305,7.77,6.96,1.1158,0.0408,5.20,2.2619,1.4336,1.58
n=14336,fp16,0.2384,0.0393,0.0390,6.07,6.11,0.9940,0.0560,4.25,0.7060,0.4682,1.51
n=14336,bf16,0.2382,0.0395,0.0391,6.04,6.09,0.9915,0.0561,4.24,0.7061,0.4657,1.52
n=14336,fp32,0.2609,0.0850,0.0741,3.07,3.52,0.8721,0.1020,2.56,1.2490,1.3333,0.94
n=14336,int8,0.2319,0.0285,0.0326,8.12,7.11,1.1419,0.0438,5.29,2.3416,1.5409,1.52
n=15360,fp16,0.2614,0.0421,0.0418,6.21,6.25,0.9932,0.0607,4.30,0.7432,0.4717,1.58
n=15360,bf16,0.2613,0.0420,0.0415,6.22,6.30,0.9869,0.0606,4.31,0.7429,0.4724,1.57
n=15360,fp32,0.2899,0.0922,0.0802,3.15,3.61,0.8707,0.1110,2.61,1.3326,1.4504,0.92
n=15360,int8,0.2461,0.0305,0.0347,8.08,7.09,1.1393,0.0466,5.28,2.5376,1.6508,1.54
n=16384,fp16,0.2649,0.0445,0.0441,5.95,6.01,0.9904,0.0624,4.25,0.8054,0.5551,1.45
n=16384,bf16,0.2644,0.0445,0.0441,5.94,6.00,0.9899,0.0622,4.25,0.8056,0.5553,1.45
n=16384,fp32,0.2938,0.0984,0.0910,2.99,3.23,0.9250,0.1142,2.57,1.4401,1.5373,0.94
n=16384,int8,0.2553,0.0322,0.0363,7.94,7.03,1.1288,0.0494,5.17,2.7064,1.7582,1.54
n=17408,fp16,0.2982,0.0472,0.0465,6.32,6.41,0.9872,0.0685,4.36,0.8744,0.5418,1.61
n=17408,bf16,0.2983,0.0471,0.0466,6.33,6.40,0.9891,0.0682,4.37,0.8746,0.5420,1.61
n=17408,fp32,0.3296,0.1039,0.0888,3.17,3.71,0.8549,0.1250,2.64,1.5478,1.6308,0.95
n=17408,int8,0.2827,0.0337,0.0387,8.39,7.30,1.1485,0.0525,5.39,2.9420,1.8677,1.58
n=18432,fp16,0.3048,0.0505,0.0500,6.04,6.10,0.9902,0.0704,4.33,0.9113,0.6045,1.51
n=18432,bf16,0.3048,0.0500,0.0494,6.10,6.17,0.9883,0.0703,4.34,0.9113,0.5910,1.54
n=18432,fp32,0.3371,0.1085,0.0939,3.11,3.59,0.8650,0.1284,2.63,1.5891,1.7222,0.92
n=18432,int8,0.2938,0.0358,0.0408,8.20,7.20,1.1391,0.0551,5.34,3.0265,1.9788,1.53
n=19456,fp16,0.3243,0.0527,0.0518,6.16,6.26,0.9837,0.0739,4.39,0.9441,0.6173,1.53
n=19456,bf16,0.3243,0.0527,0.0518,6.16,6.26,0.9843,0.0738,4.39,0.9439,0.6101,1.55
n=19456,fp32,0.3590,0.1143,0.0991,3.14,3.62,0.8674,0.1353,2.65,1.7024,1.8736,0.91
n=19456,int8,0.3061,0.0372,0.0425,8.22,7.20,1.1425,0.0579,5.29,3.3324,2.0862,1.60
n=20480,fp16,0.3575,0.0554,0.0547,6.45,6.54,0.9866,0.0791,4.52,0.9852,0.6673,1.48
n=20480,bf16,0.3561,0.0554,0.0548,6.43,6.50,0.9892,0.0791,4.50,0.9854,0.6710,1.47
n=20480,fp32,0.3896,0.1219,0.1041,3.20,3.74,0.8535,0.1463,2.66,1.7612,1.9008,0.93
n=20480,int8,0.3457,0.0389,0.0446,8.88,7.76,1.1455,0.0608,5.69,3.4583,2.1957,1.58
