params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
N=1024,int8,0.0020,0.0019,0.0018,1.04,1.13,0.9216,0.0019,1.06,0.0154,0.0173,0.89
N=1280,fp16,0.0026,0.0028,0.0025,0.94,1.05,0.8965,0.0027,0.96,0.0222,0.0220,1.01
N=1280,bf16,0.0027,0.0029,0.0026,0.93,1.03,0.9012,0.0025,1.09,0.0221,0.0232,0.95
N=1280,fp32,0.0034,0.0033,0.0033,1.02,1.03,0.9907,0.0037,0.92,0.0341,0.0316,1.08
N=1280,int8,0.0023,0.0022,0.0022,1.07,1.06,1.0073,0.0020,1.16,0.0171,0.0188,0.91
N=1536,fp16,0.0030,0.0029,0.0027,1.04,1.09,0.9545,0.0033,0.90,0.0281,0.0264,1.07
N=1536,bf16,0.0029,0.0028,0.0029,1.03,1.03,1.0014,0.0032,0.89,0.0280,0.0264,1.06
N=1536,fp32,0.0043,0.0042,0.0042,1.02,1.01,1.0124,0.0044,0.98,0.0409,0.0400,1.02
N=1536,int8,0.0026,0.0025,0.0022,1.07,1.17,0.9110,0.0024,1.08,0.0207,0.0205,1.01
N=1792,fp16,0.0035,0.0034,0.0034,1.03,1.01,1.0194,0.0036,0.98,0.0337,0.0319,1.06
N=1792,bf16,0.0034,0.0030,0.0034,1.14,1.02,1.1257,0.0031,1.08,0.0337,0.0319,1.05
N=1792,fp32,0.0051,0.0055,0.0052,0.94,1.00,0.9401,0.0051,1.01,0.0529,0.0503,1.05
N=1792,int8,0.0030,0.0033,0.0029,0.89,1.01,0.8804,0.0025,1.19,0.0223,0.0220,1.02
N=2048,fp16,0.0041,0.0038,0.0039,1.06,1.05,1.0092,0.0039,1.05,0.0370,0.0376,0.98
N=2048,bf16,0.0040,0.0036,0.0035,1.12,1.14,0.9790,0.0036,1.10,0.0370,0.0385,0.96
N=2048,fp32,0.0070,0.0067,0.0067,1.06,1.05,1.0099,0.0072,0.98,0.0624,0.0615,1.01
N=2048,int8,0.0036,0.0034,0.0028,1.04,1.25,0.8326,0.0029,1.22,0.0242,0.0253,0.96
N=2304,fp16,0.0048,0.0058,0.0044,0.82,1.09,0.7579,0.0047,1.02,0.0464,0.0438,1.06
N=2304,bf16,0.0048,0.0047,0.0044,1.02,1.09,0.9379,0.0048,1.01,0.0465,0.0444,1.05
N=2304,fp32,0.0088,0.0082,0.0084,1.06,1.05,1.0146,0.0088,1.00,0.0781,0.0741,1.05
N=2304,int8,0.0041,0.0029,0.0030,1.39,1.38,1.0047,0.0030,1.35,0.0290,0.0288,1.01
N=2560,fp16,0.0060,0.0059,0.0054,1.01,1.10,0.9206,0.0056,1.06,0.0532,0.0511,1.04
N=2560,bf16,0.0056,0.0053,0.0056,1.07,1.00,1.0656,0.0051,1.09,0.0532,0.0510,1.04
N=2560,fp32,0.0105,0.0111,0.0104,0.95,1.01,0.9406,0.0106,0.99,0.0916,0.0884,1.04
N=2560,int8,0.0048,0.0035,0.0036,1.38,1.34,1.0274,0.0034,1.41,0.0340,0.0322,1.06
N=2816,fp16,0.0068,0.0059,0.0060,1.16,1.14,1.0119,0.0064,1.07,0.0604,0.0589,1.02
N=2816,bf16,0.0070,0.0063,0.0067,1.12,1.04,1.0690,0.0067,1.04,0.0605,0.0631,0.96
N=2816,fp32,0.0122,0.0127,0.0121,0.96,1.01,0.9562,0.0127,0.96,0.1097,0.1055,1.04
N=2816,int8,0.0057,0.0036,0.0038,1.58,1.50,1.0534,0.0035,1.63,0.0369,0.0360,1.02
N=3072,fp16,0.0082,0.0081,0.0081,1.01,1.01,1.0079,0.0077,1.07,0.0686,0.0673,1.02
N=3072,bf16,0.0082,0.0081,0.0074,1.01,1.11,0.9143,0.0081,1.01,0.0686,0.0727,0.94
N=3072,fp32,0.0140,0.0146,0.0139,0.95,1.00,0.9507,0.0139,1.01,0.1255,0.1236,1.02
N=3072,int8,0.0064,0.0050,0.0040,1.28,1.59,0.8044,0.0039,1.65,0.0409,0.0404,1.01
N=3328,fp16,0.0095,0.0089,0.0089,1.06,1.06,0.9963,0.0090,1.06,0.0795,0.0769,1.03
N=3328,bf16,0.0093,0.0089,0.0091,1.05,1.03,1.0153,0.0090,1.03,0.0795,0.0769,1.03
N=3328,fp32,0.0158,0.0167,0.0158,0.94,1.00,0.9429,0.0158,1.00,0.1479,0.1429,1.03
N=3328,int8,0.0074,0.0049,0.0048,1.51,1.55,0.9704,0.0047,1.58,0.0478,0.0449,1.07
N=3584,fp16,0.0107,0.0105,0.0107,1.01,1.00,1.0133,0.0106,1.01,0.0911,0.0868,1.05
N=3584,bf16,0.0109,0.0108,0.0108,1.00,1.01,0.9973,0.0108,1.01,0.0910,0.0913,1.00
N=3584,fp32,0.0180,0.0189,0.0179,0.95,1.00,0.9508,0.0180,1.00,0.1672,0.1625,1.03
N=3584,int8,0.0082,0.0054,0.0056,1.53,1.47,1.0377,0.0052,1.57,0.0529,0.0503,1.05
N=3840,fp16,0.0118,0.0118,0.0114,1.00,1.03,0.9688,0.0111,1.06,0.1032,0.0993,1.04
N=3840,bf16,0.0119,0.0115,0.0114,1.03,1.04,0.9946,0.0113,1.06,0.1032,0.1073,0.96
N=3840,fp32,0.0202,0.0212,0.0202,0.95,1.00,0.9534,0.0201,1.00,0.1923,0.1857,1.04
N=3840,int8,0.0093,0.0059,0.0060,1.57,1.55,1.0143,0.0059,1.57,0.0567,0.0560,1.01
N=4096,fp16,0.0131,0.0127,0.0131,1.03,1.00,1.0268,0.0127,1.03,0.1128,0.1111,1.02
N=4096,bf16,0.0134,0.0132,0.0127,1.01,1.05,0.9657,0.0133,1.00,0.1128,0.1111,1.02
N=4096,fp32,0.0225,0.0226,0.0227,1.00,0.99,1.0065,0.0225,1.00,0.2138,0.2101,1.02
N=4096,int8,0.0105,0.0068,0.0073,1.55,1.45,1.0678,0.0069,1.52,0.0623,0.0618,1.01
N=4352,fp16,0.0145,0.0144,0.0145,1.01,1.00,1.0117,0.0145,1.00,0.1286,0.1240,1.04
N=4352,bf16,0.0146,0.0146,0.0140,1.00,1.04,0.9569,0.0144,1.01,0.1286,0.1343,0.96
N=4352,fp32,0.0250,0.0250,0.0251,1.00,1.00,1.0049,0.0250,1.00,0.2430,0.2342,1.04
N=4352,int8,0.0118,0.0080,0.0081,1.48,1.46,1.0146,0.0080,1.47,0.0695,0.0676,1.03
N=4608,fp16,0.0161,0.0154,0.0153,1.05,1.05,0.9979,0.0156,1.03,0.1417,0.1376,1.03
N=4608,bf16,0.0160,0.0152,0.0153,1.05,1.05,1.0045,0.0152,1.05,0.1415,0.1477,0.96
N=4608,fp32,0.0276,0.0276,0.0276,1.00,1.00,1.0018,0.0279,0.99,0.2682,0.2603,1.03
N=4608,int8,0.0130,0.0087,0.0087,1.50,1.49,1.0041,0.0088,1.47,0.0781,0.0742,1.05
N=4864,fp16,0.0176,0.0168,0.0168,1.05,1.05,0.9998,0.0168,1.05,0.1554,0.1516,1.03
N=4864,bf16,0.0176,0.0167,0.0167,1.06,1.05,1.0051,0.0168,1.05,0.1554,0.1635,0.95
N=4864,fp32,0.0304,0.0303,0.0308,1.00,0.99,1.0152,0.0305,1.00,0.2997,0.2914,1.03
N=4864,int8,0.0142,0.0098,0.0099,1.45,1.43,1.0149,0.0100,1.41,0.0854,0.0834,1.02
N=5120,fp16,0.0193,0.0191,0.0193,1.01,1.00,1.0107,0.0184,1.05,0.1697,0.1656,1.02
N=5120,bf16,0.0191,0.0188,0.0191,1.02,1.00,1.0148,0.0181,1.06,0.1697,0.1656,1.02
N=5120,fp32,0.0334,0.0339,0.0336,0.99,1.00,0.9894,0.0334,1.00,0.3275,0.3197,1.02
N=5120,int8,0.0155,0.0106,0.0108,1.46,1.43,1.0171,0.0103,1.50,0.0916,0.0927,0.99
