params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=16384,fp16,0.2652,0.0435,0.0440,6.10,6.03,1.0122,0.0479,5.54
n=16384,bf16,0.2649,0.0438,0.0441,6.05,6.01,1.0062,0.0477,5.55
n=16384,fp32,0.2955,0.0850,0.0850,3.48,3.48,0.9996,0.0865,3.42
n=16384,int8,0.2554,0.0259,0.0245,9.85,10.44,0.9432,0.0494,5.17
n=17408,fp16,0.2982,0.0467,0.0469,6.38,6.36,1.0035,0.0512,5.82
n=17408,bf16,0.2983,0.0463,0.0465,6.45,6.41,1.0053,0.0513,5.81
n=17408,fp32,0.3294,0.0892,0.0892,3.69,3.69,0.9993,0.0907,3.63
n=17408,int8,0.2827,0.0270,0.0261,10.48,10.84,0.9668,0.0525,5.39
n=18432,fp16,0.3048,0.0492,0.0494,6.20,6.17,1.0036,0.0533,5.71
n=18432,bf16,0.3046,0.0494,0.0498,6.17,6.12,1.0081,0.0534,5.70
n=18432,fp32,0.3369,0.0939,0.0942,3.59,3.58,1.0025,0.0959,3.51
n=18432,int8,0.2940,0.0282,0.0275,10.44,10.71,0.9749,0.0552,5.33
n=19456,fp16,0.3245,0.0517,0.0519,6.28,6.25,1.0047,0.0559,5.80
n=19456,bf16,0.3244,0.0518,0.0518,6.26,6.26,1.0005,0.0559,5.80
n=19456,fp32,0.3586,0.0992,0.0992,3.62,3.61,1.0003,0.1008,3.56
n=19456,int8,0.3062,0.0295,0.0288,10.37,10.62,0.9762,0.0580,5.28
n=20480,fp16,0.3574,0.0541,0.0541,6.61,6.61,1.0001,0.0595,6.01
n=20480,bf16,0.3569,0.0546,0.0544,6.54,6.56,0.9977,0.0595,6.00
n=20480,fp32,0.3883,0.1038,0.1040,3.74,3.74,1.0012,0.1053,3.69
n=20480,int8,0.3460,0.0306,0.0301,11.31,11.51,0.9828,0.0610,5.68
