params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=14336,fp16,0.0221,0.0138,0.0166,1.60,1.33,1.1990,0.0139,1.59
N=14336,bf16,0.0222,0.0139,0.0160,1.60,1.38,1.1547,0.0146,1.52
N=14336,fp32,0.0350,0.0251,0.0251,1.39,1.40,0.9995,0.0246,1.42
N=15360,fp16,0.0229,0.0146,0.0186,1.57,1.23,1.2788,0.0146,1.57
N=15360,bf16,0.0229,0.0146,0.0155,1.57,1.48,1.0657,0.0146,1.57
N=15360,fp32,0.0375,0.0292,0.0275,1.29,1.36,0.9428,0.0265,1.42
N=16384,fp16,0.0234,0.0153,0.0185,1.53,1.27,1.2070,0.0153,1.53
N=16384,bf16,0.0236,0.0153,0.0184,1.54,1.28,1.2025,0.0151,1.56
N=16384,fp32,0.0387,0.0287,0.0283,1.35,1.37,0.9870,0.0276,1.40
N=17408,fp16,0.0254,0.0165,0.0197,1.53,1.29,1.1933,0.0168,1.51
N=17408,bf16,0.0254,0.0166,0.0174,1.53,1.46,1.0492,0.0168,1.51
N=17408,fp32,0.0405,0.0301,0.0319,1.35,1.27,1.0613,0.0292,1.39
N=18432,fp16,0.0262,0.0173,0.0206,1.52,1.27,1.1938,0.0169,1.55
N=18432,bf16,0.0262,0.0173,0.0197,1.52,1.33,1.1415,0.0170,1.54
N=18432,fp32,0.0416,0.0312,0.0329,1.33,1.26,1.0539,0.0312,1.33
N=19456,fp16,0.0269,0.0184,0.0218,1.46,1.23,1.1843,0.0189,1.42
N=19456,bf16,0.0270,0.0182,0.0195,1.48,1.38,1.0719,0.0183,1.48
N=19456,fp32,0.0434,0.0327,0.0344,1.33,1.26,1.0499,0.0330,1.32
N=20480,fp16,0.0276,0.0189,0.0207,1.46,1.33,1.0939,0.0193,1.43
N=20480,bf16,0.0275,0.0188,0.0225,1.46,1.23,1.1943,0.0184,1.49
N=20480,fp32,0.0445,0.0349,0.0359,1.28,1.24,1.0286,0.0336,1.33
