params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=4000000,int8,0.0175,0.0039,0.0042,4.50,4.14,1.0769,0.0039,4.51,0.1303,0.0475,2.74
n=5000000,fp16,0.0267,0.0084,0.0085,3.18,3.15,1.0119,0.0086,3.11,0.3021,0.0765,3.95
n=5000000,bf16,0.0268,0.0084,0.0085,3.20,3.16,1.0119,0.0086,3.12,0.3021,0.0765,3.95
n=5000000,fp32,0.0373,0.0146,0.0164,2.56,2.28,1.1233,0.0149,2.50,0.5474,0.1348,4.06
n=5000000,int8,0.0211,0.0046,0.0050,4.54,4.24,1.0870,0.0046,4.56,0.2654,0.0576,4.60
n=6000000,fp16,0.0321,0.0098,0.0101,3.26,3.18,1.0306,0.0098,3.27,0.1850,0.0891,2.08
n=6000000,bf16,0.0320,0.0098,0.0099,3.25,3.23,1.0102,0.0099,3.22,0.1852,0.0890,2.08
n=6000000,fp32,0.0438,0.0170,0.0191,2.58,2.29,1.1235,0.0174,2.52,0.2369,0.1609,1.47
n=6000000,int8,0.0256,0.0056,0.0058,4.59,4.39,1.0357,0.0057,4.50,0.1673,0.0652,2.56
n=7000000,fp16,0.0373,0.0111,0.0111,3.37,3.35,1.0000,0.0114,3.28,0.4157,0.1018,4.08
n=7000000,bf16,0.0368,0.0110,0.0110,3.34,3.33,1.0000,0.0111,3.33,0.4159,0.1020,4.08
n=7000000,fp32,0.0498,0.0192,0.0219,2.60,2.27,1.1406,0.0199,2.51,0.7508,0.1866,4.02
n=7000000,int8,0.0297,0.0064,0.0067,4.68,4.47,1.0469,0.0065,4.54,0.3461,0.0719,4.82
n=8000000,fp16,0.0421,0.0123,0.0124,3.43,3.40,1.0081,0.0122,3.47,0.2430,0.1123,2.16
n=8000000,bf16,0.0421,0.0123,0.0124,3.43,3.41,1.0081,0.0121,3.47,0.2430,0.1120,2.17
n=8000000,fp32,0.0560,0.0217,0.0248,2.59,2.26,1.1429,0.0221,2.54,0.3154,0.2130,1.48
n=8000000,int8,0.0353,0.0074,0.0076,4.79,4.61,1.0270,0.0072,4.88,0.2301,0.0792,2.91
n=9000000,fp16,0.0471,0.0136,0.0136,3.47,3.45,1.0000,0.0136,3.47,0.5375,0.1293,4.16
n=9000000,bf16,0.0473,0.0138,0.0139,3.43,3.41,1.0072,0.0137,3.45,0.5378,0.1293,4.16
n=9000000,fp32,0.0618,0.0240,0.0275,2.57,2.25,1.1458,0.0245,2.52,0.9773,0.2361,4.14
n=9000000,int8,0.0395,0.0079,0.0082,4.99,4.82,1.0380,0.0082,4.79,0.4224,0.0889,4.75
n=10000000,fp16,0.0518,0.0145,0.0145,3.57,3.57,1.0000,0.0149,3.48,0.2982,0.1388,2.15
n=10000000,bf16,0.0515,0.0148,0.0148,3.49,3.48,1.0000,0.0147,3.50,0.2982,0.1389,2.15
n=10000000,fp32,0.0692,0.0264,0.0302,2.63,2.30,1.1439,0.0267,2.59,0.4032,0.2622,1.54
n=10000000,int8,0.0446,0.0088,0.0091,5.06,4.91,1.0341,0.0092,4.87,0.2807,0.0972,2.89
n=11000000,fp16,0.0561,0.0158,0.0159,3.54,3.54,1.0063,0.0159,3.52,0.6432,0.1545,4.16
n=11000000,bf16,0.0558,0.0159,0.0160,3.51,3.48,1.0063,0.0156,3.57,0.6433,0.1546,4.16
n=11000000,fp32,0.0785,0.0288,0.0329,2.73,2.39,1.1424,0.0289,2.72,1.1971,0.2863,4.18
n=11000000,int8,0.0492,0.0098,0.0100,5.03,4.90,1.0204,0.0100,4.92,0.5630,0.1040,5.41
n=12000000,fp16,0.0607,0.0170,0.0170,3.58,3.56,1.0000,0.0173,3.50,0.3536,0.1621,2.18
n=12000000,bf16,0.0607,0.0170,0.0171,3.57,3.55,1.0059,0.0171,3.55,0.3536,0.1621,2.18
n=12000000,fp32,0.0873,0.0310,0.0356,2.81,2.46,1.1484,0.0312,2.80,0.4812,0.3083,1.56
n=12000000,int8,0.0537,0.0104,0.0107,5.19,5.03,1.0288,0.0104,5.16,0.3241,0.1097,2.95
n=13000000,fp16,0.0656,0.0181,0.0182,3.62,3.60,1.0055,0.0184,3.56,0.7874,0.1789,4.40
n=13000000,bf16,0.0652,0.0181,0.0182,3.60,3.59,1.0055,0.0182,3.57,0.7877,0.1789,4.40
n=13000000,fp32,0.0948,0.0334,0.0382,2.84,2.48,1.1437,0.0338,2.81,1.4638,0.3389,4.32
n=13000000,int8,0.0584,0.0109,0.0112,5.33,5.20,1.0275,0.0112,5.19,0.6391,0.1236,5.17
n=14000000,fp16,0.0698,0.0194,0.0195,3.60,3.59,1.0052,0.0193,3.61,0.4033,0.1873,2.15
n=14000000,bf16,0.0697,0.0193,0.0194,3.60,3.59,1.0052,0.0194,3.60,0.4033,0.1872,2.15
n=14000000,fp32,0.1019,0.0357,0.0406,2.85,2.51,1.1373,0.0361,2.82,0.5679,0.3649,1.56
n=14000000,int8,0.0631,0.0114,0.0118,5.51,5.34,1.0351,0.0119,5.28,0.3812,0.1290,2.96
n=15000000,fp16,0.0742,0.0206,0.0207,3.61,3.59,1.0049,0.0205,3.61,0.8740,0.2048,4.27
n=15000000,bf16,0.0741,0.0207,0.0207,3.59,3.57,1.0000,0.0206,3.59,0.8742,0.2048,4.27
n=15000000,fp32,0.1077,0.0380,0.0434,2.83,2.48,1.1421,0.0383,2.81,1.6274,0.3898,4.17
n=15000000,int8,0.0671,0.0126,0.0130,5.33,5.18,1.0317,0.0126,5.32,0.7062,0.1372,5.15
n=16000000,fp16,0.0786,0.0217,0.0217,3.62,3.62,1.0000,0.0216,3.63,0.4686,0.2094,2.24
n=16000000,bf16,0.0789,0.0216,0.0216,3.66,3.65,1.0000,0.0218,3.62,0.4686,0.2094,2.24
n=16000000,fp32,0.1148,0.0404,0.0460,2.85,2.49,1.1386,0.0408,2.81,0.6556,0.4141,1.58
n=16000000,int8,0.0717,0.0132,0.0136,5.43,5.29,1.0303,0.0132,5.42,0.4269,0.1439,2.97
n=17000000,fp16,0.0833,0.0227,0.0227,3.67,3.67,1.0000,0.0228,3.65,0.9882,0.2270,4.35
n=17000000,bf16,0.0833,0.0229,0.0229,3.64,3.63,1.0000,0.0229,3.63,0.9881,0.2268,4.36
n=17000000,fp32,0.1211,0.0426,0.0486,2.85,2.49,1.1408,0.0430,2.82,1.8417,0.4333,4.25
n=17000000,int8,0.0759,0.0134,0.0139,5.65,5.47,1.0373,0.0140,5.41,0.8646,0.1517,5.70
n=18000000,fp16,0.0882,0.0241,0.0241,3.67,3.66,1.0000,0.0242,3.64,0.5239,0.2381,2.20
n=18000000,bf16,0.0884,0.0241,0.0241,3.67,3.67,1.0000,0.0243,3.63,0.5240,0.2383,2.20
n=18000000,fp32,0.1282,0.0450,0.0513,2.85,2.50,1.1400,0.0452,2.83,0.6857,0.4668,1.47
n=18000000,int8,0.0800,0.0145,0.0148,5.51,5.39,1.0207,0.0145,5.52,0.4955,0.1612,3.07
n=19000000,fp16,0.0933,0.0252,0.0253,3.70,3.69,1.0040,0.0254,3.68,1.0996,0.2532,4.34
n=19000000,bf16,0.0932,0.0251,0.0252,3.70,3.70,1.0040,0.0256,3.64,1.0997,0.2532,4.34
n=19000000,fp32,0.1347,0.0474,0.0538,2.84,2.50,1.1350,0.0478,2.82,2.0164,0.4939,4.08
n=19000000,int8,0.0842,0.0151,0.0156,5.57,5.41,1.0331,0.0152,5.56,0.9225,0.1688,5.47
n=20000000,fp16,0.0984,0.0264,0.0264,3.73,3.73,1.0000,0.0268,3.67,0.5842,0.2584,2.26
n=20000000,bf16,0.0983,0.0265,0.0265,3.72,3.71,1.0000,0.0263,3.74,0.5842,0.2584,2.26
n=20000000,fp32,0.1404,0.0496,0.0564,2.83,2.49,1.1371,0.0502,2.80,0.8081,0.5077,1.59
n=20000000,int8,0.0883,0.0155,0.0160,5.71,5.53,1.0323,0.0156,5.66,0.5361,0.1749,3.07
