params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=16777216,fp32,0.0226,0.0235,0.0225,0.96,1.00,0.9591,0.0227,1.00,0.2219,0.2101,1.06
n=16777216,int8,0.0113,0.0082,0.0101,1.37,1.11,1.2332,0.0078,1.46,0.0761,0.0776,0.98
n=17825792,fp16,0.0158,0.0134,0.0134,1.18,1.18,1.0011,0.0132,1.20,0.1255,0.1186,1.06
n=17825792,bf16,0.0145,0.0133,0.0134,1.09,1.08,1.0009,0.0134,1.08,0.1252,0.1186,1.06
n=17825792,fp32,0.0238,0.0236,0.0237,1.01,1.00,1.0047,0.0236,1.01,0.2330,0.2214,1.05
n=17825792,int8,0.0118,0.0087,0.0107,1.37,1.11,1.2341,0.0082,1.44,0.0788,0.0809,0.97
n=18874368,fp16,0.0165,0.0145,0.0148,1.14,1.12,1.0178,0.0139,1.18,0.1303,0.1248,1.04
n=18874368,bf16,0.0152,0.0147,0.0147,1.03,1.03,1.0002,0.0139,1.10,0.1303,0.2018,0.65
n=18874368,fp32,0.0250,0.0250,0.0250,1.00,1.00,1.0018,0.0248,1.01,0.2455,0.2335,1.05
n=18874368,int8,0.0125,0.0083,0.0112,1.51,1.12,1.3526,0.0086,1.46,0.0829,0.0842,0.98
n=19922944,fp16,0.0175,0.0152,0.0148,1.15,1.19,0.9736,0.0144,1.21,0.1357,0.1315,1.03
n=19922944,bf16,0.0158,0.0150,0.0143,1.05,1.10,0.9548,0.0143,1.10,0.1356,0.2123,0.64
n=19922944,fp32,0.0265,0.0263,0.0264,1.01,1.00,1.0047,0.0263,1.01,0.2596,0.2456,1.06
n=19922944,int8,0.0132,0.0088,0.0118,1.49,1.12,1.3384,0.0091,1.45,0.0864,0.0885,0.98
n=20971520,fp16,0.0184,0.0152,0.0153,1.21,1.20,1.0065,0.0152,1.21,0.1423,0.1378,1.03
n=20971520,bf16,0.0166,0.0151,0.0152,1.10,1.09,1.0038,0.0152,1.09,0.1423,0.1472,0.97
n=20971520,fp32,0.0276,0.0275,0.0277,1.00,1.00,1.0075,0.0274,1.01,0.2756,0.2575,1.07
n=20971520,int8,0.0138,0.0092,0.0123,1.50,1.12,1.3380,0.0095,1.46,0.0852,0.0923,0.92
