params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=2048,bf16,0.0042,0.0041,0.0042,1.02,1.00,1.0181,0.0041,1.02
N=2048,fp32,0.0070,0.0070,0.0070,1.00,1.00,1.0031,0.0070,1.00
N=2048,int8,0.0036,0.0034,0.0035,1.05,1.01,1.0422,0.0035,1.04
N=2304,fp16,0.0050,0.0050,0.0050,1.02,1.00,1.0110,0.0049,1.02
N=2304,bf16,0.0052,0.0050,0.0051,1.02,1.01,1.0177,0.0050,1.05
N=2304,fp32,0.0087,0.0087,0.0086,1.00,1.01,0.9881,0.0087,1.00
N=2304,int8,0.0041,0.0040,0.0041,1.03,1.01,1.0254,0.0040,1.04
N=2560,fp16,0.0058,0.0058,0.0058,1.02,1.00,1.0166,0.0057,1.02
N=2560,bf16,0.0058,0.0057,0.0058,1.02,1.01,1.0174,0.0057,1.02
N=2560,fp32,0.0104,0.0104,0.0103,1.00,1.01,0.9870,0.0105,0.99
N=2560,int8,0.0049,0.0047,0.0048,1.03,1.01,1.0201,0.0047,1.04
N=2816,fp16,0.0070,0.0069,0.0070,1.01,1.00,1.0132,0.0069,1.01
N=2816,bf16,0.0069,0.0068,0.0068,1.01,1.00,1.0073,0.0068,1.02
N=2816,fp32,0.0120,0.0120,0.0121,1.00,0.99,1.0088,0.0121,1.00
N=2816,int8,0.0055,0.0054,0.0055,1.03,1.01,1.0190,0.0053,1.03
N=3072,fp16,0.0083,0.0081,0.0082,1.02,1.01,1.0124,0.0082,1.01
N=3072,bf16,0.0083,0.0082,0.0082,1.02,1.01,1.0061,0.0082,1.01
N=3072,fp32,0.0143,0.0140,0.0139,1.02,1.03,0.9970,0.0144,0.99
N=3072,int8,0.0065,0.0063,0.0064,1.03,1.01,1.0170,0.0063,1.03
N=3328,fp16,0.0095,0.0094,0.0095,1.01,1.00,1.0106,0.0094,1.01
N=3328,bf16,0.0095,0.0094,0.0095,1.02,1.00,1.0168,0.0094,1.01
N=3328,fp32,0.0158,0.0158,0.0157,1.00,1.00,0.9946,0.0159,1.00
N=3328,int8,0.0074,0.0072,0.0074,1.03,1.00,1.0275,0.0072,1.03
N=3584,fp16,0.0106,0.0105,0.0106,1.01,1.00,1.0109,0.0105,1.01
N=3584,bf16,0.0106,0.0104,0.0106,1.02,1.01,1.0140,0.0104,1.02
N=3584,fp32,0.0179,0.0180,0.0179,1.00,1.00,0.9963,0.0180,0.99
N=3584,int8,0.0082,0.0080,0.0082,1.03,1.01,1.0268,0.0080,1.03
N=3840,fp16,0.0117,0.0116,0.0117,1.01,1.00,1.0126,0.0116,1.01
N=3840,bf16,0.0120,0.0118,0.0119,1.02,1.01,1.0114,0.0118,1.01
N=3840,fp32,0.0201,0.0201,0.0201,1.00,1.00,0.9974,0.0200,1.01
N=3840,int8,0.0094,0.0092,0.0094,1.02,1.01,1.0193,0.0092,1.02
N=4096,fp16,0.0132,0.0130,0.0132,1.01,1.00,1.0124,0.0130,1.01
N=4096,bf16,0.0132,0.0130,0.0131,1.01,1.00,1.0100,0.0130,1.02
N=4096,fp32,0.0225,0.0225,0.0226,1.00,1.00,1.0010,0.0226,1.00
N=4096,int8,0.0106,0.0104,0.0106,1.02,1.00,1.0198,0.0104,1.02
N=4352,fp16,0.0146,0.0144,0.0146,1.01,1.00,1.0135,0.0144,1.01
N=4352,bf16,0.0145,0.0143,0.0145,1.01,1.00,1.0110,0.0143,1.01
N=4352,fp32,0.0250,0.0249,0.0250,1.00,1.00,1.0024,0.0250,1.00
N=4352,int8,0.0117,0.0115,0.0117,1.01,1.00,1.0149,0.0115,1.02
N=4608,fp16,0.0160,0.0158,0.0160,1.01,1.00,1.0155,0.0158,1.02
N=4608,bf16,0.0161,0.0158,0.0160,1.01,1.00,1.0124,0.0159,1.01
N=4608,fp32,0.0277,0.0277,0.0277,1.00,1.00,0.9989,0.0278,1.00
N=4608,int8,0.0129,0.0127,0.0129,1.02,1.00,1.0173,0.0127,1.02
N=4864,fp16,0.0176,0.0173,0.0175,1.01,1.00,1.0121,0.0173,1.02
N=4864,bf16,0.0177,0.0174,0.0176,1.01,1.00,1.0114,0.0174,1.02
N=4864,fp32,0.0305,0.0305,0.0305,1.00,1.00,0.9993,0.0305,1.00
N=4864,int8,0.0142,0.0140,0.0141,1.02,1.01,1.0112,0.0140,1.02
N=5120,fp16,0.0192,0.0189,0.0192,1.02,1.00,1.0137,0.0190,1.01
N=5120,bf16,0.0192,0.0190,0.0192,1.01,1.00,1.0111,0.0189,1.02
N=5120,fp32,0.0334,0.0335,0.0334,1.00,1.00,0.9985,0.0335,1.00
N=5120,int8,0.0155,0.0153,0.0155,1.01,1.00,1.0101,0.0153,1.01
