params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=11000000,int8,0.0493,0.0088,0.0090,5.61,5.48,1.0227,0.0096,5.19
n=12000000,fp16,0.0607,0.0170,0.0173,3.57,3.52,1.0176,0.0171,3.56
n=12000000,bf16,0.0608,0.0169,0.0171,3.59,3.56,1.0118,0.0172,3.55
n=12000000,fp32,0.0882,0.0310,0.0310,2.84,2.85,1.0000,0.0312,2.81
n=12000000,int8,0.0540,0.0091,0.0105,5.96,5.16,1.1538,0.0104,5.16
n=13000000,fp16,0.0654,0.0182,0.0182,3.59,3.59,1.0000,0.0184,3.56
n=13000000,bf16,0.0652,0.0183,0.0184,3.57,3.54,1.0055,0.0184,3.54
n=13000000,fp32,0.0952,0.0330,0.0333,2.88,2.86,1.0091,0.0334,2.84
n=13000000,int8,0.0582,0.0104,0.0104,5.62,5.58,1.0000,0.0112,5.20
n=14000000,fp16,0.0697,0.0193,0.0194,3.62,3.60,1.0052,0.0193,3.60
n=14000000,bf16,0.0699,0.0193,0.0195,3.62,3.59,1.0104,0.0195,3.57
n=14000000,fp32,0.1015,0.0354,0.0357,2.87,2.84,1.0085,0.0358,2.83
n=14000000,int8,0.0632,0.0109,0.0113,5.80,5.59,1.0367,0.0113,5.59
n=15000000,fp16,0.0739,0.0205,0.0207,3.60,3.58,1.0098,0.0205,3.62
n=15000000,bf16,0.0743,0.0205,0.0206,3.63,3.61,1.0049,0.0206,3.61
n=15000000,fp32,0.1080,0.0376,0.0380,2.87,2.84,1.0106,0.0379,2.86
n=15000000,int8,0.0675,0.0125,0.0128,5.41,5.27,1.0240,0.0124,5.42
n=16000000,fp16,0.0787,0.0218,0.0219,3.61,3.59,1.0046,0.0218,3.61
n=16000000,bf16,0.0789,0.0218,0.0218,3.62,3.62,1.0000,0.0235,3.34
n=16000000,fp32,0.1146,0.0399,0.0403,2.87,2.84,1.0100,0.0400,2.87
n=16000000,int8,0.0716,0.0123,0.0124,5.82,5.76,1.0081,0.0131,5.46
n=17000000,fp16,0.0835,0.0228,0.0229,3.66,3.65,1.0044,0.0228,3.64
n=17000000,bf16,0.0835,0.0230,0.0231,3.64,3.62,1.0043,0.0234,3.56
n=17000000,fp32,0.1217,0.0421,0.0426,2.89,2.86,1.0119,0.0430,2.82
n=17000000,int8,0.0758,0.0129,0.0130,5.88,5.83,1.0078,0.0131,5.77
n=18000000,fp16,0.0881,0.0241,0.0242,3.66,3.64,1.0041,0.0241,3.66
n=18000000,bf16,0.0877,0.0239,0.0240,3.68,3.65,1.0042,0.0241,3.65
n=18000000,fp32,0.1277,0.0443,0.0448,2.88,2.85,1.0113,0.0454,2.80
n=18000000,int8,0.0799,0.0143,0.0146,5.58,5.45,1.0210,0.0141,5.68
n=19000000,fp16,0.0931,0.0251,0.0252,3.70,3.69,1.0040,0.0251,3.71
n=19000000,bf16,0.0930,0.0250,0.0251,3.73,3.70,1.0040,0.0252,3.71
n=19000000,fp32,0.1344,0.0469,0.0473,2.87,2.84,1.0085,0.0475,2.83
n=19000000,int8,0.0842,0.0149,0.0142,5.65,5.92,0.9530,0.0141,5.96
n=20000000,fp16,0.0985,0.0263,0.0264,3.75,3.73,1.0038,0.0263,3.74
n=20000000,bf16,0.0983,0.0262,0.0263,3.75,3.74,1.0038,0.0265,3.71
n=20000000,fp32,0.1404,0.0489,0.0495,2.87,2.84,1.0123,0.0499,2.81
n=20000000,int8,0.0882,0.0146,0.0148,6.05,5.94,1.0137,0.0148,5.99
