params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=8192,bf16,0.0644,0.0337,0.0522,1.91,1.23,1.5484,0.0371,1.74
N=8192,fp32,0.1022,0.0616,0.0622,1.66,1.64,1.0101,0.0613,1.67
N=9216,fp16,0.0712,0.0364,0.0568,1.96,1.25,1.5604,0.0398,1.79
N=9216,bf16,0.0714,0.0375,0.0577,1.90,1.24,1.5400,0.0411,1.74
N=9216,fp32,0.1138,0.0687,0.0698,1.66,1.63,1.0159,0.0682,1.67
N=10240,fp16,0.0780,0.0399,0.0626,1.95,1.25,1.5675,0.0435,1.79
N=10240,bf16,0.0788,0.0409,0.0635,1.93,1.24,1.5533,0.0453,1.74
N=10240,fp32,0.1257,0.0758,0.0767,1.66,1.64,1.0108,0.0756,1.66
N=11264,fp16,0.0853,0.0435,0.0681,1.96,1.25,1.5641,0.0475,1.80
N=11264,bf16,0.0858,0.0448,0.0689,1.91,1.25,1.5362,0.0492,1.74
N=11264,fp32,0.1377,0.0830,0.0841,1.66,1.64,1.0125,0.0826,1.67
N=12288,fp16,0.0922,0.0474,0.0740,1.95,1.24,1.5632,0.0513,1.80
N=12288,bf16,0.0931,0.0483,0.0751,1.92,1.24,1.5530,0.0533,1.75
N=12288,fp32,0.1498,0.0901,0.0910,1.66,1.65,1.0108,0.0895,1.67
N=13312,fp16,0.0993,0.0510,0.0801,1.95,1.24,1.5707,0.0553,1.80
N=13312,bf16,0.1003,0.0518,0.0805,1.94,1.25,1.5527,0.0575,1.75
N=13312,fp32,0.1616,0.0972,0.0980,1.66,1.65,1.0082,0.0967,1.67
N=14336,fp16,0.1064,0.0540,0.0854,1.97,1.25,1.5825,0.0589,1.81
N=14336,bf16,0.1071,0.0555,0.0865,1.93,1.24,1.5599,0.0611,1.75
N=14336,fp32,0.1733,0.1043,0.1051,1.66,1.65,1.0074,0.1036,1.67
N=15360,fp16,0.1131,0.0573,0.0909,1.97,1.24,1.5870,0.0621,1.82
N=15360,bf16,0.1140,0.0590,0.0925,1.93,1.23,1.5685,0.0652,1.75
N=15360,fp32,0.1851,0.1117,0.1125,1.66,1.65,1.0073,0.1105,1.68
N=16384,fp16,0.1202,0.0608,0.0969,1.98,1.24,1.5929,0.0664,1.81
N=16384,bf16,0.1212,0.0628,0.0979,1.93,1.24,1.5585,0.0692,1.75
N=16384,fp32,0.1973,0.1187,0.1188,1.66,1.66,1.0007,0.1177,1.68
N=17408,fp16,0.1272,0.0644,0.1025,1.98,1.24,1.5923,0.0701,1.81
N=17408,bf16,0.1284,0.0666,0.1035,1.93,1.24,1.5545,0.0733,1.75
N=17408,fp32,0.2090,0.1257,0.1254,1.66,1.67,0.9975,0.1247,1.68
N=18432,fp16,0.1345,0.0683,0.1082,1.97,1.24,1.5847,0.0742,1.81
N=18432,bf16,0.1355,0.0701,0.1094,1.93,1.24,1.5598,0.0771,1.76
N=18432,fp32,0.2210,0.1328,0.1331,1.66,1.66,1.0020,0.1322,1.67
N=19456,fp16,0.1417,0.0717,0.1137,1.98,1.25,1.5856,0.0781,1.81
N=19456,bf16,0.1425,0.0735,0.1151,1.94,1.24,1.5674,0.0813,1.75
N=19456,fp32,0.2328,0.1400,0.1405,1.66,1.66,1.0037,0.1389,1.68
N=20480,fp16,0.1484,0.0750,0.1196,1.98,1.24,1.5937,0.0817,1.82
N=20480,bf16,0.1497,0.0771,0.1214,1.94,1.23,1.5751,0.0851,1.76
N=20480,fp32,0.2453,0.1472,0.1472,1.67,1.67,1.0000,0.1465,1.67
