params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
M=6144,bf16,0.4885,0.0271,0.0710,18.06,6.88,2.6238,0.0251,19.45
M=6144,fp32,0.5225,0.0467,0.0737,11.19,7.09,1.5769,0.0476,11.00
M=6656,fp16,0.5698,0.0399,0.0806,14.29,7.07,2.0206,0.0387,14.68
M=6656,bf16,0.5696,0.0399,0.0819,14.26,6.95,2.0510,0.0310,18.34
M=6656,fp32,0.6130,0.0540,0.0838,11.36,7.32,1.5531,0.0588,10.38
M=7168,fp16,0.6586,0.0378,0.0935,17.40,7.05,2.4695,0.0363,18.13
M=7168,bf16,0.6562,0.0375,0.0954,17.49,6.88,2.5431,0.0359,18.29
M=7168,fp32,0.7073,0.0623,0.0978,11.35,7.23,1.5704,0.0624,11.31
M=7680,fp16,0.7507,0.0537,0.1086,13.97,6.91,2.0213,0.0373,20.15
M=7680,bf16,0.7519,0.0537,0.1086,14.01,6.92,2.0238,0.0375,20.03
M=7680,fp32,0.8091,0.0713,0.1130,11.34,7.16,1.5847,0.0752,10.76
M=8192,fp16,0.8524,0.0459,0.0919,18.58,9.28,2.0027,0.0418,20.33
M=8192,bf16,0.8530,0.0458,0.0918,18.62,9.29,2.0052,0.0420,20.24
M=8192,fp32,0.9187,0.0799,0.1006,11.50,9.14,1.2582,0.0805,11.39
M=8704,fp16,0.9583,0.0659,0.1351,14.54,7.09,2.0496,0.0471,20.36
M=8704,bf16,0.9572,0.0659,0.1375,14.52,6.96,2.0843,0.0501,19.12
M=8704,fp32,1.0333,0.0902,0.1369,11.46,7.55,1.5179,0.0952,10.83
M=9216,fp16,1.0729,0.0591,0.1517,18.16,7.07,2.5672,0.0557,19.24
M=9216,bf16,1.0721,0.0593,0.1516,18.09,7.07,2.5583,0.0566,18.89
M=9216,fp32,1.1569,0.0998,0.1510,11.59,7.66,1.5128,0.1010,11.42
M=9728,fp16,1.1919,0.0816,0.1710,14.60,6.97,2.0951,0.0583,20.39
M=9728,bf16,1.1929,0.0816,0.1682,14.62,7.09,2.0620,0.0581,20.46
M=9728,fp32,1.2859,0.1111,0.1696,11.58,7.58,1.5268,0.1121,11.45
M=10240,fp16,1.3179,0.0679,0.1864,19.42,7.07,2.7475,0.0635,20.73
M=10240,bf16,1.3198,0.0677,0.1865,19.50,7.08,2.7561,0.0641,20.51
M=10240,fp32,1.4256,0.1225,0.1909,11.64,7.47,1.5580,0.1236,11.49
