params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=8000,fp16,0.0652,0.0147,0.0219,4.45,2.98,1.4898,0.0152,4.32
N=8000,bf16,0.0636,0.0153,0.0210,4.15,3.02,1.3725,0.0158,4.16
N=8000,fp32,0.0426,0.0382,0.0323,1.11,1.32,0.8455,0.0204,2.11
N=9000,fp16,0.0679,0.0161,0.0212,4.23,3.20,1.3168,0.0161,4.33
N=9000,bf16,0.0696,0.0161,0.0218,4.31,3.19,1.3540,0.0169,4.12
N=9000,fp32,0.0450,0.0307,0.0341,1.47,1.32,1.1107,0.0218,2.12
N=10000,fp16,0.0809,0.0171,0.0260,4.74,3.10,1.5205,0.0177,4.58
N=10000,bf16,0.0780,0.0173,0.0255,4.51,3.06,1.4740,0.0179,4.56
N=10000,fp32,0.0508,0.0415,0.0408,1.22,1.24,0.9831,0.0236,2.22
N=11000,fp16,0.0814,0.0184,0.0262,4.44,3.11,1.4239,0.0186,4.50
N=11000,bf16,0.0841,0.0192,0.0261,4.39,3.22,1.3594,0.0190,4.49
N=11000,fp32,0.0544,0.0345,0.0427,1.58,1.28,1.2377,0.0258,2.14
N=12000,fp16,0.0942,0.0188,0.0274,5.02,3.44,1.4574,0.0190,4.96
N=12000,bf16,0.0928,0.0194,0.0267,4.78,3.48,1.3763,0.0197,4.80
N=12000,fp32,0.0597,0.0447,0.0446,1.34,1.34,0.9978,0.0279,2.21
N=13000,fp16,0.0956,0.0196,0.0278,4.87,3.43,1.4184,0.0199,4.88
N=13000,bf16,0.0968,0.0206,0.0281,4.69,3.45,1.3641,0.0206,4.80
N=13000,fp32,0.0640,0.0376,0.0484,1.70,1.32,1.2872,0.0294,2.18
N=14000,fp16,0.1016,0.0205,0.0285,4.95,3.57,1.3902,0.0205,4.93
N=14000,bf16,0.0995,0.0208,0.0285,4.78,3.49,1.3702,0.0207,4.88
N=14000,fp32,0.0666,0.0476,0.0498,1.40,1.34,1.0462,0.0318,2.10
N=15000,fp16,0.1095,0.0214,0.0303,5.11,3.62,1.4159,0.0215,5.25
N=15000,bf16,0.1121,0.0221,0.0297,5.08,3.77,1.3439,0.0220,5.08
N=15000,fp32,0.0738,0.0405,0.0547,1.82,1.35,1.3506,0.0329,2.22
N=16000,fp16,0.1178,0.0219,0.0307,5.38,3.84,1.4018,0.0221,5.26
N=16000,bf16,0.1168,0.0226,0.0310,5.16,3.77,1.3717,0.0219,5.26
N=16000,fp32,0.0767,0.0503,0.0563,1.53,1.36,1.1193,0.0352,2.19
N=17000,fp16,0.1224,0.0232,0.0319,5.27,3.84,1.3750,0.0230,5.36
N=17000,bf16,0.1244,0.0237,0.0335,5.25,3.71,1.4135,0.0237,5.32
N=17000,fp32,0.0812,0.0443,0.0624,1.83,1.30,1.4086,0.0367,2.30
N=18000,fp16,0.1300,0.0237,0.0335,5.49,3.88,1.4135,0.0233,5.53
N=18000,bf16,0.1280,0.0246,0.0342,5.19,3.74,1.3902,0.0234,5.46
N=18000,fp32,0.0861,0.0539,0.0640,1.60,1.34,1.1874,0.0386,2.24
N=19000,fp16,0.1370,0.0255,0.0358,5.37,3.82,1.4039,0.0257,5.48
N=19000,bf16,0.1390,0.0261,0.0370,5.32,3.76,1.4176,0.0255,5.51
N=19000,fp32,0.0907,0.0485,0.0669,1.87,1.36,1.3794,0.0408,2.28
N=20000,fp16,0.1430,0.0261,0.0419,5.47,3.41,1.6054,0.0258,5.59
N=20000,bf16,0.1418,0.0261,0.0405,5.42,3.50,1.5517,0.0258,5.56
N=20000,fp32,0.0953,0.0575,0.0717,1.66,1.33,1.2470,0.0422,2.29
