params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=3584,fp16,0.0107,0.0105,0.0107,1.01,1.00,1.0133,0.0106,1.01
N=3584,bf16,0.0109,0.0108,0.0108,1.00,1.01,0.9973,0.0106,1.01
N=3584,fp32,0.0180,0.0189,0.0179,0.95,1.00,0.9508,0.0179,1.00
N=3584,int8,0.0082,0.0054,0.0056,1.53,1.47,1.0377,0.0053,1.57
N=3840,fp16,0.0118,0.0118,0.0114,1.00,1.03,0.9688,0.0113,1.06
N=3840,bf16,0.0119,0.0115,0.0114,1.03,1.04,0.9946,0.0115,1.06
N=3840,fp32,0.0202,0.0212,0.0202,0.95,1.00,0.9534,0.0201,1.00
N=3840,int8,0.0093,0.0059,0.0060,1.57,1.55,1.0143,0.0061,1.57
N=4096,fp16,0.0131,0.0127,0.0131,1.03,1.00,1.0268,0.0128,1.03
N=4096,bf16,0.0134,0.0132,0.0127,1.01,1.05,0.9657,0.0131,1.00
N=4096,fp32,0.0225,0.0226,0.0227,1.00,0.99,1.0065,0.0225,1.00
N=4096,int8,0.0105,0.0068,0.0073,1.55,1.45,1.0678,0.0070,1.52
N=4352,fp16,0.0145,0.0144,0.0145,1.01,1.00,1.0117,0.0147,1.00
N=4352,bf16,0.0146,0.0146,0.0140,1.00,1.04,0.9569,0.0144,1.01
N=4352,fp32,0.0250,0.0250,0.0251,1.00,1.00,1.0049,0.0251,1.00
N=4352,int8,0.0118,0.0080,0.0081,1.48,1.46,1.0146,0.0079,1.47
N=4608,fp16,0.0161,0.0154,0.0153,1.05,1.05,0.9979,0.0154,1.03
N=4608,bf16,0.0160,0.0152,0.0153,1.05,1.05,1.0045,0.0153,1.05
N=4608,fp32,0.0276,0.0276,0.0276,1.00,1.00,1.0018,0.0280,0.99
N=4608,int8,0.0130,0.0087,0.0087,1.50,1.49,1.0041,0.0088,1.47
N=4864,fp16,0.0176,0.0168,0.0168,1.05,1.05,0.9998,0.0167,1.05
N=4864,bf16,0.0176,0.0167,0.0167,1.06,1.05,1.0051,0.0168,1.05
N=4864,fp32,0.0304,0.0303,0.0308,1.00,0.99,1.0152,0.0306,1.00
N=4864,int8,0.0142,0.0098,0.0099,1.45,1.43,1.0149,0.0100,1.41
N=5120,fp16,0.0193,0.0191,0.0193,1.01,1.00,1.0107,0.0184,1.05
N=5120,bf16,0.0191,0.0188,0.0191,1.02,1.00,1.0148,0.0183,1.06
N=5120,fp32,0.0334,0.0339,0.0336,0.99,1.00,0.9894,0.0334,1.00
N=5120,int8,0.0155,0.0106,0.0108,1.46,1.43,1.0171,0.0103,1.50
