params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=7340032,fp16,0.0098,0.0096,0.0096,1.02,1.02,0.9996,0.0095,1.03,0.0818,0.2553,0.32
n=7340032,bf16,0.0100,0.0097,0.0097,1.03,1.03,1.0053,0.0098,1.02,0.0819,0.2554,0.32
n=7340032,fp32,0.0161,0.0162,0.0162,0.99,0.99,1.0002,0.0161,1.00,0.1502,0.5626,0.27
n=7340032,int8,0.0057,0.0056,0.0064,1.01,0.90,1.1300,0.0055,1.04,0.0545,0.1587,0.34
n=8388608,fp16,0.0111,0.0109,0.0109,1.02,1.01,1.0071,0.0108,1.03,0.0933,0.3025,0.31
n=8388608,bf16,0.0109,0.0107,0.0107,1.03,1.02,1.0048,0.0105,1.04,0.0932,0.3025,0.31
n=8388608,fp32,0.0179,0.0179,0.0180,1.00,1.00,1.0030,0.0177,1.01,0.1708,0.6456,0.26
n=8388608,int8,0.0065,0.0063,0.0071,1.02,0.91,1.1251,0.0063,1.04,0.0589,0.1790,0.33
n=9437184,fp16,0.0119,0.0117,0.0118,1.02,1.01,1.0098,0.0115,1.03,0.1031,0.3318,0.31
n=9437184,bf16,0.0122,0.0120,0.0120,1.01,1.01,1.0023,0.0119,1.02,0.1029,0.3318,0.31
n=9437184,fp32,0.0198,0.0198,0.0198,1.00,1.00,1.0022,0.0197,1.00,0.1922,0.7178,0.27
n=9437184,int8,0.0070,0.0069,0.0078,1.02,0.90,1.1355,0.0068,1.03,0.0641,0.1953,0.33
n=10485760,fp16,0.0129,0.0126,0.0127,1.02,1.02,1.0018,0.0125,1.03,0.1109,0.3830,0.29
n=10485760,bf16,0.0137,0.0133,0.0133,1.03,1.02,1.0063,0.0134,1.02,0.1109,0.3829,0.29
n=10485760,fp32,0.0218,0.0219,0.0219,1.00,1.00,1.0013,0.0218,1.00,0.2090,0.7948,0.26
n=10485760,int8,0.0079,0.0077,0.0087,1.02,0.90,1.1270,0.0077,1.03,0.0692,0.2156,0.32
n=11534336,fp16,0.0140,0.0136,0.0137,1.03,1.02,1.0059,0.0132,1.06,0.1209,0.4268,0.28
n=11534336,bf16,0.0139,0.0140,0.0141,1.00,0.99,1.0104,0.0133,1.04,0.1206,0.4270,0.28
n=11534336,fp32,0.0236,0.0236,0.0236,1.00,1.00,1.0017,0.0236,1.00,0.2282,0.8742,0.26
n=11534336,int8,0.0086,0.0085,0.0095,1.01,0.91,1.1193,0.0084,1.03,0.0737,0.2317,0.32
n=12582912,fp16,0.0148,0.0143,0.0143,1.04,1.03,1.0059,0.0143,1.04,0.1328,0.4642,0.29
n=12582912,bf16,0.0151,0.0147,0.0148,1.03,1.02,1.0070,0.0148,1.02,0.1329,0.4644,0.29
n=12582912,fp32,0.0257,0.0257,0.0257,1.00,1.00,1.0028,0.0257,1.00,0.2559,0.9506,0.27
n=12582912,int8,0.0094,0.0092,0.0104,1.02,0.90,1.1242,0.0091,1.03,0.0831,0.2514,0.33
n=13631488,fp16,0.0160,0.0152,0.0153,1.05,1.04,1.0058,0.0152,1.05,0.1417,0.5093,0.28
n=13631488,bf16,0.0160,0.0156,0.0157,1.03,1.02,1.0071,0.0156,1.02,0.1416,0.5091,0.28
n=13631488,fp32,0.0271,0.0271,0.0271,1.00,1.00,1.0006,0.0270,1.00,0.2694,1.0302,0.26
n=13631488,int8,0.0102,0.0099,0.0110,1.03,0.93,1.1053,0.0098,1.04,0.0904,0.2681,0.34
n=14680064,fp16,0.0171,0.0163,0.0164,1.04,1.04,1.0021,0.0165,1.03,0.1503,0.5442,0.28
n=14680064,bf16,0.0172,0.0166,0.0166,1.04,1.04,1.0042,0.0166,1.04,0.1503,0.5442,0.28
n=14680064,fp32,0.0294,0.0295,0.0296,1.00,0.99,1.0021,0.0293,1.00,0.2896,1.1073,0.26
n=14680064,int8,0.0109,0.0107,0.0118,1.02,0.93,1.0999,0.0105,1.04,0.0901,0.3030,0.30
n=15728640,fp16,0.0181,0.0173,0.0174,1.04,1.04,1.0064,0.0172,1.05,0.1634,0.5762,0.28
n=15728640,bf16,0.0179,0.0172,0.0173,1.04,1.03,1.0063,0.0172,1.04,0.1635,0.5762,0.28
n=15728640,fp32,0.0308,0.0308,0.0308,1.00,1.00,0.9988,0.0308,1.00,0.3105,1.1853,0.26
n=15728640,int8,0.0116,0.0114,0.0126,1.02,0.92,1.1037,0.0112,1.04,0.0938,0.3201,0.29
n=16777216,fp16,0.0190,0.0181,0.0182,1.05,1.04,1.0061,0.0182,1.04,0.1716,0.6049,0.28
n=16777216,bf16,0.0192,0.0181,0.0182,1.06,1.06,1.0030,0.0184,1.04,0.1708,0.6050,0.28
n=16777216,fp32,0.0327,0.0327,0.0327,1.00,1.00,0.9999,0.0326,1.00,0.3305,1.2985,0.25
n=16777216,int8,0.0122,0.0120,0.0133,1.01,0.92,1.1052,0.0117,1.04,0.0981,0.3393,0.29
n=17825792,fp16,0.0203,0.0192,0.0193,1.06,1.05,1.0058,0.0192,1.06,0.1861,0.6449,0.29
n=17825792,bf16,0.0200,0.0194,0.0195,1.03,1.02,1.0053,0.0193,1.04,0.1860,0.6452,0.29
n=17825792,fp32,0.0344,0.0344,0.0344,1.00,1.00,1.0008,0.0344,1.00,0.3490,1.3414,0.26
n=17825792,int8,0.0129,0.0128,0.0139,1.01,0.93,1.0920,0.0124,1.04,0.1032,0.3563,0.29
n=18874368,fp16,0.0212,0.0199,0.0200,1.07,1.06,1.0041,0.0205,1.04,0.1925,0.6816,0.28
n=18874368,bf16,0.0210,0.0201,0.0202,1.04,1.04,1.0022,0.0198,1.06,0.1924,0.6814,0.28
n=18874368,fp32,0.0364,0.0364,0.0364,1.00,1.00,1.0011,0.0364,1.00,0.3656,1.4186,0.26
n=18874368,int8,0.0135,0.0132,0.0146,1.02,0.92,1.1042,0.0130,1.04,0.1080,0.3760,0.29
n=19922944,fp16,0.0222,0.0207,0.0207,1.07,1.07,1.0019,0.0205,1.08,0.2009,0.7062,0.28
n=19922944,bf16,0.0220,0.0206,0.0206,1.07,1.07,1.0001,0.0206,1.07,0.2009,0.7064,0.28
n=19922944,fp32,0.0382,0.0381,0.0381,1.00,1.00,1.0012,0.0382,1.00,0.3867,1.4979,0.26
n=19922944,int8,0.0142,0.0140,0.0154,1.02,0.93,1.0999,0.0136,1.04,0.1131,0.3921,0.29
n=20971520,fp16,0.0230,0.0216,0.0216,1.06,1.06,0.9989,0.0221,1.04,0.2088,0.7535,0.28
n=20971520,bf16,0.0231,0.0219,0.0220,1.05,1.05,1.0026,0.0221,1.05,0.2088,0.7533,0.28
n=20971520,fp32,0.0398,0.0399,0.0399,1.00,1.00,0.9997,0.0397,1.00,0.4111,1.5752,0.26
n=20971520,int8,0.0146,0.0145,0.0161,1.01,0.91,1.1063,0.0140,1.04,0.1173,0.4123,0.28
