params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
N=6144,fp16,0.0157,0.0057,0.0068,2.75,2.32,1.1879,0.0054,2.88,0.0888,0.0820,1.08
N=6144,bf16,0.0153,0.0049,0.0064,3.12,2.40,1.3022,0.0051,3.02,0.0888,0.1016,0.87
N=6144,fp32,0.0297,0.0122,0.0122,2.43,2.44,0.9938,0.0121,2.46,0.1014,0.0994,1.02
N=7168,fp16,0.0181,0.0065,0.0078,2.78,2.32,1.1987,0.0065,2.79,0.0912,0.0936,0.97
N=7168,bf16,0.0180,0.0066,0.0077,2.73,2.33,1.1697,0.0061,2.94,0.0912,0.0936,0.97
N=7168,fp32,0.0347,0.0142,0.0139,2.44,2.50,0.9785,0.0141,2.47,0.1027,0.1216,0.84
N=8192,fp16,0.0146,0.0076,0.0092,1.93,1.60,1.2081,0.0079,1.86,0.1131,0.1030,1.10
N=8192,bf16,0.0146,0.0076,0.0092,1.92,1.59,1.2043,0.0077,1.89,0.1131,0.1031,1.10
N=8192,fp32,0.0232,0.0153,0.0160,1.52,1.45,1.0476,0.0152,1.53,0.1161,0.1348,0.86
N=9216,fp16,0.0168,0.0095,0.0107,1.77,1.57,1.1243,0.0087,1.93,0.1199,0.1112,1.08
N=9216,bf16,0.0167,0.0099,0.0105,1.68,1.58,1.0647,0.0094,1.77,0.1198,0.1112,1.08
N=9216,fp32,0.0259,0.0170,0.0176,1.52,1.47,1.0354,0.0169,1.53,0.1281,0.1492,0.86
N=10240,fp16,0.0178,0.0103,0.0119,1.73,1.50,1.1524,0.0102,1.74,0.1394,0.1196,1.17
N=10240,bf16,0.0177,0.0101,0.0118,1.75,1.50,1.1711,0.0100,1.77,0.1394,0.1231,1.13
N=10240,fp32,0.0272,0.0186,0.0190,1.46,1.43,1.0218,0.0185,1.47,0.1503,0.1645,0.91
N=11264,fp16,0.0187,0.0122,0.0144,1.53,1.30,1.1762,0.0111,1.68,0.1337,0.1287,1.04
N=11264,bf16,0.0188,0.0113,0.0132,1.66,1.42,1.1663,0.0112,1.68,0.1336,0.1539,0.87
N=11264,fp32,0.0297,0.0207,0.0205,1.44,1.45,0.9907,0.0199,1.49,0.1543,0.1751,0.88
N=12288,fp16,0.0194,0.0123,0.0142,1.58,1.37,1.1565,0.0120,1.62,0.1576,0.1379,1.14
N=12288,bf16,0.0194,0.0124,0.0143,1.56,1.36,1.1506,0.0119,1.63,0.1576,0.1663,0.95
N=12288,fp32,0.0311,0.0224,0.0223,1.39,1.39,0.9983,0.0215,1.44,0.1823,0.1919,0.95
N=13312,fp16,0.0212,0.0132,0.0155,1.61,1.37,1.1784,0.0129,1.64,0.1553,0.1463,1.06
N=13312,bf16,0.0213,0.0132,0.0165,1.62,1.29,1.2494,0.0128,1.66,0.1552,0.1730,0.90
N=13312,fp32,0.0336,0.0235,0.0247,1.43,1.36,1.0516,0.0231,1.46,0.1785,0.1997,0.89
N=14336,fp16,0.0221,0.0138,0.0166,1.60,1.33,1.1990,0.0139,1.59,0.1778,0.1546,1.15
N=14336,bf16,0.0222,0.0139,0.0160,1.60,1.38,1.1547,0.0146,1.52,0.1778,0.1540,1.15
N=14336,fp32,0.0350,0.0251,0.0251,1.39,1.40,0.9995,0.0246,1.42,0.2062,0.2195,0.94
N=15360,fp16,0.0229,0.0146,0.0186,1.57,1.23,1.2788,0.0146,1.57,0.1874,0.1637,1.14
N=15360,bf16,0.0229,0.0146,0.0155,1.57,1.48,1.0657,0.0146,1.57,0.1874,0.1920,0.98
N=15360,fp32,0.0375,0.0292,0.0275,1.29,1.36,0.9428,0.0265,1.42,0.2005,0.2297,0.87
N=16384,fp16,0.0234,0.0153,0.0185,1.53,1.27,1.2070,0.0153,1.53,0.2096,0.1736,1.21
N=16384,bf16,0.0236,0.0153,0.0184,1.54,1.28,1.2025,0.0151,1.56,0.2093,0.1724,1.21
N=16384,fp32,0.0387,0.0287,0.0283,1.35,1.37,0.9870,0.0276,1.40,0.2162,0.2387,0.91
N=17408,fp16,0.0254,0.0165,0.0197,1.53,1.29,1.1933,0.0168,1.51,0.1985,0.1816,1.09
N=17408,bf16,0.0254,0.0166,0.0174,1.53,1.46,1.0492,0.0168,1.51,0.1985,0.1819,1.09
N=17408,fp32,0.0405,0.0301,0.0319,1.35,1.27,1.0613,0.0292,1.39,0.2273,0.2608,0.87
N=18432,fp16,0.0262,0.0173,0.0206,1.52,1.27,1.1938,0.0169,1.55,0.2270,0.1899,1.20
N=18432,bf16,0.0262,0.0173,0.0197,1.52,1.33,1.1415,0.0170,1.54,0.2270,0.1899,1.20
N=18432,fp32,0.0416,0.0312,0.0329,1.33,1.26,1.0539,0.0312,1.33,0.2651,0.2603,1.02
N=19456,fp16,0.0269,0.0184,0.0218,1.46,1.23,1.1843,0.0189,1.42,0.2201,0.1989,1.11
N=19456,bf16,0.0270,0.0182,0.0195,1.48,1.38,1.0719,0.0183,1.48,0.2199,0.1989,1.11
N=19456,fp32,0.0434,0.0327,0.0344,1.33,1.26,1.0499,0.0330,1.32,0.2562,0.2667,0.96
N=20480,fp16,0.0276,0.0189,0.0207,1.46,1.33,1.0939,0.0193,1.43,0.2497,0.2088,1.20
N=20480,bf16,0.0275,0.0188,0.0225,1.46,1.23,1.1943,0.0184,1.49,0.2499,0.2084,1.20
N=20480,fp32,0.0445,0.0349,0.0359,1.28,1.24,1.0286,0.0336,1.33,0.2880,0.2785,1.03
