params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
K=8192,fp16,0.0897,0.0143,0.0214,6.29,4.20,1.4965,0.0123,7.36
K=8192,bf16,0.0924,0.0141,0.0213,6.57,4.33,1.5106,0.0127,7.20
K=8192,fp32,0.0723,0.0300,0.0291,2.41,2.48,0.9700,0.0240,3.03
K=8704,fp16,0.0963,0.0164,0.0243,5.89,3.97,1.4817,0.0165,5.88
K=8704,bf16,0.0998,0.0165,0.0252,6.06,3.96,1.5273,0.0165,5.94
K=8704,fp32,0.0779,0.0335,0.0338,2.32,2.30,1.0090,0.0251,3.09
K=9216,fp16,0.1014,0.0159,0.0254,6.38,4.00,1.5975,0.0135,7.43
K=9216,bf16,0.1052,0.0158,0.0256,6.67,4.11,1.6203,0.0137,7.59
K=9216,fp32,0.0819,0.0337,0.0381,2.43,2.15,1.1306,0.0267,3.06
K=9728,fp16,0.1100,0.0175,0.0283,6.29,3.89,1.6171,0.0153,6.95
K=9728,bf16,0.1115,0.0176,0.0301,6.34,3.70,1.7102,0.0153,7.12
K=9728,fp32,0.0859,0.0370,0.0381,2.32,2.25,1.0297,0.0277,3.10
K=10240,fp16,0.1139,0.0176,0.0297,6.48,3.83,1.6875,0.0159,6.98
K=10240,bf16,0.1152,0.0175,0.0308,6.58,3.74,1.7600,0.0159,7.30
K=10240,fp32,0.0901,0.0389,0.0404,2.32,2.23,1.0386,0.0293,3.04
