params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=10000000,bf16,0.0244,0.0098,0.0104,2.48,2.35,1.0528,0.0232,1.05
n=10000000,fp32,0.0273,0.0147,0.0145,1.86,1.88,0.9890,0.0263,1.04
n=10000000,int8,0.0187,0.0070,0.0071,2.69,2.64,1.0185,0.0172,1.09
n=11000000,fp16,0.0269,0.0110,0.0112,2.45,2.40,1.0230,0.0121,2.22
n=11000000,bf16,0.0268,0.0111,0.0112,2.42,2.38,1.0157,0.0122,2.20
n=11000000,fp32,0.0299,0.0158,0.0157,1.89,1.91,0.9921,0.0167,1.79
n=11000000,int8,0.0209,0.0076,0.0077,2.74,2.70,1.0114,0.0082,2.55
n=12000000,fp16,0.0290,0.0113,0.0122,2.57,2.38,1.0820,0.0176,1.65
n=12000000,bf16,0.0290,0.0113,0.0120,2.57,2.41,1.0661,0.0177,1.64
n=12000000,fp32,0.0322,0.0169,0.0167,1.90,1.93,0.9879,0.0213,1.52
n=12000000,int8,0.0233,0.0080,0.0082,2.90,2.83,1.0248,0.0129,1.81
n=13000000,fp16,0.0313,0.0125,0.0129,2.50,2.43,1.0275,0.0139,2.26
n=13000000,bf16,0.0313,0.0126,0.0128,2.49,2.43,1.0224,0.0139,2.26
n=13000000,fp32,0.0347,0.0180,0.0179,1.93,1.94,0.9933,0.0190,1.83
n=13000000,int8,0.0262,0.0089,0.0090,2.95,2.90,1.0183,0.0094,2.80
n=14000000,fp16,0.0333,0.0128,0.0136,2.60,2.46,1.0583,0.0310,1.07
n=14000000,bf16,0.0333,0.0128,0.0135,2.60,2.47,1.0491,0.0312,1.07
n=14000000,fp32,0.0371,0.0195,0.0192,1.91,1.93,0.9855,0.0349,1.06
n=14000000,int8,0.0282,0.0094,0.0097,3.00,2.92,1.0286,0.0255,1.11
n=15000000,fp16,0.0358,0.0141,0.0143,2.54,2.51,1.0150,0.0155,2.31
n=15000000,bf16,0.0357,0.0139,0.0141,2.56,2.52,1.0149,0.0154,2.31
n=15000000,fp32,0.0395,0.0202,0.0201,1.96,1.97,0.9956,0.0214,1.85
n=15000000,int8,0.0310,0.0099,0.0103,3.12,2.99,1.0404,0.0110,2.82
n=16000000,fp16,0.0377,0.0138,0.0147,2.73,2.56,1.0657,0.0148,2.55
n=16000000,bf16,0.0377,0.0140,0.0151,2.69,2.50,1.0771,0.0148,2.56
n=16000000,fp32,0.0419,0.0215,0.0213,1.95,1.97,0.9920,0.0216,1.94
n=16000000,int8,0.0333,0.0105,0.0109,3.16,3.06,1.0332,0.0106,3.13
n=17000000,fp16,0.0401,0.0155,0.0159,2.58,2.53,1.0233,0.0173,2.32
n=17000000,bf16,0.0401,0.0155,0.0157,2.60,2.56,1.0128,0.0171,2.34
n=17000000,fp32,0.0443,0.0228,0.0225,1.94,1.97,0.9885,0.0237,1.87
n=17000000,int8,0.0361,0.0112,0.0117,3.22,3.08,1.0428,0.0124,2.92
n=18000000,fp16,0.0420,0.0157,0.0167,2.68,2.51,1.0650,0.0389,1.08
n=18000000,bf16,0.0420,0.0158,0.0165,2.66,2.55,1.0454,0.0389,1.08
n=18000000,fp32,0.0467,0.0241,0.0238,1.94,1.96,0.9899,0.0437,1.07
n=18000000,int8,0.0378,0.0119,0.0123,3.19,3.07,1.0381,0.0341,1.11
n=19000000,fp16,0.0444,0.0172,0.0174,2.58,2.55,1.0122,0.0189,2.35
n=19000000,bf16,0.0444,0.0172,0.0175,2.58,2.54,1.0149,0.0189,2.35
n=19000000,fp32,0.0491,0.0253,0.0251,1.94,1.95,0.9926,0.0262,1.87
n=19000000,int8,0.0403,0.0123,0.0127,3.28,3.16,1.0353,0.0135,2.99
n=20000000,fp16,0.0464,0.0172,0.0183,2.70,2.54,1.0604,0.0275,1.69
n=20000000,bf16,0.0464,0.0171,0.0182,2.71,2.55,1.0618,0.0275,1.69
n=20000000,fp32,0.0514,0.0264,0.0263,1.95,1.96,0.9932,0.0330,1.56
n=20000000,int8,0.0423,0.0127,0.0133,3.33,3.18,1.0455,0.0228,1.85
