params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
K=3072,fp32,0.0358,0.0098,0.0099,3.66,3.61,1.0102,0.0095,3.77,0.0966,0.3318,0.29
K=3584,fp16,0.0541,0.0064,0.0093,8.47,5.84,1.4531,0.0063,8.53,0.1005,0.2440,0.41
K=3584,bf16,0.0543,0.0060,0.0095,9.10,5.73,1.5833,0.0064,8.55,0.1004,0.2433,0.41
K=3584,fp32,0.0401,0.0114,0.0110,3.52,3.64,0.9649,0.0103,3.88,0.1492,0.3906,0.38
K=4096,fp16,0.0569,0.0076,0.0099,7.46,5.77,1.3026,0.0070,8.17,0.1109,0.2994,0.37
K=4096,bf16,0.0582,0.0072,0.0098,8.10,5.95,1.3611,0.0072,8.14,0.1109,0.3040,0.36
K=4096,fp32,0.0439,0.0127,0.0128,3.44,3.43,1.0079,0.0122,3.59,0.1331,0.4378,0.30
K=4608,fp16,0.0648,0.0078,0.0120,8.30,5.39,1.5385,0.0075,8.62,0.1216,0.3344,0.36
K=4608,bf16,0.0660,0.0081,0.0090,8.18,7.32,1.1111,0.0079,8.36,0.1216,0.3431,0.35
K=4608,fp32,0.0495,0.0143,0.0140,3.46,3.53,0.9790,0.0134,3.71,0.1894,0.4810,0.39
K=5120,fp16,0.0708,0.0086,0.0125,8.27,5.64,1.4535,0.0083,8.53,0.1295,0.3504,0.37
K=5120,bf16,0.0722,0.0086,0.0096,8.35,7.55,1.1163,0.0088,8.17,0.1295,0.3504,0.37
K=5120,fp32,0.0541,0.0154,0.0153,3.51,3.52,0.9935,0.0148,3.65,0.1897,0.5469,0.35
K=5632,fp16,0.0762,0.0095,0.0107,8.05,7.14,1.1263,0.0093,8.23,0.1474,0.3884,0.38
K=5632,bf16,0.0776,0.0097,0.0107,8.03,7.28,1.1031,0.0090,8.59,0.1474,0.4612,0.32
K=5632,fp32,0.0597,0.0171,0.0168,3.50,3.55,0.9825,0.0164,3.63,0.2321,0.6149,0.38
K=6144,fp16,0.0824,0.0103,0.0112,8.01,7.33,1.0874,0.0099,8.31,0.1582,0.4206,0.38
K=6144,bf16,0.0836,0.0102,0.0111,8.17,7.54,1.0882,0.0095,8.79,0.1582,0.4207,0.38
K=6144,fp32,0.0638,0.0191,0.0183,3.34,3.49,0.9581,0.0172,3.72,0.2442,0.6217,0.39
K=6656,fp16,0.0883,0.0112,0.0124,7.90,7.13,1.1071,0.0104,8.46,0.1715,0.4564,0.38
K=6656,bf16,0.0899,0.0112,0.0123,8.00,7.32,1.0982,0.0105,8.59,0.1716,0.5562,0.31
K=6656,fp32,0.0697,0.0208,0.0196,3.35,3.55,0.9423,0.0186,3.75,0.2719,0.6748,0.40
K=7168,fp16,0.0962,0.0122,0.0129,7.86,7.43,1.0574,0.0113,8.55,0.1776,0.4959,0.36
K=7168,bf16,0.0963,0.0126,0.0131,7.63,7.34,1.0397,0.0112,8.57,0.1775,0.4841,0.37
K=7168,fp32,0.0743,0.0218,0.0210,3.40,3.55,0.9633,0.0198,3.75,0.2884,0.7236,0.40
K=7680,fp16,0.1018,0.0125,0.0148,8.11,6.87,1.1840,0.0118,8.63,0.1901,0.4908,0.39
K=7680,bf16,0.1036,0.0126,0.0147,8.23,7.04,1.1667,0.0119,8.73,0.1901,0.5160,0.37
K=7680,fp32,0.0804,0.0233,0.0232,3.45,3.47,0.9957,0.0208,3.86,0.3146,0.7812,0.40
K=8192,fp16,0.0919,0.0132,0.0159,6.96,5.78,1.2045,0.0124,7.43,0.2043,0.5668,0.36
K=8192,bf16,0.0917,0.0131,0.0157,7.01,5.84,1.1985,0.0125,7.31,0.2041,0.5665,0.36
K=8192,fp32,0.0733,0.0251,0.0245,2.92,2.99,0.9761,0.0223,3.28,0.3458,0.8535,0.41
K=8704,fp16,0.0977,0.0139,0.0170,7.04,5.73,1.2230,0.0137,7.13,0.2135,0.6087,0.35
K=8704,bf16,0.0988,0.0143,0.0169,6.91,5.86,1.1818,0.0134,7.39,0.2136,0.6092,0.35
K=8704,fp32,0.0785,0.0272,0.0260,2.88,3.02,0.9559,0.0234,3.36,0.3617,0.8849,0.41
K=9216,fp16,0.1034,0.0145,0.0180,7.13,5.75,1.2414,0.0140,7.39,0.2256,0.6349,0.36
K=9216,bf16,0.1054,0.0144,0.0176,7.34,5.99,1.2222,0.0139,7.56,0.2256,0.6347,0.36
K=9216,fp32,0.0827,0.0287,0.0268,2.88,3.08,0.9338,0.0249,3.32,0.3832,0.9330,0.41
K=9728,fp16,0.1092,0.0153,0.0194,7.13,5.62,1.2680,0.0147,7.43,0.2438,0.6651,0.37
K=9728,bf16,0.1101,0.0151,0.0192,7.27,5.73,1.2715,0.0146,7.53,0.2436,0.6651,0.37
K=9728,fp32,0.0867,0.0307,0.0299,2.82,2.90,0.9739,0.0261,3.33,0.4021,0.9987,0.40
K=10240,fp16,0.1134,0.0158,0.0203,7.19,5.58,1.2848,0.0150,7.54,0.2451,0.6897,0.36
K=10240,bf16,0.1142,0.0158,0.0206,7.25,5.56,1.3038,0.0147,7.77,0.2451,0.6897,0.36
K=10240,fp32,0.0896,0.0304,0.0312,2.95,2.87,1.0263,0.0269,3.33,0.4048,1.0329,0.39
