params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=12288,fp32,0.1497,0.0884,0.0911,1.69,1.64,1.0296,0.0892,1.68
N=13312,fp16,0.0993,0.0518,0.0680,1.92,1.46,1.3132,0.0549,1.80
N=13312,bf16,0.0998,0.0522,0.0684,1.91,1.46,1.3106,0.0570,1.75
N=13312,fp32,0.1615,0.0958,0.0978,1.69,1.65,1.0217,0.0962,1.68
N=14336,fp16,0.1065,0.0541,0.0731,1.97,1.46,1.3507,0.0587,1.81
N=14336,bf16,0.1071,0.0559,0.0734,1.92,1.46,1.3123,0.0611,1.74
N=14336,fp32,0.1735,0.1029,0.1052,1.69,1.65,1.0225,0.1033,1.68
N=15360,fp16,0.1133,0.0579,0.0771,1.96,1.47,1.3327,0.0626,1.81
N=15360,bf16,0.1140,0.0593,0.0777,1.92,1.47,1.3104,0.0650,1.75
N=15360,fp32,0.1853,0.1098,0.1120,1.69,1.65,1.0207,0.1107,1.68
N=16384,fp16,0.1199,0.0620,0.0825,1.93,1.45,1.3298,0.0664,1.81
N=16384,bf16,0.1210,0.0631,0.0837,1.92,1.45,1.3269,0.0689,1.76
N=16384,fp32,0.1974,0.1167,0.1190,1.69,1.66,1.0193,0.1179,1.67
N=17408,fp16,0.1275,0.0646,0.0868,1.97,1.47,1.3448,0.0701,1.82
N=17408,bf16,0.1283,0.0666,0.0878,1.93,1.46,1.3170,0.0730,1.75
N=17408,fp32,0.2094,0.1239,0.1261,1.69,1.66,1.0177,0.1245,1.68
N=18432,fp16,0.1344,0.0682,0.0912,1.97,1.47,1.3366,0.0739,1.81
N=18432,bf16,0.1357,0.0685,0.0917,1.98,1.48,1.3379,0.0773,1.75
N=18432,fp32,0.2208,0.1306,0.1327,1.69,1.66,1.0164,0.1321,1.68
N=19456,fp16,0.1415,0.0715,0.0961,1.98,1.47,1.3448,0.0778,1.81
N=19456,bf16,0.1425,0.0739,0.0970,1.93,1.47,1.3131,0.0817,1.74
N=19456,fp32,0.2330,0.1372,0.1398,1.70,1.67,1.0190,0.1385,1.68
N=20480,fp16,0.1483,0.0753,0.1000,1.97,1.48,1.3272,0.0833,1.77
N=20480,bf16,0.1497,0.0775,0.1007,1.93,1.49,1.2983,0.0848,1.76
N=20480,fp32,0.2448,0.1443,0.1472,1.70,1.66,1.0203,0.1459,1.68
