params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=10000000,bf16,0.0515,0.0148,0.0148,3.49,3.48,1.0000,0.0147,3.50,0.2986,0.5904,0.51
n=10000000,fp32,0.0692,0.0264,0.0302,2.63,2.30,1.1439,0.0267,2.59,0.4045,1.1497,0.35
n=10000000,int8,0.0446,0.0088,0.0091,5.06,4.91,1.0341,0.0092,4.87,0.2809,0.3010,0.93
n=11000000,fp16,0.0561,0.0158,0.0159,3.54,3.54,1.0063,0.0159,3.52,824.6380,4.2182,195.50
n=11000000,bf16,0.0558,0.0159,0.0160,3.51,3.48,1.0063,0.0156,3.57,829.2845,4.2163,196.69
n=11000000,fp32,0.0785,0.0288,0.0329,2.73,2.39,1.1424,0.0289,2.72,856.4410,8.0895,105.87
n=11000000,int8,0.0492,0.0098,0.0100,5.03,4.90,1.0204,0.0100,4.92,831.5321,2.9111,285.64
n=12000000,fp16,0.0607,0.0170,0.0170,3.58,3.56,1.0000,0.0173,3.50,0.3544,0.6961,0.51
n=12000000,bf16,0.0607,0.0170,0.0171,3.57,3.55,1.0059,0.0171,3.55,0.3544,0.6964,0.51
n=12000000,fp32,0.0873,0.0310,0.0356,2.81,2.46,1.1484,0.0312,2.80,0.4842,1.3741,0.35
n=12000000,int8,0.0537,0.0104,0.0107,5.19,5.03,1.0288,0.0104,5.16,0.3242,0.3624,0.89
n=13000000,fp16,0.0656,0.0181,0.0182,3.62,3.60,1.0055,0.0184,3.56,983.7040,4.1385,237.69
n=13000000,bf16,0.0652,0.0181,0.0182,3.60,3.59,1.0055,0.0182,3.57,980.5048,4.1386,236.92
n=13000000,fp32,0.0948,0.0334,0.0382,2.84,2.48,1.1437,0.0338,2.81,1017.2364,7.9952,127.23
n=13000000,int8,0.0584,0.0109,0.0112,5.33,5.20,1.0275,0.0112,5.19,984.2373,2.1860,450.24
n=14000000,fp16,0.0698,0.0194,0.0195,3.60,3.59,1.0052,0.0193,3.61,0.4036,0.8092,0.50
n=14000000,bf16,0.0697,0.0193,0.0194,3.60,3.59,1.0052,0.0194,3.60,0.4036,0.8092,0.50
n=14000000,fp32,0.1019,0.0357,0.0406,2.85,2.51,1.1373,0.0361,2.82,0.5683,1.6018,0.35
n=14000000,int8,0.0631,0.0114,0.0118,5.51,5.34,1.0351,0.0119,5.28,0.3812,0.4212,0.90
n=15000000,fp16,0.0742,0.0206,0.0207,3.61,3.59,1.0049,0.0205,3.61,1125.8076,5.8701,191.79
n=15000000,bf16,0.0741,0.0207,0.0207,3.59,3.57,1.0000,0.0206,3.59,1126.5679,5.8702,191.91
n=15000000,fp32,0.1077,0.0380,0.0434,2.83,2.48,1.1421,0.0383,2.81,1170.8232,11.0465,105.99
n=15000000,int8,0.0671,0.0126,0.0130,5.33,5.18,1.0317,0.0126,5.32,1126.4175,3.8837,290.03
n=16000000,fp16,0.0786,0.0217,0.0217,3.62,3.62,1.0000,0.0216,3.63,0.4691,0.9212,0.51
n=16000000,bf16,0.0789,0.0216,0.0216,3.66,3.65,1.0000,0.0218,3.62,0.4692,0.9216,0.51
n=16000000,fp32,0.1148,0.0404,0.0460,2.85,2.49,1.1386,0.0408,2.81,0.6559,1.8170,0.36
n=16000000,int8,0.0717,0.0132,0.0136,5.43,5.29,1.0303,0.0132,5.42,0.4268,0.4751,0.90
n=17000000,fp16,0.0833,0.0227,0.0227,3.67,3.67,1.0000,0.0228,3.65,1281.0027,6.4801,197.68
n=17000000,bf16,0.0833,0.0229,0.0229,3.64,3.63,1.0000,0.0229,3.63,1279.1394,6.4795,197.41
n=17000000,fp32,0.1211,0.0426,0.0486,2.85,2.49,1.1408,0.0430,2.82,1326.3975,10.2278,129.69
n=17000000,int8,0.0759,0.0134,0.0139,5.65,5.47,1.0373,0.0140,5.41,1279.3219,3.3126,386.19
n=18000000,fp16,0.0882,0.0241,0.0241,3.67,3.66,1.0000,0.0242,3.64,0.5254,1.0355,0.51
n=18000000,bf16,0.0884,0.0241,0.0241,3.67,3.67,1.0000,0.0243,3.63,0.5254,1.0355,0.51
n=18000000,fp32,0.1282,0.0450,0.0513,2.85,2.50,1.1400,0.0452,2.83,0.6864,2.0515,0.33
n=18000000,int8,0.0800,0.0145,0.0148,5.51,5.39,1.0207,0.0145,5.52,0.4957,0.5362,0.92
n=19000000,fp16,0.0933,0.0252,0.0253,3.70,3.69,1.0040,0.0254,3.68,1425.8746,7.3739,193.37
n=19000000,bf16,0.0932,0.0251,0.0252,3.70,3.70,1.0040,0.0256,3.64,1425.6330,7.3765,193.27
n=19000000,fp32,0.1347,0.0474,0.0538,2.84,2.50,1.1350,0.0478,2.82,1489.0733,11.6871,127.41
n=19000000,int8,0.0842,0.0151,0.0156,5.57,5.41,1.0331,0.0152,5.56,1432.0092,4.2696,335.40
n=20000000,fp16,0.0984,0.0264,0.0264,3.73,3.73,1.0000,0.0268,3.67,0.5852,1.1501,0.51
n=20000000,bf16,0.0983,0.0265,0.0265,3.72,3.71,1.0000,0.0263,3.74,0.5852,1.1495,0.51
n=20000000,fp32,0.1404,0.0496,0.0564,2.83,2.49,1.1371,0.0502,2.80,0.8085,2.2774,0.36
n=20000000,int8,0.0883,0.0155,0.0160,5.71,5.53,1.0323,0.0156,5.66,0.5365,0.5946,0.90
