params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=15360,int8,0.2461,0.0305,0.0347,8.08,7.09,1.1393,0.0466,5.28
n=16384,fp16,0.2649,0.0445,0.0441,5.95,6.01,0.9904,0.0623,4.25
n=16384,bf16,0.2644,0.0445,0.0441,5.94,6.00,0.9899,0.0622,4.25
n=16384,fp32,0.2938,0.0984,0.0910,2.99,3.23,0.9250,0.1139,2.57
n=16384,int8,0.2553,0.0322,0.0363,7.94,7.03,1.1288,0.0493,5.17
n=17408,fp16,0.2982,0.0472,0.0465,6.32,6.41,0.9872,0.0684,4.36
n=17408,bf16,0.2983,0.0471,0.0466,6.33,6.40,0.9891,0.0682,4.37
n=17408,fp32,0.3296,0.1039,0.0888,3.17,3.71,0.8549,0.1245,2.64
n=17408,int8,0.2827,0.0337,0.0387,8.39,7.30,1.1485,0.0525,5.39
n=18432,fp16,0.3048,0.0505,0.0500,6.04,6.10,0.9902,0.0703,4.33
n=18432,bf16,0.3048,0.0500,0.0494,6.10,6.17,0.9883,0.0702,4.34
n=18432,fp32,0.3371,0.1085,0.0939,3.11,3.59,0.8650,0.1281,2.63
n=18432,int8,0.2938,0.0358,0.0408,8.20,7.20,1.1391,0.0550,5.34
n=19456,fp16,0.3243,0.0527,0.0518,6.16,6.26,0.9837,0.0738,4.39
n=19456,bf16,0.3243,0.0527,0.0518,6.16,6.26,0.9843,0.0738,4.39
n=19456,fp32,0.3590,0.1143,0.0991,3.14,3.62,0.8674,0.1347,2.65
n=19456,int8,0.3061,0.0372,0.0425,8.22,7.20,1.1425,0.0578,5.29
n=20480,fp16,0.3575,0.0554,0.0547,6.45,6.54,0.9866,0.0791,4.52
n=20480,bf16,0.3561,0.0554,0.0548,6.43,6.50,0.9892,0.0791,4.50
n=20480,fp32,0.3896,0.1219,0.1041,3.20,3.74,0.8535,0.1454,2.66
n=20480,int8,0.3457,0.0389,0.0446,8.88,7.76,1.1455,0.0608,5.69
