params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=12000000,int8,0.0236,0.0082,0.0078,2.89,3.02,0.9551,0.0129,1.83,230.2017,0.1966,1170.79
n=13000000,fp16,0.0313,0.0126,0.0124,2.48,2.52,0.9845,0.0140,2.24,415.4139,0.2576,1612.83
n=13000000,bf16,0.0313,0.0125,0.0123,2.50,2.54,0.9863,0.0139,2.25,414.8628,0.2569,1614.64
n=13000000,fp32,0.0347,0.0181,0.0186,1.91,1.86,1.0296,0.0191,1.81,221.3646,0.3676,602.14
n=13000000,int8,0.0258,0.0087,0.0082,2.96,3.13,0.9459,0.0093,2.77,818.1493,0.2273,3599.26
n=14000000,fp16,0.0333,0.0129,0.0131,2.59,2.54,1.0200,0.0149,2.23,135.2633,0.2579,524.39
n=14000000,bf16,0.0333,0.0128,0.0131,2.60,2.55,1.0190,0.0147,2.26,135.2425,0.2576,524.93
n=14000000,fp32,0.0371,0.0194,0.0193,1.91,1.92,0.9911,0.0209,1.78,135.9692,0.3798,357.97
n=14000000,int8,0.0285,0.0093,0.0089,3.06,3.22,0.9505,0.0115,2.48,171.2951,0.2275,753.01
n=15000000,fp16,0.0357,0.0133,0.0143,2.68,2.50,1.0721,0.0157,2.28,478.7226,0.2901,1650.10
n=15000000,bf16,0.0357,0.0137,0.0139,2.61,2.56,1.0194,0.0155,2.30,477.7837,0.2905,1644.64
n=15000000,fp32,0.0395,0.0207,0.0204,1.91,1.94,0.9858,0.0215,1.83,255.0555,0.4223,604.03
n=15000000,int8,0.0308,0.0101,0.0098,3.04,3.16,0.9631,0.0111,2.77,1002.1651,0.2544,3938.74
n=16000000,fp16,0.0376,0.0136,0.0147,2.77,2.55,1.0836,0.0148,2.54,78.5839,0.2928,268.43
n=16000000,bf16,0.0376,0.0135,0.0148,2.78,2.54,1.0959,0.0147,2.55,78.5640,0.2928,268.33
n=16000000,fp32,0.0420,0.0233,0.0220,1.80,1.90,0.9453,0.0219,1.92,78.7268,0.4345,181.17
n=16000000,int8,0.0335,0.0105,0.0104,3.18,3.24,0.9830,0.0111,3.01,306.8407,0.2556,1200.67
n=17000000,fp16,0.0401,0.0147,0.0157,2.72,2.56,1.0641,0.0173,2.32,266.3547,0.3226,825.52
n=17000000,bf16,0.0401,0.0149,0.0159,2.70,2.53,1.0666,0.0173,2.32,266.3593,0.3296,808.11
n=17000000,fp32,0.0443,0.0228,0.0227,1.94,1.95,0.9961,0.0237,1.87,655.5762,0.4732,1385.53
n=17000000,int8,0.0359,0.0113,0.0105,3.19,3.42,0.9326,0.0122,2.94,137.5799,0.2842,484.09
n=18000000,fp16,0.0420,0.0151,0.0167,2.78,2.52,1.1055,0.0182,2.31,174.1000,0.3268,532.76
n=18000000,bf16,0.0420,0.0151,0.0163,2.79,2.57,1.0840,0.0182,2.31,173.9968,0.3260,533.79
n=18000000,fp32,0.0468,0.0240,0.0238,1.95,1.96,0.9934,0.0260,1.80,174.9411,0.4901,356.92
n=18000000,int8,0.0380,0.0118,0.0111,3.23,3.42,0.9441,0.0147,2.59,128.1278,0.2862,447.64
n=19000000,fp16,0.0445,0.0168,0.0171,2.66,2.60,1.0207,0.0189,2.35,407.7470,0.3610,1129.60
n=19000000,bf16,0.0444,0.0167,0.0170,2.66,2.61,1.0209,0.0190,2.33,407.5312,0.5810,701.44
n=19000000,fp32,0.0491,0.0252,0.0251,1.95,1.95,0.9964,0.0263,1.87,204.1048,0.5294,385.52
n=19000000,int8,0.0402,0.0124,0.0117,3.24,3.42,0.9472,0.0135,2.98,173.9528,0.3160,550.54
n=20000000,fp16,0.0464,0.0170,0.0180,2.74,2.57,1.0630,0.0276,1.68,50.7140,0.3616,140.25
n=20000000,bf16,0.0463,0.0161,0.0182,2.87,2.55,1.1277,0.0274,1.69,50.7140,0.3624,139.94
n=20000000,fp32,0.0514,0.0264,0.0261,1.95,1.97,0.9909,0.0331,1.55,194.0527,0.5475,354.42
n=20000000,int8,0.0424,0.0126,0.0124,3.36,3.43,0.9808,0.0227,1.87,126.9054,0.3151,402.81
