params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=17825792,fp16,0.0304,0.0190,0.0216,1.61,1.41,1.1378,0.0191,1.62
n=17825792,bf16,0.0304,0.0192,0.0218,1.58,1.39,1.1356,0.0189,1.63
n=17825792,fp32,0.0524,0.0344,0.0344,1.52,1.52,1.0005,0.0344,1.54
n=18874368,fp16,0.0324,0.0202,0.0229,1.60,1.42,1.1306,0.0201,1.62
n=18874368,bf16,0.0323,0.0194,0.0228,1.66,1.42,1.1735,0.0199,1.62
n=18874368,fp32,0.0568,0.0363,0.0363,1.57,1.56,1.0002,0.0363,1.56
n=19922944,fp16,0.0340,0.0211,0.0239,1.61,1.42,1.1286,0.0210,1.62
n=19922944,bf16,0.0340,0.0208,0.0239,1.63,1.42,1.1488,0.0209,1.62
n=19922944,fp32,0.0607,0.0382,0.0381,1.59,1.59,0.9984,0.0381,1.60
n=20971520,fp16,0.0356,0.0218,0.0251,1.63,1.42,1.1493,0.0221,1.60
n=20971520,bf16,0.0358,0.0217,0.0251,1.65,1.42,1.1585,0.0217,1.63
n=20971520,fp32,0.0645,0.0400,0.0400,1.61,1.61,1.0001,0.0401,1.62
