params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=32500000,bf16,0.0313,0.0223,0.0328,1.41,0.96,1.4723,0.0220,1.41
n=32500000,fp32,0.0407,0.0406,0.0408,1.00,1.00,1.0053,0.0408,1.00
n=35000000,fp16,0.0325,0.0233,0.0349,1.39,0.93,1.4977,0.0259,1.26
n=35000000,bf16,0.0335,0.0233,0.0349,1.44,0.96,1.4997,0.0233,1.42
n=35000000,fp32,0.0436,0.0434,0.0437,1.00,1.00,1.0076,0.0439,1.00
n=37500000,fp16,0.0346,0.0251,0.0371,1.38,0.93,1.4801,0.0276,1.27
n=37500000,bf16,0.0356,0.0249,0.0370,1.43,0.96,1.4857,0.0248,1.42
n=37500000,fp32,0.0464,0.0463,0.0465,1.00,1.00,1.0044,0.0469,1.00
n=40000000,fp16,0.0367,0.0265,0.0392,1.39,0.94,1.4822,0.0295,1.25
n=40000000,bf16,0.0378,0.0263,0.0392,1.44,0.96,1.4906,0.0262,1.43
n=40000000,fp32,0.0494,0.0494,0.0496,1.00,1.00,1.0041,0.0495,0.99
n=42500000,fp16,0.0389,0.0279,0.0413,1.39,0.94,1.4801,0.0308,1.26
n=42500000,bf16,0.0401,0.0279,0.0413,1.44,0.97,1.4786,0.0278,1.42
n=42500000,fp32,0.0523,0.0521,0.0524,1.00,1.00,1.0054,0.0523,0.99
n=45000000,fp16,0.0409,0.0294,0.0435,1.39,0.94,1.4821,0.0324,1.27
n=45000000,bf16,0.0421,0.0290,0.0435,1.45,0.97,1.4962,0.0291,1.43
n=45000000,fp32,0.0549,0.0549,0.0553,1.00,0.99,1.0073,0.0550,1.00
n=47500000,fp16,0.0430,0.0308,0.0456,1.40,0.94,1.4794,0.0341,1.27
n=47500000,bf16,0.0441,0.0305,0.0455,1.45,0.97,1.4944,0.0305,1.43
n=47500000,fp32,0.0575,0.0576,0.0581,1.00,0.99,1.0086,0.0578,1.00
n=50000000,fp16,0.0452,0.0324,0.0477,1.40,0.95,1.4732,0.0357,1.26
n=50000000,bf16,0.0464,0.0320,0.0477,1.45,0.97,1.4900,0.0319,1.43
n=50000000,fp32,0.0608,0.0609,0.0610,1.00,1.00,1.0010,0.0607,1.00
